n,Omega_2,Omega_3,Omega_5,Omega_7,Omega_9,Omega_11,Omega_total
862,1,0,0,0,0,0,2
863,0,0,0,0,0,0,1
864,5,3,0,0,2,0,8
865,0,0,1,0,0,0,2
866,1,0,0,0,0,0,2
867,0,1,0,0,0,0,3
868,2,0,0,1,0,0,4
869,0,0,0,0,0,1,2
870,1,1,1,0,0,0,4
871,0,0,0,0,0,0,2
872,3,0,0,0,0,0,4
873,0,2,0,0,2,0,3
874,1,0,0,0,0,0,3
875,0,0,3,1,0,0,4
876,2,1,0,0,0,0,4
877,0,0,0,0,0,0,1
878,1,0,0,0,0,0,2
879,0,1,0,0,0,0,2
880,4,0,1,0,0,1,6
881,0,0,0,0,0,0,1
882,1,2,0,2,2,0,5
883,0,0,0,0,0,0,1
884,2,0,0,0,0,0,4
885,0,1,1,0,0,0,3
886,1,0,0,0,0,0,2
887,0,0,0,0,0,0,1
888,3,1,0,0,0,0,5
889,0,0,0,1,0,0,2
890,1,0,1,0,0,0,3
891,0,4,0,0,4,1,5
892,2,0,0,0,0,0,3
893,0,0,0,0,0,0,2
894,1,1,0,0,0,0,3
895,0,0,1,0,0,0,2
896,7,0,0,1,0,0,8
897,0,1,0,0,0,0,3
898,1,0,0,0,0,0,2
899,0,0,0,0,0,0,2
900,2,2,2,0,2,0,6
901,0,0,0,0,0,0,2
902,1,0,0,0,0,1,3
903,0,1,0,1,0,0,3
904,3,0,0,0,0,0,4
905,0,0,1,0,0,0,2
906,1,1,0,0,0,0,3
907,0,0,0,0,0,0,1
908,2,0,0,0,0,0,3
909,0,2,0,0,2,0,3
910,1,0,1,1,0,0,4
911,0,0,0,0,0,0,1
912,4,1,0,0,0,0,6
913,0,0,0,0,0,1,2
914,1,0,0,0,0,0,2
915,0,1,1,0,0,0,3
916,2,0,0,0,0,0,3
917,0,0,0,1,0,0,2
918,1,3,0,0,2,0,5
919,0,0,0,0,0,0,1
920,3,0,1,0,0,0,5
921,0,1,0,0,0,0,2
922,1,0,0,0,0,0,2
923,0,0,0,0,0,0,2
924,2,1,0,1,0,1,5
925,0,0,2,0,0,0,3
926,1,0,0,0,0,0,2
927,0,2,0,0,2,0,3
928,5,0,0,0,0,0,6
929,0,0,0,0,0,0,1
930,1,1,1,0,0,0,4
931,0,0,0,2,0,0,3
932,2,0,0,0,0,0,3
933,0,1,0,0,0,0,2
934,1,0,0,0,0,0,2
935,0,0,1,0,0,1,3
936,3,2,0,0,2,0,6
937,0,0,0,0,0,0,1
938,1,0,0,1,0,0,3
939,0,1,0,0,0,0,2
940,2,0,1,0,0,0,4
941,0,0,0,0,0,0,1
942,1,1,0,0,0,0,3
943,0,0,0,0,0,0,2
944,4,0,0,0,0,0,5
945,0,3,1,1,2,0,5
946,1,0,0,0,0,1,3
947,0,0,0,0,0,0,1
948,2,1,0,0,0,0,4
949,0,0,0,0,0,0,2
950,1,0,2,0,0,0,4
951,0,1,0,0,0,0,2
952,3,0,0,1,0,0,5
953,0,0,0,0,0,0,1
954,1,2,0,0,2,0,4
955,0,0,1,0,0,0,2
956,2,0,0,0,0,0,3
957,0,1,0,0,0,1,3
958,1,0,0,0,0,0,2
959,0,0,0,1,0,0,2
960,6,1,1,0,0,0,8
961,0,0,0,0,0,0,2
962,1,0,0,0,0,0,3
963,0,2,0,0,2,0,3
964,2,0,0,0,0,0,3
965,0,0,1,0,0,0,2
966,1,1,0,1,0,0,4
967,0,0,0,0,0,0,1
968,3,0,0,0,0,2,5
969,0,1,0,0,0,0,3
970,1,0,1,0,0,0,3
971,0,0,0,0,0,0,1
972,2,5,0,0,4,0,7
973,0,0,0,1,0,0,2
974,1,0,0,0,0,0,2
975,0,1,2,0,0,0,4
976,4,0,0,0,0,0,5
977,0,0,0,0,0,0,1
978,1,1,0,0,0,0,3
979,0,0,0,0,0,1,2
980,2,0,1,2,0,0,5
981,0,2,0,0,2,0,3
982,1,0,0,0,0,0,2
983,0,0,0,0,0,0,1
984,3,1,0,0,0,0,5
985,0,0,1,0,0,0,2
986,1,0,0,0,0,0,3
987,0,1,0,1,0,0,3
988,2,0,0,0,0,0,4
989,0,0,0,0,0,0,2
990,1,2,1,0,2,1,5
991,0,0,0,0,0,0,1
992,5,0,0,0,0,0,6
993,0,1,0,0,0,0,2
994,1,0,0,1,0,0,3
995,0,0,1,0,0,0,2
996,2,1,0,0,0,0,4
997,0,0,0,0,0,0,1
998,1,0,0,0,0,0,2
999,0,3,0,0,2,0,4
1000,3,0,3,0,0,0,6
1001,0,0,0,1,0,1,3
1002,1,1,0,0,0,0,3
1003,0,0,0,0,0,0,2
1004,2,0,0,0,0,0,3
1005,0,1,1,0,0,0,3
1006,1,0,0,0,0,0,2
1007,0,0,0,0,0,0,2
1008,4,2,0,1,2,0,7
1009,0,0,0,0,0,0,1
1010,1,0,1,0,0,0,3
1011,0,1,0,0,0,0,2
1012,2,0,0,0,0,1,4
1013,0,0,0,0,0,0,1
1014,1,1,0,0,0,0,4
1015,0,0,1,1,0,0,3
1016,3,0,0,0,0,0,4
1017,0,2,0,0,2,0,3
1018,1,0,0,0,0,0,2
1019,0,0,0,0,0,0,1
1020,2,1,1,0,0,0,5
1021,0,0,0,0,0,0,1
1022,1,0,0,1,0,0,3
1023,0,1,0,0,0,1,3
1024,10,0,0,0,0,0,10
1025,0,0,2,0,0,0,3
1026,1,3,0,0,2,0,5
1027,0,0,0,0,0,0,2
1028,2,0,0,0,0,0,3
1029,0,1,0,3,0,0,4
1030,1,0,1,0,0,0,3
1031,0,0,0,0,0,0,1
1032,3,1,0,0,0,0,5
1033,0,0,0,0,0,0,1
1034,1,0,0,0,0,1,3
1035,0,2,1,0,2,0,4
1036,2,0,0,1,0,0,4
1037,0,0,0,0,0,0,2
1038,1,1,0,0,0,0,3
1039,0,0,0,0,0,0,1
1040,4,0,1,0,0,0,6
1041,0,1,0,0,0,0,2
1042,1,0,0,0,0,0,2
1043,0,0,0,1,0,0,2
1044,2,2,0,0,2,0,5
1045,0,0,1,0,0,1,3
1046,1,0,0,0,0,0,2
1047,0,1,0,0,0,0,2
1048,3,0,0,0,0,0,4
1049,0,0,0,0,0,0,1
1050,1,1,2,1,0,0,5
1051,0,0,0,0,0,0,1
1052,2,0,0,0,0,0,3
1053,0,4,0,0,4,0,5
1054,1,0,0,0,0,0,3
1055,0,0,1,0,0,0,2
1056,5,1,0,0,0,1,7
1057,0,0,0,1,0,0,2
1058,1,0,0,0,0,0,3
1059,0,1,0,0,0,0,2
1060,2,0,1,0,0,0,4
1061,0,0,0,0,0,0,1
1062,1,2,0,0,2,0,4
1063,0,0,0,0,0,0,1
1064,3,0,0,1,0,0,5
1065,0,1,1,0,0,0,3
1066,1,0,0,0,0,0,3
1067,0,0,0,0,0,1,2
1068,2,1,0,0,0,0,4
1069,0,0,0,0,0,0,1
1070,1,0,1,0,0,0,3
1071,0,2,0,1,2,0,4
1072,4,0,0,0,0,0,5
1073,0,0,0,0,0,0,2
1074,1,1,0,0,0,0,3
1075,0,0,2,0,0,0,3
1076,2,0,0,0,0,0,3
1077,0,1,0,0,0,0,2
1078,1,0,0,2,0,1,4
1079,0,0,0,0,0,0,2
1080,3,3,1,0,2,0,7
1081,0,0,0,0,0,0,2
1082,1,0,0,0,0,0,2
1083,0,1,0,0,0,0,3
1084,2,0,0,0,0,0,3
1085,0,0,1,1,0,0,3
1086,1,1,0,0,0,0,3
1087,0,0,0,0,0,0,1
1088,6,0,0,0,0,0,7
1089,0,2,0,0,2,2,4
1090,1,0,1,0,0,0,3
1091,0,0,0,0,0,0,1
1092,2,1,0,1,0,0,5
1093,0,0,0,0,0,0,1
1094,1,0,0,0,0,0,2
1095,0,1,1,0,0,0,3
1096,3,0,0,0,0,0,4
1097,0,0,0,0,0,0,1
1098,1,2,0,0,2,0,4
1099,0,0,0,1,0,0,2
1100,2,0,2,0,0,1,5
1101,0,1,0,0,0,0,2
1102,1,0,0,0,0,0,3
1103,0,0,0,0,0,0,1
1104,4,1,0,0,0,0,6
1105,0,0,1,0,0,0,3
1106,1,0,0,1,0,0,3
1107,0,3,0,0,2,0,4
1108,2,0,0,0,0,0,3
1109,0,0,0,0,0,0,1
1110,1,1,1,0,0,0,4
1111,0,0,0,0,0,1,2
1112,3,0,0,0,0,0,4
1113,0,1,0,1,0,0,3
1114,1,0,0,0,0,0,2
1115,0,0,1,0,0,0,2
1116,2,2,0,0,2,0,5
1117,0,0,0,0,0,0,1
1118,1,0,0,0,0,0,3
1119,0,1,0,0,0,0,2
1120,5,0,1,1,0,0,7
1121,0,0,0,0,0,0,2
1122,1,1,0,0,0,1,4
1123,0,0,0,0,0,0,1
1124,2,0,0,0,0,0,3
1125,0,2,3,0,2,0,5
1126,1,0,0,0,0,0,2
1127,0,0,0,2,0,0,3
1128,3,1,0,0,0,0,5
1129,0,0,0,0,0,0,1
1130,1,0,1,0,0,0,3
1131,0,1,0,0,0,0,3
1132,2,0,0,0,0,0,3
1133,0,0,0,0,0,1,2
1134,1,4,0,1,4,0,6
1135,0,0,1,0,0,0,2
1136,4,0,0,0,0,0,5
1137,0,1,0,0,0,0,2
1138,1,0,0,0,0,0,2
1139,0,0,0,0,0,0,2
1140,2,1,1,0,0,0,5
1141,0,0,0,1,0,0,2
1142,1,0,0,0,0,0,2
1143,0,2,0,0,2,0,3
1144,3,0,0,0,0,1,5
1145,0,0,1,0,0,0,2
1146,1,1,0,0,0,0,3
1147,0,0,0,0,0,0,2
1148,2,0,0,1,0,0,4
1149,0,1,0,0,0,0,2
1150,1,0,2,0,0,0,4
1151,0,0,0,0,0,0,1
1152,7,2,0,0,2,0,9
1153,0,0,0,0,0,0,1
1154,1,0,0,0,0,0,2
1155,0,1,1,1,0,1,4
1156,2,0,0,0,0,0,4
1157,0,0,0,0,0,0,2
1158,1,1,0,0,0,0,3
1159,0,0,0,0,0,0,2
1160,3,0,1,0,0,0,5
1161,0,3,0,0,2,0,4
1162,1,0,0,1,0,0,3
1163,0,0,0,0,0,0,1
1164,2,1,0,0,0,0,4
1165,0,0,1,0,0,0,2
1166,1,0,0,0,0,1,3
1167,0,1,0,0,0,0,2
1168,4,0,0,0,0,0,5
1169,0,0,0,1,0,0,2
1170,1,2,1,0,2,0,5
1171,0,0,0,0,0,0,1
1172,2,0,0,0,0,0,3
1173,0,1,0,0,0,0,3
1174,1,0,0,0,0,0,2
1175,0,0,2,0,0,0,3
1176,3,1,0,2,0,0,6
1177,0,0,0,0,0,1,2
1178,1,0,0,0,0,0,3
1179,0,2,0,0,2,0,3
1180,2,0,1,0,0,0,4
1181,0,0,0,0,0,0,1
1182,1,1,0,0,0,0,3
1183,0,0,0,1,0,0,3
1184,5,0,0,0,0,0,6
1185,0,1,1,0,0,0,3
1186,1,0,0,0,0,0,2
1187,0,0,0,0,0,0,1
1188,2,3,0,0,2,1,6
1189,0,0,0,0,0,0,2
1190,1,0,1,1,0,0,4
1191,0,1,0,0,0,0,2
1192,3,0,0,0,0,0,4
1193,0,0,0,0,0,0,1
1194,1,1,0,0,0,0,3
1195,0,0,1,0,0,0,2
1196,2,0,0,0,0,0,4
1197,0,2,0,1,2,0,4
1198,1,0,0,0,0,0,2
1199,0,0,0,0,0,1,2
1200,4,1,2,0,0,0,7
1201,0,0,0,0,0,0,1
1202,1,0,0,0,0,0,2
1203,0,1,0,0,0,0,2
1204,2,0,0,1,0,0,4
1205,0,0,1,0,0,0,2
1206,1,2,0,0,2,0,4
1207,0,0,0,0,0,0,2
1208,3,0,0,0,0,0,4
1209,0,1,0,0,0,0,3
1210,1,0,1,0,0,2,4
1211,0,0,0,1,0,0,2
1212,2,1,0,0,0,0,4
1213,0,0,0,0,0,0,1
1214,1,0,0,0,0,0,2
1215,0,5,1,0,4,0,6
1216,6,0,0,0,0,0,7
1217,0,0,0,0,0,0,1
1218,1,1,0,1,0,0,4
1219,0,0,0,0,0,0,2
1220,2,0,1,0,0,0,4
1221,0,1,0,0,0,1,3
1222,1,0,0,0,0,0,3
1223,0,0,0,0,0,0,1
1224,3,2,0,0,2,0,6
1225,0,0,2,2,0,0,4
1226,1,0,0,0,0,0,2
1227,0,1,0,0,0,0,2
1228,2,0,0,0,0,0,3
1229,0,0,0,0,0,0,1
1230,1,1,1,0,0,0,4
1231,0,0,0,0,0,0,1
1232,4,0,0,1,0,1,6
1233,0,2,0,0,2,0,3
1234,1,0,0,0,0,0,2
1235,0,0,1,0,0,0,3
1236,2,1,0,0,0,0,4
1237,0,0,0,0,0,0,1
1238,1,0,0,0,0,0,2
1239,0,1,0,1,0,0,3
1240,3,0,1,0,0,0,5
1241,0,0,0,0,0,0,2
1242,1,3,0,0,2,0,5
1243,0,0,0,0,0,1,2
1244,2,0,0,0,0,0,3
1245,0,1,1,0,0,0,3
1246,1,0,0,1,0,0,3
1247,0,0,0,0,0,0,2
1248,5,1,0,0,0,0,7
1249,0,0,0,0,0,0,1
1250,1,0,4,0,0,0,5
1251,0,2,0,0,2,0,3
1252,2,0,0,0,0,0,3
1253,0,0,0,1,0,0,2
1254,1,1,0,0,0,1,4
1255,0,0,1,0,0,0,2
1256,3,0,0,0,0,0,4
1257,0,1,0,0,0,0,2
1258,1,0,0,0,0,0,3
1259,0,0,0,0,0,0,1
1260,2,2,1,1,2,0,6
1261,0,0,0,0,0,0,2
1262,1,0,0,0,0,0,2
1263,0,1,0,0,0,0,2
1264,4,0,0,0,0,0,5
1265,0,0,1,0,0,1,3
1266,1,1,0,0,0,0,3
1267,0,0,0,1,0,0,2
1268,2,0,0,0,0,0,3
1269,0,3,0,0,2,0,4
1270,1,0,1,0,0,0,3
1271,0,0,0,0,0,0,2
1272,3,1,0,0,0,0,5
1273,0,0,0,0,0,0,2
1274,1,0,0,2,0,0,4
1275,0,1,2,0,0,0,4
1276,2,0,0,0,0,1,4
1277,0,0,0,0,0,0,1
1278,1,2,0,0,2,0,4
1279,0,0,0,0,0,0,1
1280,8,0,1,0,0,0,9
1281,0,1,0,1,0,0,3
1282,1,0,0,0,0,0,2
1283,0,0,0,0,0,0,1
1284,2,1,0,0,0,0,4
1285,0,0,1,0,0,0,2
1286,1,0,0,0,0,0,2
1287,0,2,0,0,2,1,4
1288,3,0,0,1,0,0,5
1289,0,0,0,0,0,0,1
1290,1,1,1,0,0,0,4
1291,0,0,0,0,0,0,1
1292,2,0,0,0,0,0,4
1293,0,1,0,0,0,0,2
1294,1,0,0,0,0,0,2
1295,0,0,1,1,0,0,3
1296,4,4,0,0,4,0,8
1297,0,0,0,0,0,0,1
1298,1,0,0,0,0,1,3
1299,0,1,0,0,0,0,2
1300,2,0,2,0,0,0,5
1301,0,0,0,0,0,0,1
1302,1,1,0,1,0,0,4
1303,0,0,0,0,0,0,1
1304,3,0,0,0,0,0,4
1305,0,2,1,0,2,0,4
1306,1,0,0,0,0,0,2
1307,0,0,0,0,0,0,1
1308,2,1,0,0,0,0,4
1309,0,0,0,1,0,1,3
1310,1,0,1,0,0,0,3
1311,0,1,0,0,0,0,3
1312,5,0,0,0,0,0,6
1313,0,0,0,0,0,0,2
1314,1,2,0,0,2,0,4
1315,0,0,1,0,0,0,2
1316,2,0,0,1,0,0,4
1317,0,1,0,0,0,0,2
1318,1,0,0,0,0,0,2
1319,0,0,0,0,0,0,1
1320,3,1,1,0,0,1,6
1321,0,0,0,0,0,0,1
1322,1,0,0,0,0,0,2
1323,0,3,0,2,2,0,5
1324,2,0,0,0,0,0,3
1325,0,0,2,0,0,0,3
1326,1,1,0,0,0,0,4
1327,0,0,0,0,0,0,1
1328,4,0,0,0,0,0,5
1329,0,1,0,0,0,0,2
1330,1,0,1,1,0,0,4
1331,0,0,0,0,0,3,3
1332,2,2,0,0,2,0,5
1333,0,0,0,0,0,0,2
1334,1,0,0,0,0,0,3
1335,0,1,1,0,0,0,3
1336,3,0,0,0,0,0,4
1337,0,0,0,1,0,0,2
1338,1,1,0,0,0,0,3
1339,0,0,0,0,0,0,2
1340,2,0,1,0,0,0,4
1341,0,2,0,0,2,0,3
1342,1,0,0,0,0,1,3
1343,0,0,0,0,0,0,2
1344,6,1,0,1,0,0,8
1345,0,0,1,0,0,0,2
1346,1,0,0,0,0,0,2
1347,0,1,0,0,0,0,2
1348,2,0,0,0,0,0,3
1349,0,0,0,0,0,0,2
1350,1,3,2,0,2,0,6
1351,0,0,0,1,0,0,2
1352,3,0,0,0,0,0,5
1353,0,1,0,0,0,1,3
1354,1,0,0,0,0,0,2
1355,0,0,1,0,0,0,2
1356,2,1,0,0,0,0,4
1357,0,0,0,0,0,0,2
1358,1,0,0,1,0,0,3
1359,0,2,0,0,2,0,3
1360,4,0,1,0,0,0,6
1361,0,0,0,0,0,0,1
1362,1,1,0,0,0,0,3
1363,0,0,0,0,0,0,2
1364,2,0,0,0,0,1,4
1365,0,1,1,1,0,0,4
1366,1,0,0,0,0,0,2
1367,0,0,0,0,0,0,1
1368,3,2,0,0,2,0,6
1369,0,0,0,0,0,0,2
1370,1,0,1,0,0,0,3
1371,0,1,0,0,0,0,2
1372,2,0,0,3,0,0,5
1373,0,0,0,0,0,0,1
1374,1,1,0,0,0,0,3
1375,0,0,3,0,0,1,4
1376,5,0,0,0,0,0,6
1377,0,4,0,0,4,0,5
1378,1,0,0,0,0,0,3
1379,0,0,0,1,0,0,2
1380,2,1,1,0,0,0,5
1381,0,0,0,0,0,0,1
1382,1,0,0,0,0,0,2
1383,0,1,0,0,0,0,2
1384,3,0,0,0,0,0,4
1385,0,0,1,0,0,0,2
1386,1,2,0,1,2,1,5
1387,0,0,0,0,0,0,2
1388,2,0,0,0,0,0,3
1389,0,1,0,0,0,0,2
1390,1,0,1,0,0,0,3
1391,0,0,0,0,0,0,2
1392,4,1,0,0,0,0,6
1393,0,0,0,1,0,0,2
1394,1,0,0,0,0,0,3
1395,0,2,1,0,2,0,4
1396,2,0,0,0,0,0,3
1397,0,0,0,0,0,1,2
1398,1,1,0,0,0,0,3
1399,0,0,0,0,0,0,1
1400,3,0,2,1,0,0,6
1401,0,1,0,0,0,0,2
1402,1,0,0,0,0,0,2
1403,0,0,0,0,0,0,2
1404,2,3,0,0,2,0,6
1405,0,0,1,0,0,0,2
1406,1,0,0,0,0,0,3
1407,0,1,0,1,0,0,3
1408,7,0,0,0,0,1,8
1409,0,0,0,0,0,0,1
1410,1,1,1,0,0,0,4
1411,0,0,0,0,0,0,2
1412,2,0,0,0,0,0,3
1413,0,2,0,0,2,0,3
1414,1,0,0,1,0,0,3
1415,0,0,1,0,0,0,2
1416,3,1,0,0,0,0,5
1417,0,0,0,0,0,0,2
1418,1,0,0,0,0,0,2
1419,0,1,0,0,0,1,3
1420,2,0,1,0,0,0,4
1421,0,0,0,2,0,0,3
1422,1,2,0,0,2,0,4
1423,0,0,0,0,0,0,1
1424,4,0,0,0,0,0,5
1425,0,1,2,0,0,0,4
1426,1,0,0,0,0,0,3
1427,0,0,0,0,0,0,1
1428,2,1,0,1,0,0,5
1429,0,0,0,0,0,0,1
1430,1,0,1,0,0,1,4
1431,0,3,0,0,2,0,4
1432,3,0,0,0,0,0,4
1433,0,0,0,0,0,0,1
1434,1,1,0,0,0,0,3
1435,0,0,1,1,0,0,3
1436,2,0,0,0,0,0,3
1437,0,1,0,0,0,0,2
1438,1,0,0,0,0,0,2
1439,0,0,0,0,0,0,1
1440,5,2,1,0,2,0,8
1441,0,0,0,0,0,1,2
1442,1,0,0,1,0,0,3
1443,0,1,0,0,0,0,3
1444,2,0,0,0,0,0,4
1445,0,0,1,0,0,0,3
1446,1,1,0,0,0,0,3
1447,0,0,0,0,0,0,1
1448,3,0,0,0,0,0,4
1449,0,2,0,1,2,0,4
1450,1,0,2,0,0,0,4
1451,0,0,0,0,0,0,1
1452,2,1,0,0,0,2,5
1453,0,0,0,0,0,0,1
1454,1,0,0,0,0,0,2
1455,0,1,1,0,0,0,3
1456,4,0,0,1,0,0,6
1457,0,0,0,0,0,0,2
1458,1,6,0,0,6,0,7
1459,0,0,0,0,0,0,1
1460,2,0,1,0,0,0,4
1461,0,1,0,0,0,0,2
1462,1,0,0,0,0,0,3
1463,0,0,0,1,0,1,3
1464,3,1,0,0,0,0,5
1465,0,0,1,0,0,0,2
1466,1,0,0,0,0,0,2
1467,0,2,0,0,2,0,3
1468,2,0,0,0,0,0,3
1469,0,0,0,0,0,0,2
1470,1,1,1,2,0,0,5
1471,0,0,0,0,0,0,1
1472,6,0,0,0,0,0,7
1473,0,1,0,0,0,0,2
1474,1,0,0,0,0,1,3
1475,0,0,2,0,0,0,3
1476,2,2,0,0,2,0,5
1477,0,0,0,1,0,0,2
1478,1,0,0,0,0,0,2
1479,0,1,0,0,0,0,3
1480,3,0,1,0,0,0,5
1481,0,0,0,0,0,0,1
1482,1,1,0,0,0,0,4
1483,0,0,0,0,0,0,1
1484,2,0,0,1,0,0,4
1485,0,3,1,0,2,1,5
1486,1,0,0,0,0,0,2
1487,0,0,0,0,0,0,1
1488,4,1,0,0,0,0,6
1489,0,0,0,0,0,0,1
1490,1,0,1,0,0,0,3
1491,0,1,0,1,0,0,3
1492,2,0,0,0,0,0,3
1493,0,0,0,0,0,0,1
1494,1,2,0,0,2,0,4
1495,0,0,1,0,0,0,3
1496,3,0,0,0,0,1,5
1497,0,1,0,0,0,0,2
1498,1,0,0,1,0,0,3
1499,0,0,0,0,0,0,1
1500,2,1,3,0,0,0,6
1501,0,0,0,0,0,0,2
1502,1,0,0,0,0,0,2
1503,0,2,0,0,2,0,3
1504,5,0,0,0,0,0,6
1505,0,0,1,1,0,0,3
1506,1,1,0,0,0,0,3
1507,0,0,0,0,0,1,2
1508,2,0,0,0,0,0,4
1509,0,1,0,0,0,0,2
1510,1,0,1,0,0,0,3
1511,0,0,0,0,0,0,1
1512,3,3,0,1,2,0,7
1513,0,0,0,0,0,0,2
1514,1,0,0,0,0,0,2
1515,0,1,1,0,0,0,3
1516,2,0,0,0,0,0,3
1517,0,0,0,0,0,0,2
1518,1,1,0,0,0,1,4
1519,0,0,0,2,0,0,3
1520,4,0,1,0,0,0,6
1521,0,2,0,0,2,0,4
1522,1,0,0,0,0,0,2
1523,0,0,0,0,0,0,1
1524,2,1,0,0,0,0,4
1525,0,0,2,0,0,0,3
1526,1,0,0,1,0,0,3
1527,0,1,0,0,0,0,2
1528,3,0,0,0,0,0,4
1529,0,0,0,0,0,1,2
1530,1,2,1,0,2,0,5
1531,0,0,0,0,0,0,1
1532,2,0,0,0,0,0,3
1533,0,1,0,1,0,0,3
1534,1,0,0,0,0,0,3
1535,0,0,1,0,0,0,2
1536,9,1,0,0,0,0,10
1537,0,0,0,0,0,0,2
1538,1,0,0,0,0,0,2
1539,0,4,0,0,4,0,5
1540,2,0,1,1,0,1,5
1541,0,0,0,0,0,0,2
1542,1,1,0,0,0,0,3
1543,0,0,0,0,0,0,1
1544,3,0,0,0,0,0,4
1545,0,1,1,0,0,0,3
1546,1,0,0,0,0,0,2
1547,0,0,0,1,0,0,3
1548,2,2,0,0,2,0,5
1549,0,0,0,0,0,0,1
1550,1,0,2,0,0,0,4
1551,0,1,0,0,0,1,3
1552,4,0,0,0,0,0,5
1553,0,0,0,0,0,0,1
1554,1,1,0,1,0,0,4
1555,0,0,1,0,0,0,2
1556,2,0,0,0,0,0,3
1557,0,2,0,0,2,0,3
1558,1,0,0,0,0,0,3
1559,0,0,0,0,0,0,1
1560,3,1,1,0,0,0,6
1561,0,0,0,1,0,0,2
1562,1,0,0,0,0,1,3
1563,0,1,0,0,0,0,2
1564,2,0,0,0,0,0,4
1565,0,0,1,0,0,0,2
1566,1,3,0,0,2,0,5
1567,0,0,0,0,0,0,1
1568,5,0,0,2,0,0,7
1569,0,1,0,0,0,0,2
1570,1,0,1,0,0,0,3
1571,0,0,0,0,0,0,1
1572,2,1,0,0,0,0,4
1573,0,0,0,0,0,2,3
1574,1,0,0,0,0,0,2
1575,0,2,2,1,2,0,5
1576,3,0,0,0,0,0,4
1577,0,0,0,0,0,0,2
1578,1,1,0,0,0,0,3
1579,0,0,0,0,0,0,1
1580,2,0,1,0,0,0,4
1581,0,1,0,0,0,0,3
1582,1,0,0,1,0,0,3
1583,0,0,0,0,0,0,1
1584,4,2,0,0,2,1,7
1585,0,0,1,0,0,0,2
1586,1,0,0,0,0,0,3
1587,0,1,0,0,0,0,3
1588,2,0,0,0,0,0,3
1589,0,0,0,1,0,0,2
1590,1,1,1,0,0,0,4
1591,0,0,0,0,0,0,2
1592,3,0,0,0,0,0,4
1593,0,3,0,0,2,0,4
1594,1,0,0,0,0,0,2
1595,0,0,1,0,0,1,3
1596,2,1,0,1,0,0,5
1597,0,0,0,0,0,0,1
1598,1,0,0,0,0,0,3
1599,0,1,0,0,0,0,3
1600,6,0,2,0,0,0,8
1601,0,0,0,0,0,0,1
1602,1,2,0,0,2,0,4
1603,0,0,0,1,0,0,2
1604,2,0,0,0,0,0,3
1605,0,1,1,0,0,0,3
1606,1,0,0,0,0,1,3
1607,0,0,0,0,0,0,1
1608,3,1,0,0,0,0,5
1609,0,0,0,0,0,0,1
1610,1,0,1,1,0,0,4
1611,0,2,0,0,2,0,3
1612,2,0,0,0,0,0,4
1613,0,0,0,0,0,0,1
1614,1,1,0,0,0,0,3
1615,0,0,1,0,0,0,3
1616,4,0,0,0,0,0,5
1617,0,1,0,2,0,1,4
1618,1,0,0,0,0,0,2
1619,0,0,0,0,0,0,1
1620,2,4,1,0,4,0,7
1621,0,0,0,0,0,0,1
1622,1,0,0,0,0,0,2
1623,0,1,0,0,0,0,2
1624,3,0,0,1,0,0,5
1625,0,0,3,0,0,0,4
1626,1,1,0,0,0,0,3
1627,0,0,0,0,0,0,1
1628,2,0,0,0,0,1,4
1629,0,2,0,0,2,0,3
1630,1,0,1,0,0,0,3
1631,0,0,0,1,0,0,2
1632,5,1,0,0,0,0,7
1633,0,0,0,0,0,0,2
1634,1,0,0,0,0,0,3
1635,0,1,1,0,0,0,3
1636,2,0,0,0,0,0,3
1637,0,0,0,0,0,0,1
1638,1,2,0,1,2,0,5
1639,0,0,0,0,0,1,2
1640,3,0,1,0,0,0,5
1641,0,1,0,0,0,0,2
1642,1,0,0,0,0,0,2
1643,0,0,0,0,0,0,2
1644,2,1,0,0,0,0,4
1645,0,0,1,1,0,0,3
1646,1,0,0,0,0,0,2
1647,0,3,0,0,2,0,4
1648,4,0,0,0,0,0,5
1649,0,0,0,0,0,0,2
1650,1,1,2,0,0,1,5
1651,0,0,0,0,0,0,2
1652,2,0,0,1,0,0,4
1653,0,1,0,0,0,0,3
1654,1,0,0,0,0,0,2
1655,0,0,1,0,0,0,2
1656,3,2,0,0,2,0,6
1657,0,0,0,0,0,0,1
1658,1,0,0,0,0,0,2
1659,0,1,0,1,0,0,3
1660,2,0,1,0,0,0,4
1661,0,0,0,0,0,1,2
1662,1,1,0,0,0,0,3
1663,0,0,0,0,0,0,1
1664,7,0,0,0,0,0,8
1665,0,2,1,0,2,0,4
1666,1,0,0,2,0,0,4
1667,0,0,0,0,0,0,1
1668,2,1,0,0,0,0,4
1669,0,0,0,0,0,0,1
1670,1,0,1,0,0,0,3
1671,0,1,0,0,0,0,2
1672,3,0,0,0,0,1,5
1673,0,0,0,1,0,0,2
1674,1,3,0,0,2,0,5
1675,0,0,2,0,0,0,3
1676,2,0,0,0,0,0,3
1677,0,1,0,0,0,0,3
1678,1,0,0,0,0,0,2
1679,0,0,0,0,0,0,2
1680,4,1,1,1,0,0,7
1681,0,0,0,0,0,0,2
1682,1,0,0,0,0,0,3
1683,0,2,0,0,2,1,4
1684,2,0,0,0,0,0,3
1685,0,0,1,0,0,0,2
1686,1,1,0,0,0,0,3
1687,0,0,0,1,0,0,2
1688,3,0,0,0,0,0,4
1689,0,1,0,0,0,0,2
1690,1,0,1,0,0,0,4
