sample,tray_num,block_num,desert,fire_name,fire_year,TSF,TSF2,burn,plot_num,fullplot_name,line,location,overstory,unique_ID,date_coll
511,64,5,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,1,10,S,GB-OW-CON-3-1-10-S,2018-06-25
445,56,6,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,1,20,I,GB-OW-CON-3-1-20-I,2018-06-25
62,8,3,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,1,20,S,GB-OW-CON-3-1-20-S,2018-06-25
484,61,5,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,2,10,I,GB-OW-CON-3-2-10-I,2018-06-25
192,24,1,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25
107,14,4,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,2,20,I,GB-OW-CON-3-2-20-I,2018-06-25
23,3,2,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,2,20,S,GB-OW-CON-3-2-20-S,2018-06-25
293,37,3,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,3,10,I,GB-OW-CON-3-3-10-I,2018-06-25
303,38,3,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,3,10,S,GB-OW-CON-3-3-10-S,2018-06-25
97,13,4,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,3,20,I,GB-OW-CON-3-3-20-I,2018-06-25
154,20,2,GB,OW,CON,control,15C,control,18,GB-OW-CON-3,3,20,S,GB-OW-CON-3-3-20-S,2018-06-25
217,28,3,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,1,10,I,GB-RAD-84-1-1-10-I,2018-06-23
442,56,6,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,1,10,S,GB-RAD-84-1-1-10-S,2018-06-23
402,51,5,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,1,20,I,GB-RAD-84-1-1-20-I,2018-06-23
29,4,2,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,1,20,S,GB-RAD-84-1-1-20-S,2018-06-23
454,57,6,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,10,I,GB-RAD-84-1-2-10-I,2018-06-23
373,47,6,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,10,S,GB-RAD-84-1-2-10-S,2018-06-23
212,27,2,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,20,I,GB-RAD-84-1-2-20-I,2018-06-23
316,40,2,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,20,S,GB-RAD-84-1-2-20-S,2018-06-23
420,53,5,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,10,I,GB-RAD-84-1-3-10-I,2018-06-23
491,62,5,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,10,S,GB-RAD-84-1-3-10-S,2018-06-23
181,23,1,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,20,I,GB-RAD-84-1-3-20-I,2018-06-23
80,10,4,GB,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,20,S,GB-RAD-84-1-3-20-S,2018-06-23
53,7,3,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,10,I,GB-RAD-84-2-1-10-I,2018-06-23
388,49,5,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,10,S,GB-RAD-84-2-1-10-S,2018-06-23
92,12,4,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23
271,34,4,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,20,S,GB-RAD-84-2-1-20-S,2018-06-23
456,57,6,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,10,I,GB-RAD-84-2-2-10-I,2018-06-23
69,9,4,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23
272,34,4,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,20,I,GB-RAD-84-2-2-20-I,2018-06-23
349,44,1,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,20,S,GB-RAD-84-2-2-20-S,2018-06-23
245,31,4,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,I,GB-RAD-84-2-3-10-I,2018-06-23
182,23,1,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23
372,47,6,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,20,I,GB-RAD-84-2-3-20-I,2018-06-23
33,5,2,GB,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,20,S,GB-RAD-84-2-3-20-S,2018-06-23
162,21,1,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27
507,64,5,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,10,S,GB-RAD-84-3-1-10-S,2018-06-27
285,36,4,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,20,I,GB-RAD-84-3-1-20-I,2018-06-27
540,68,6,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,20,S,GB-RAD-84-3-1-20-S,2018-06-27
256,32,4,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27
527,66,6,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,S,GB-RAD-84-3-2-10-S,2018-06-27
329,42,2,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,20,I,GB-RAD-84-3-2-20-I,2018-06-27
295,37,3,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,20,S,GB-RAD-84-3-2-20-S,2018-06-27
429,54,6,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,10,I,GB-RAD-84-3-3-10-I,2018-06-27
300,38,3,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,10,S,GB-RAD-84-3-3-10-S,2018-06-27
231,29,3,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27
185,24,1,GB,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27
497,63,5,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,10,I,GB-RAD-CON-1-1-10-I,2018-06-23
74,10,4,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,10,S,GB-RAD-CON-1-1-10-S,2018-06-23
104,13,4,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23
260,33,4,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23
226,29,3,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,I,GB-RAD-CON-1-2-10-I,2018-06-23
142,18,2,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23
52,7,3,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,20,I,GB-RAD-CON-1-2-20-I,2018-06-23
169,22,1,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23
360,45,6,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,3,10,I,GB-RAD-CON-1-3-10-I,2018-06-23
357,45,6,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,3,10,S,GB-RAD-CON-1-3-10-S,2018-06-23
370,47,6,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,3,20,I,GB-RAD-CON-1-3-20-I,2018-06-23
499,63,5,GB,RAD,CON,control,30C,control,22,GB-RAD-CON-1,3,20,S,GB-RAD-CON-1-3-20-S,2018-06-23
313,40,2,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,1,10,I,GB-RAD-CON-2-1-10-I,2018-06-23
30,4,2,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,1,10,S,GB-RAD-CON-2-1-10-S,2018-06-23
452,57,6,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,1,20,I,GB-RAD-CON-2-1-20-I,2018-06-23
475,60,5,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,1,20,S,GB-RAD-CON-2-1-20-S,2018-06-23
477,60,5,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,2,10,I,GB-RAD-CON-2-2-10-I,2018-06-23
273,35,4,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,2,10,S,GB-RAD-CON-2-2-10-S,2018-06-23
22,3,2,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,2,20,I,GB-RAD-CON-2-2-20-I,2018-06-23
431,54,6,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,2,20,S,GB-RAD-CON-2-2-20-S,2018-06-23
301,38,3,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,10,I,GB-RAD-CON-2-3-10-I,2018-06-23
409,52,5,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,10,S,GB-RAD-CON-2-3-10-S,2018-06-23
223,28,3,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,20,I,GB-RAD-CON-2-3-20-I,2018-06-23
219,28,3,GB,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,20,S,GB-RAD-CON-2-3-20-S,2018-06-23
10,2,1,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,10,I,GB-RAD-CON-3-1-10-I,2018-06-24
209,27,2,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,10,S,GB-RAD-CON-3-1-10-S,2018-06-24
521,66,6,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,20,I,GB-RAD-CON-3-1-20-I,2018-06-24
247,31,4,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24
67,9,4,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,10,I,GB-RAD-CON-3-2-10-I,2018-06-24
261,33,4,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,10,S,GB-RAD-CON-3-2-10-S,2018-06-24
390,49,5,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,20,I,GB-RAD-CON-3-2-20-I,2018-06-24
117,15,3,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,20,S,GB-RAD-CON-3-2-20-S,2018-06-24
472,59,6,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,10,I,GB-RAD-CON-3-3-10-I,2018-06-24
225,29,3,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,10,S,GB-RAD-CON-3-3-10-S,2018-06-24
361,46,6,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,20,I,GB-RAD-CON-3-3-20-I,2018-06-23
176,22,1,GB,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24
441,56,6,CP,,0,15,15F,burned,25,MV-00-1,1,10,I,MV-00-1-1-1-10-I,2018-06-08
210,27,2,CP,,0,15,15F,burned,25,MV-00-1,1,10,S,MV-00-1-1-1-10-S,2018-06-08
75,10,4,CP,,0,15,15F,burned,25,MV-00-1,1,20,I,MV-00-1-1-1-20-I,2018-06-08
141,18,2,CP,,0,15,15F,burned,25,MV-00-1,1,20,S,MV-00-1-1-1-20-S,2018-06-08
348,44,1,CP,,0,15,15F,burned,25,MV-00-1,2,10,I,MV-00-1-2-2-10-I,2018-06-08
24,3,2,CP,,0,15,15F,burned,25,MV-00-1,2,10,S,MV-00-1-2-2-10-S,2018-06-08
480,60,5,CP,,0,15,15F,burned,25,MV-00-1,2,20,I,MV-00-1-2-2-20-I,2018-06-08
284,36,4,CP,,0,15,15F,burned,25,MV-00-1,2,20,S,MV-00-1-2-2-20-S,2018-06-08
251,32,4,CP,,0,15,15F,burned,25,MV-00-1,3,10,I,MV-00-1-3-3-10-I,2018-06-08
380,48,5,CP,,0,15,15F,burned,25,MV-00-1,3,10,S,MV-00-1-3-3-10-S,2018-06-08
186,24,1,CP,,0,15,15F,burned,25,MV-00-1,3,20,I,MV-00-1-3-3-20-I,2018-06-08
118,15,3,CP,,0,15,15F,burned,25,MV-00-1,3,20,S,MV-00-1-3-3-20-S,2018-06-08
408,51,5,CP,,0,15,15F,burned,26,MV-00-2,1,10,I,MV-00-2-1-1-10-I,2018-06-08
377,48,5,CP,,0,15,15F,burned,26,MV-00-2,1,10,S,MV-00-2-1-1-10-S,2018-06-08
249,32,4,CP,,0,15,15F,burned,26,MV-00-2,1,20,I,MV-00-2-1-1-20-I,2018-06-08
167,21,1,CP,,0,15,15F,burned,26,MV-00-2,1,20,S,MV-00-2-1-1-20-S,2018-06-08
362,46,6,CP,,0,15,15F,burned,26,MV-00-2,2,10,I,MV-00-2-2-2-10-I,2018-06-08
86,11,4,CP,,0,15,15F,burned,26,MV-00-2,2,10,S,MV-00-2-2-2-10-S,2018-06-08
467,59,6,CP,,0,15,15F,burned,26,MV-00-2,2,20,I,MV-00-2-2-2-20-I,2018-06-08
305,39,3,CP,,0,15,15F,burned,26,MV-00-2,2,20,S,MV-00-2-2-2-20-S,2018-06-08
369,47,6,CP,,0,15,15F,burned,26,MV-00-2,3,10,I,MV-00-2-3-3-10-I,2018-06-08
476,60,5,CP,,0,15,15F,burned,26,MV-00-2,3,10,S,MV-00-2-3-3-10-S,2018-06-08
433,55,6,CP,,0,15,15F,burned,26,MV-00-2,3,20,I,MV-00-2-3-3-20-I,2018-06-08
170,22,1,CP,,0,15,15F,burned,26,MV-00-2,3,20,S,MV-00-2-3-3-20-S,2018-06-08
264,33,4,CP,,0,15,15F,burned,27,MV-00-3,1,10,I,MV-00-3-1-1-10-I,2018-06-08
311,39,3,CP,,0,15,15F,burned,27,MV-00-3,1,10,S,MV-00-3-1-1-10-S,2018-06-08
287,36,4,CP,,0,15,15F,burned,27,MV-00-3,1,20,I,MV-00-3-1-1-20-I,2018-06-08
121,16,3,CP,,0,15,15F,burned,27,MV-00-3,1,20,S,MV-00-3-1-1-20-S,2018-06-08
254,32,4,CP,,0,15,15F,burned,27,MV-00-3,2,10,I,MV-00-3-2-2-10-I,2018-06-08
505,64,5,CP,,0,15,15F,burned,27,MV-00-3,2,10,S,MV-00-3-2-2-10-S,2018-06-08
195,25,2,CP,,0,15,15F,burned,27,MV-00-3,2,20,I,MV-00-3-2-2-20-I,2018-06-08
298,38,3,CP,,0,15,15F,burned,27,MV-00-3,2,20,S,MV-00-3-2-2-20-S,2018-06-08
416,52,5,CP,,0,15,15F,burned,27,MV-00-3,3,10,I,MV-00-3-3-3-10-I,2018-06-08
64,8,3,CP,,0,15,15F,burned,27,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08
481,61,5,CP,,0,15,15F,burned,27,MV-00-3,3,20,I,MV-00-3-3-3-20-I,2018-06-08
523,66,6,CP,,0,15,15F,burned,27,MV-00-3,3,20,S,MV-00-3-3-3-20-S,2018-06-08
37,5,2,CP,,89,30,30F,burned,28,MV-89-1,1,10,I,MV-89-1-1-1-10-I,2018-06-07
71,9,4,CP,,89,30,30F,burned,28,MV-89-1,1,10,S,MV-89-1-1-1-10-S,2018-06-07
61,8,3,CP,,89,30,30F,burned,28,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07
134,17,3,CP,,89,30,30F,burned,28,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07
139,18,2,CP,,89,30,30F,burned,28,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07
56,7,3,CP,,89,30,30F,burned,28,MV-89-1,2,10,S,MV-89-1-2-2-10-S,2018-06-07
302,38,3,CP,,89,30,30F,burned,28,MV-89-1,2,20,I,MV-89-1-2-2-20-I,2018-06-07
378,48,5,CP,,89,30,30F,burned,28,MV-89-1,2,20,S,MV-89-1-2-2-20-S,2018-06-07
9,2,1,CP,,89,30,30F,burned,28,MV-89-1,3,10,I,MV-89-1-3-3-10-I,2018-06-07
173,22,1,CP,,89,30,30F,burned,28,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07
145,19,2,CP,,89,30,30F,burned,28,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07
188,24,1,CP,,89,30,30F,burned,28,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07
274,35,4,CP,,89,30,30F,burned,29,MV-89-2,1,10,I,MV-89-2-1-1-10-I,2018-06-07
211,27,2,CP,,89,30,30F,burned,29,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07
464,58,6,CP,,89,30,30F,burned,29,MV-89-2,1,20,I,MV-89-2-1-1-20-I,2018-06-07
43,6,3,CP,,89,30,30F,burned,29,MV-89-2,1,20,S,MV-89-2-1-1-20-S,2018-06-07
379,48,5,CP,,89,30,30F,burned,29,MV-89-2,2,10,I,MV-89-2-2-2-10-I,2018-06-07
101,13,4,CP,,89,30,30F,burned,29,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07
320,40,2,CP,,89,30,30F,burned,29,MV-89-2,2,20,I,MV-89-2-2-2-20-I,2018-06-07
262,33,4,CP,,89,30,30F,burned,29,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07
312,39,3,CP,,89,30,30F,burned,29,MV-89-2,3,10,I,MV-89-2-3-3-10-I,2018-06-07
19,3,2,CP,,89,30,30F,burned,29,MV-89-2,3,10,S,MV-89-2-3-3-10-S,2018-06-07
208,26,2,CP,,89,30,30F,burned,29,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07
500,63,5,CP,,89,30,30F,burned,29,MV-89-2,3,20,S,MV-89-2-3-3-20-S,2018-06-07
515,65,5,CP,,89,30,30F,burned,30,MV-89-3,1,10,I,MV-89-3-1-1-10-I,2018-06-07
535,67,6,CP,,89,30,30F,burned,30,MV-89-3,1,10,S,MV-89-3-1-1-10-S,2018-06-07
356,45,6,CP,,89,30,30F,burned,30,MV-89-3,1,20,I,MV-89-3-1-1-20-I,2018-06-07
221,28,3,CP,,89,30,30F,burned,30,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07
241,31,4,CP,,89,30,30F,burned,30,MV-89-3,2,10,I,MV-89-3-2-2-10-I,2018-06-07
213,27,2,CP,,89,30,30F,burned,30,MV-89-3,2,10,S,MV-89-3-2-2-10-S,2018-06-07
533,67,6,CP,,89,30,30F,burned,30,MV-89-3,2,20,I,MV-89-3-2-2-20-I,2018-06-07
324,41,2,CP,,89,30,30F,burned,30,MV-89-3,2,20,S,MV-89-3-2-2-20-S,2018-06-07
281,36,4,CP,,89,30,30F,burned,30,MV-89-3,3,10,I,MV-89-3-3-3-10-I,2018-06-07
244,31,4,CP,,89,30,30F,burned,30,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07
206,26,2,CP,,89,30,30F,burned,30,MV-89-3,3,20,I,MV-89-3-3-3-20-I,2018-06-07
401,51,5,CP,,89,30,30F,burned,30,MV-89-3,3,20,S,MV-89-3-3-3-20-S,2018-06-07
306,39,3,CP,,CON,control,con,control,31,MV-CON-1,1,10,I,MV-CON-1-1-1-10-I,2018-06-08
2,1,1,CP,,CON,control,con,control,31,MV-CON-1,1,10,S,MV-CON-1-1-1-10-S,2018-06-08
414,52,5,CP,,CON,control,con,control,31,MV-CON-1,1,20,I,MV-CON-1-1-1-20-I,2018-06-08
125,16,3,CP,,CON,control,con,control,31,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08
443,56,6,CP,,CON,control,con,control,31,MV-CON-1,2,10,I,MV-CON-1-2-2-10-I,2018-06-08
389,49,5,CP,,CON,control,con,control,31,MV-CON-1,2,10,S,MV-CON-1-2-2-10-S,2018-06-08
358,45,6,CP,,CON,control,con,control,31,MV-CON-1,2,20,I,MV-CON-1-2-2-20-I,2018-06-08
519,65,5,CP,,CON,control,con,control,31,MV-CON-1,2,20,S,MV-CON-1-2-2-20-S,2018-06-08
240,30,3,CP,,CON,control,con,control,31,MV-CON-1,3,10,I,MV-CON-1-3-3-10-I,2018-06-08
16,2,1,CP,,CON,control,con,control,31,MV-CON-1,3,10,S,MV-CON-1-3-3-10-S,2018-06-08
138,18,2,CP,,CON,control,con,control,31,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08
413,52,5,CP,,CON,control,con,control,31,MV-CON-1,3,20,S,MV-CON-1-3-3-20-S,2018-06-08
451,57,6,CP,,CON,control,con,control,32,MV-CON-2,1,10,I,MV-CON-2-1-1-10-I,2018-06-07
493,62,5,CP,,CON,control,con,control,32,MV-CON-2,1,10,S,MV-CON-2-1-1-10-S,2018-06-07
88,11,4,CP,,CON,control,con,control,32,MV-CON-2,1,20,I,MV-CON-2-1-1-20-I,2018-06-07
400,50,5,CP,,CON,control,con,control,32,MV-CON-2,1,20,S,MV-CON-2-1-1-20-S,2018-06-07
34,5,2,CP,,CON,control,con,control,32,MV-CON-2,2,10,I,MV-CON-2-2-2-10-I,2018-06-07
224,28,3,CP,,CON,control,con,control,32,MV-CON-2,2,10,S,MV-CON-2-2-2-10-S,2018-06-07
394,50,5,CP,,CON,control,con,control,32,MV-CON-2,2,20,I,MV-CON-2-2-2-20-I,2018-06-07
110,14,4,CP,,CON,control,con,control,32,MV-CON-2,2,20,S,MV-CON-2-2-2-20-S,2018-06-07
21,3,2,CP,,CON,control,con,control,32,MV-CON-2,3,10,I,MV-CON-2-3-3-10-I,2018-06-07
453,57,6,CP,,CON,control,con,control,32,MV-CON-2,3,10,S,MV-CON-2-3-3-10-S,2018-06-07
430,54,6,CP,,CON,control,con,control,32,MV-CON-2,3,20,I,MV-CON-2-3-3-20-I,2018-06-07
351,44,1,CP,,CON,control,con,control,32,MV-CON-2,3,20,S,MV-CON-2-3-3-20-S,2018-06-07
233,30,3,CP,,CON,control,con,control,33,MV-CON-3,1,10,I,MV-CON-3-1-1-10-I,2018-06-07
345,44,1,CP,,CON,control,con,control,33,MV-CON-3,1,10,S,MV-CON-3-1-1-10-S,2018-06-07
308,39,3,CP,,CON,control,con,control,33,MV-CON-3,1,20,I,MV-CON-3-1-1-20-I,2018-06-07
48,6,3,CP,,CON,control,con,control,33,MV-CON-3,1,20,S,MV-CON-3-1-1-20-S,2018-06-07
27,4,2,CP,,CON,control,con,control,33,MV-CON-3,2,10,I,MV-CON-3-2-2-10-I,2018-06-07
201,26,2,CP,,CON,control,con,control,33,MV-CON-3,2,10,S,MV-CON-3-2-2-10-S,2018-06-07
270,34,4,CP,,CON,control,con,control,33,MV-CON-3,2,20,I,MV-CON-3-2-2-20-I,2018-06-07
457,58,6,CP,,CON,control,con,control,33,MV-CON-3,2,20,S,MV-CON-3-2-2-20-S,2018-06-07
246,31,4,CP,,CON,control,con,control,33,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07
93,12,4,CP,,CON,control,con,control,33,MV-CON-3,3,10,S,MV-CON-3-3-3-10-S,2018-06-07
28,4,2,CP,,CON,control,con,control,33,MV-CON-3,3,20,I,MV-CON-3-3-3-20-I,2018-06-07
6,1,1,CP,,CON,control,con,control,33,MV-CON-3,3,20,S,MV-CON-3-3-3-20-S,2018-06-07
512,64,5,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,10,I,SO-GAT-80-1-1-10-I,2018-09-23
196,25,2,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,10,S,SO-GAT-80-1-1-10-S,2018-09-23
200,25,2,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,20,I,SO-GAT-80-1-1-20-I,2018-09-23
79,10,4,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,20,S,SO-GAT-80-1-1-20-S,2018-09-23
248,31,4,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23
89,12,4,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,10,S,SO-GAT-80-1-2-10-S,2018-09-23
522,66,6,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,20,I,SO-GAT-80-1-2-20-I,2018-09-23
135,17,3,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23
130,17,3,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23
193,25,2,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23
366,46,6,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,20,I,SO-GAT-80-1-3-20-I,2018-09-23
31,4,2,SO,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,20,S,SO-GAT-80-1-3-20-S,2018-09-23
70,9,4,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23
354,45,6,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,10,S,SO-GAT-80-2-1-10-S,2018-09-23
77,10,4,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,20,I,SO-GAT-80-2-1-20-I,2018-09-23
407,51,5,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,20,S,SO-GAT-80-2-1-20-S,2018-09-23
26,4,2,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,2,10,I,SO-GAT-80-2-2-10-I,2018-09-23
55,7,3,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,2,10,S,SO-GAT-80-2-2-10-S,2018-09-23
353,45,6,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,2,20,I,SO-GAT-80-2-2-20-I,2018-09-23
470,59,6,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,2,20,S,SO-GAT-80-2-2-20-S,2018-09-23
268,34,4,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23
375,47,6,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,10,S,SO-GAT-80-2-3-10-S,2018-09-23
57,8,3,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,20,I,SO-GAT-80-2-3-20-I,2018-09-23
42,6,3,SO,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,20,S,SO-GAT-80-2-3-20-S,2018-09-23
516,65,5,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,1,10,I,SO-GAT-80-3-1-10-I,2018-09-23
32,4,2,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,1,10,S,SO-GAT-80-3-1-10-S,2018-09-23
191,24,1,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,1,20,I,SO-GAT-80-3-1-20-I,2018-09-23
439,55,6,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,1,20,S,SO-GAT-80-3-1-20-S,2018-09-23
461,58,6,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,10,I,SO-GAT-80-3-2-10-I,2018-09-23
455,57,6,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,10,S,SO-GAT-80-3-2-10-S,2018-09-23
164,21,1,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23
419,53,5,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,20,S,SO-GAT-80-3-2-20-S,2018-09-23
462,58,6,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,3,10,I,SO-GAT-80-3-3-10-I,2018-09-23
