sample,fctngrp,count,tray_num,block_num,desert,fire_name,fire_year,TSF,TSF2,burn,plot_num,fullplot_name,line,location,overstory,unique_ID,date_coll,data_type
243,SH,3,31,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27,seedbank
244,PF,2,31,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07,seedbank
244,PG,15,31,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07,seedbank
245,AG,3,31,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,I,GB-RAD-84-2-3-10-I,2018-06-23,seedbank
246,AF,3,31,4,CP,,CON,control,con,control,3,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07,seedbank
246,PG,2,31,4,CP,,CON,control,con,control,3,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07,seedbank
247,AF,6,31,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24,seedbank
247,AG,5,31,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24,seedbank
248,AF,8,31,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23,seedbank
248,AG,2,31,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23,seedbank
250,PG,2,32,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,I,GB-OW-01-1-1-10-I,2018-06-26,seedbank
251,PF,1,32,4,CP,,0,15,15F,burned,1,MV-00-1,3,10,I,MV-00-1-3-3-10-I,2018-06-08,seedbank
252,AF,1,32,4,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,1,20,I,GB-OW-CON-2-1-20-I,2018-06-25,seedbank
253,AF,16,32,4,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,I,CH-JCB-CON-1-3-10-I,2018-10-21,seedbank
255,AF,1,32,4,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,3,20,S,CH-KNT-CON-3-3-20-S,2018-10-24,seedbank
256,AF,1,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank
256,AG,2,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank
256,PF,2,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank
256,PG,82,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank
257,AF,7,33,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,S,CH-JCB-01-2-3-20-S,2018-10-19,seedbank
258,PG,1,33,4,GB,OW,1,15,15F,burned,2,GB-OW-01-2,1,10,S,GB-OW-01-2-1-10-S,2018-06-26,seedbank
259,AF,1,33,4,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,S,CH-JCB-01-1-2-20-S,2018-10-20,seedbank
260,AF,4,33,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23,seedbank
260,AG,1,33,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23,seedbank
261,PF,1,33,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,2,10,S,GB-RAD-CON-3-2-10-S,2018-06-24,seedbank
262,AF,16,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank
262,AG,3,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank
262,PF,13,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank
262,PG,2,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank
263,AF,1,33,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26,seedbank
263,PG,4,33,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26,seedbank
265,AF,9,34,4,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,1,20,I,CH-KNT-CON-3-1-20-I,2018-10-24,seedbank
266,AF,7,34,4,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,2,10,I,CH-KNT-CON-1-2-10-I,2018-10-24,seedbank
267,AF,7,34,4,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,1,10,I,CH-KNT-CON-1-1-10-I,2018-10-24,seedbank
268,AF,28,34,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23,seedbank
268,AG,3,34,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23,seedbank
270,AF,2,34,4,CP,,CON,control,con,control,3,MV-CON-3,2,20,I,MV-CON-3-2-2-20-I,2018-06-07,seedbank
270,PF,1,34,4,CP,,CON,control,con,control,3,MV-CON-3,2,20,I,MV-CON-3-2-2-20-I,2018-06-07,seedbank
271,AF,7,34,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,S,GB-RAD-84-2-1-20-S,2018-06-23,seedbank
271,AG,15,34,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,S,GB-RAD-84-2-1-20-S,2018-06-23,seedbank
271,PF,5,34,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,S,GB-RAD-84-2-1-20-S,2018-06-23,seedbank
271,PG,3,34,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,S,GB-RAD-84-2-1-20-S,2018-06-23,seedbank
272,AG,39,34,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,20,I,GB-RAD-84-2-2-20-I,2018-06-23,seedbank
273,AF,1,35,4,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,2,10,S,GB-RAD-CON-2-2-10-S,2018-06-23,seedbank
273,PG,2,35,4,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,2,10,S,GB-RAD-CON-2-2-10-S,2018-06-23,seedbank
274,AG,1,35,4,CP,,89,30,30F,burned,2,MV-89-2,1,10,I,MV-89-2-1-1-10-I,2018-06-07,seedbank
274,PF,10,35,4,CP,,89,30,30F,burned,2,MV-89-2,1,10,I,MV-89-2-1-1-10-I,2018-06-07,seedbank
274,PG,6,35,4,CP,,89,30,30F,burned,2,MV-89-2,1,10,I,MV-89-2-1-1-10-I,2018-06-07,seedbank
275,SH,4,35,4,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,3,10,S,SO-GAT-80-3-3-10-S,2018-09-23,seedbank
276,AF,7,35,4,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,3,10,I,CH-KNT-89-1-3-10-I,2018-10-22,seedbank
277,AF,1,35,4,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,1,10,S,CH-KNT-CON-2-1-10-S,2018-10-24,seedbank
278,AF,8,35,4,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,1,20,I,SO-GST-CON-2-1-20-I,2018-09-25,seedbank
278,AG,33,35,4,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,1,20,I,SO-GST-CON-2-1-20-I,2018-09-25,seedbank
278,SH,1,35,4,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,1,20,I,SO-GST-CON-2-1-20-I,2018-09-25,seedbank
279,AF,42,35,4,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,I,SO-GAT-CON-1-2-10-I,2018-09-24,seedbank
279,AG,1,35,4,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,I,SO-GAT-CON-1-2-10-I,2018-09-24,seedbank
279,SH,1,35,4,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,I,SO-GAT-CON-1-2-10-I,2018-09-24,seedbank
280,AF,1,35,4,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,1,10,I,CH-KNT-89-3-1-10-I,2018-10-22,seedbank
280,AG,1,35,4,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,1,10,I,CH-KNT-89-3-1-10-I,2018-10-22,seedbank
281,AF,1,36,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,I,MV-89-3-3-3-10-I,2018-06-07,seedbank
281,PF,1,36,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,I,MV-89-3-3-3-10-I,2018-06-07,seedbank
281,PG,8,36,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,I,MV-89-3-3-3-10-I,2018-06-07,seedbank
282,AF,8,36,4,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,10,S,CH-JCB-01-1-2-10-S,2018-10-20,seedbank
283,AF,15,36,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,2,20,I,CH-JCB-01-2-2-20-I,2018-10-19,seedbank
284,PF,2,36,4,CP,,0,15,15F,burned,1,MV-00-1,2,20,S,MV-00-1-2-2-20-S,2018-06-08,seedbank
285,AF,4,36,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,20,I,GB-RAD-84-3-1-20-I,2018-06-27,seedbank
285,AG,3,36,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,20,I,GB-RAD-84-3-1-20-I,2018-06-27,seedbank
285,PF,1,36,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,20,I,GB-RAD-84-3-1-20-I,2018-06-27,seedbank
285,PG,1,36,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,20,I,GB-RAD-84-3-1-20-I,2018-06-27,seedbank
286,AG,26,36,4,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,3,20,I,SO-GST-CON-1-3-20-I,2018-09-25,seedbank
287,PG,3,36,4,CP,,0,15,15F,burned,3,MV-00-3,1,20,I,MV-00-3-1-1-20-I,2018-06-08,seedbank
288,AF,7,36,4,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,20,I,CH-JCB-CON-1-3-20-I,2018-10-21,seedbank
289,PG,2,37,3,GB,OW,1,15,15F,burned,3,GB-OW-01-3,1,10,I,GB-OW-01-3-1-10-I,2018-06-26,seedbank
290,AF,3,37,3,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,20,I,SO-GAT-CON-1-3-20-I,2018-09-24,seedbank
291,AF,1,37,3,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,2,10,I,CH-KNT-CON-3-2-10-I,2018-10-24,seedbank
292,AF,1,37,3,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,3,10,I,CH-KNT-CON-3-3-10-I,2018-10-24,seedbank
293,PG,3,37,3,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,3,10,I,GB-OW-CON-3-3-10-I,2018-06-25,seedbank
294,AF,25,37,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,10,S,SO-GST-CON-2-2-10-S,2018-09-25,seedbank
294,AG,21,37,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,10,S,SO-GST-CON-2-2-10-S,2018-09-25,seedbank
295,AF,7,37,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,S,GB-RAD-84-3-2-20-S,2018-06-27,seedbank
295,AG,4,37,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,S,GB-RAD-84-3-2-20-S,2018-06-27,seedbank
295,PG,2,37,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,S,GB-RAD-84-3-2-20-S,2018-06-27,seedbank
296,SH,3,37,3,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,3,20,S,SO-GAT-CON-2-3-20-S,2018-09-24,seedbank
297,AF,1,38,3,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,3,10,S,GB-OW-CON-2-3-10-S,2018-06-25,seedbank
297,AG,1,38,3,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,3,10,S,GB-OW-CON-2-3-10-S,2018-06-25,seedbank
298,AF,1,38,3,CP,,0,15,15F,burned,3,MV-00-3,2,20,S,MV-00-3-2-2-20-S,2018-06-08,seedbank
298,PG,1,38,3,CP,,0,15,15F,burned,3,MV-00-3,2,20,S,MV-00-3-2-2-20-S,2018-06-08,seedbank
299,AF,5,38,3,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,S,SO-GAT-CON-3-2-10-S,2018-09-24,seedbank
299,SH,2,38,3,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,S,SO-GAT-CON-3-2-10-S,2018-09-24,seedbank
300,AF,8,38,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,10,S,GB-RAD-84-3-3-10-S,2018-06-27,seedbank
300,AG,1,38,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,10,S,GB-RAD-84-3-3-10-S,2018-06-27,seedbank
300,PF,2,38,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,10,S,GB-RAD-84-3-3-10-S,2018-06-27,seedbank
300,PG,3,38,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,10,S,GB-RAD-84-3-3-10-S,2018-06-27,seedbank
301,AG,1,38,3,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,3,10,I,GB-RAD-CON-2-3-10-I,2018-06-23,seedbank
302,AF,1,38,3,CP,,89,30,30F,burned,1,MV-89-1,2,20,I,MV-89-1-2-2-20-I,2018-06-07,seedbank
302,PF,6,38,3,CP,,89,30,30F,burned,1,MV-89-1,2,20,I,MV-89-1-2-2-20-I,2018-06-07,seedbank
302,PG,11,38,3,CP,,89,30,30F,burned,1,MV-89-1,2,20,I,MV-89-1-2-2-20-I,2018-06-07,seedbank
303,PG,3,38,3,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,3,10,S,GB-OW-CON-3-3-10-S,2018-06-25,seedbank
304,AF,14,38,3,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,1,20,I,CH-KNT-CON-2-1-20-I,2018-10-24,seedbank
305,AF,1,39,3,CP,,0,15,15F,burned,2,MV-00-2,2,20,S,MV-00-2-2-2-20-S,2018-06-08,seedbank
305,PG,2,39,3,CP,,0,15,15F,burned,2,MV-00-2,2,20,S,MV-00-2-2-2-20-S,2018-06-08,seedbank
306,AF,3,39,3,CP,,CON,control,con,control,1,MV-CON-1,1,10,I,MV-CON-1-1-1-10-I,2018-06-08,seedbank
306,PF,1,39,3,CP,,CON,control,con,control,1,MV-CON-1,1,10,I,MV-CON-1-1-1-10-I,2018-06-08,seedbank
306,PG,7,39,3,CP,,CON,control,con,control,1,MV-CON-1,1,10,I,MV-CON-1-1-1-10-I,2018-06-08,seedbank
308,AF,1,39,3,CP,,CON,control,con,control,3,MV-CON-3,1,20,I,MV-CON-3-1-1-20-I,2018-06-07,seedbank
308,PF,2,39,3,CP,,CON,control,con,control,3,MV-CON-3,1,20,I,MV-CON-3-1-1-20-I,2018-06-07,seedbank
309,AF,3,39,3,CH,JCB,CON,control,15C,control,2,CH-JCB-CON-2,3,20,I,CH-JCB-CON-2-3-20-I,2018-10-21,seedbank
310,AF,1,39,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,10,S,SO-GST-05-2-3-10-S,2018-09-27,seedbank
310,AG,5,39,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,10,S,SO-GST-05-2-3-10-S,2018-09-27,seedbank
310,SH,2,39,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,10,S,SO-GST-05-2-3-10-S,2018-09-27,seedbank
311,AG,1,39,3,CP,,0,15,15F,burned,3,MV-00-3,1,10,S,MV-00-3-1-1-10-S,2018-06-08,seedbank
311,PF,1,39,3,CP,,0,15,15F,burned,3,MV-00-3,1,10,S,MV-00-3-1-1-10-S,2018-06-08,seedbank
312,AF,1,39,3,CP,,89,30,30F,burned,2,MV-89-2,3,10,I,MV-89-2-3-3-10-I,2018-06-07,seedbank
312,PF,25,39,3,CP,,89,30,30F,burned,2,MV-89-2,3,10,I,MV-89-2-3-3-10-I,2018-06-07,seedbank
312,PG,59,39,3,CP,,89,30,30F,burned,2,MV-89-2,3,10,I,MV-89-2-3-3-10-I,2018-06-07,seedbank
313,AF,1,40,2,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,1,10,I,GB-RAD-CON-2-1-10-I,2018-06-23,seedbank
313,AG,1,40,2,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,1,10,I,GB-RAD-CON-2-1-10-I,2018-06-23,seedbank
313,PG,2,40,2,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,1,10,I,GB-RAD-CON-2-1-10-I,2018-06-23,seedbank
314,AF,42,40,2,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,10,S,CH-JCB-CON-1-2-10-S,2018-10-21,seedbank
315,AF,4,40,2,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,10,S,SO-GST-CON-3-2-10-S,2018-09-26,seedbank
315,AG,2,40,2,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,10,S,SO-GST-CON-3-2-10-S,2018-09-26,seedbank
316,AF,2,40,2,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,2,20,S,GB-RAD-84-1-2-20-S,2018-06-23,seedbank
316,AG,2,40,2,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,2,20,S,GB-RAD-84-1-2-20-S,2018-06-23,seedbank
317,AF,3,40,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,S,SO-GST-CON-1-1-10-S,2018-09-25,seedbank
317,AG,8,40,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,S,SO-GST-CON-1-1-10-S,2018-09-25,seedbank
318,PG,3,40,2,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,3,20,I,GB-OW-CON-2-3-20-I,2018-06-25,seedbank
319,AF,7,40,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,3,20,I,CH-JCB-CON-3-3-20-I,2018-10-21,seedbank
320,PG,3,40,2,CP,,89,30,30F,burned,2,MV-89-2,2,20,I,MV-89-2-2-2-20-I,2018-06-07,seedbank
321,AF,2,41,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,10,S,SO-GST-05-3-1-10-S,2018-09-26,seedbank
321,AG,1,41,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,10,S,SO-GST-05-3-1-10-S,2018-09-26,seedbank
321,SH,1,41,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,10,S,SO-GST-05-3-1-10-S,2018-09-26,seedbank
322,PG,2,41,2,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,20,S,GB-OW-01-1-3-20-S,2018-06-26,seedbank
323,AF,1,41,2,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,1,10,I,GB-OW-CON-3-1-10-I,2018-06-25,seedbank
323,PF,1,41,2,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,1,10,I,GB-OW-CON-3-1-10-I,2018-06-25,seedbank
323,PG,3,41,2,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,1,10,I,GB-OW-CON-3-1-10-I,2018-06-25,seedbank
325,AF,5,41,2,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,10,S,SO-GST-CON-2-3-10-S,2018-09-25,seedbank
325,AG,12,41,2,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,10,S,SO-GST-CON-2-3-10-S,2018-09-25,seedbank
326,AF,8,41,2,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,10,S,CH-JCB-01-2-3-10-S,2018-10-19,seedbank
327,AF,4,41,2,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,3,10,S,CH-KNT-89-3-3-10-S,2018-10-22,seedbank
328,PG,3,41,2,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,20,S,GB-OW-01-2-3-20-S,2018-06-26,seedbank
329,AF,1,42,2,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,I,GB-RAD-84-3-2-20-I,2018-06-27,seedbank
329,PF,1,42,2,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,I,GB-RAD-84-3-2-20-I,2018-06-27,seedbank
329,PG,159,42,2,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,20,I,GB-RAD-84-3-2-20-I,2018-06-27,seedbank
330,AF,3,42,2,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,20,S,CH-KNT-CON-1-3-20-S,2018-10-24,seedbank
331,AF,1,42,2,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,3,10,S,CH-KNT-CON-2-3-10-S,2018-10-24,seedbank
332,PG,1,42,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,1,20,I,GB-OW-01-3-1-20-I,2018-06-26,seedbank
333,AF,4,42,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,20,S,SO-GST-CON-1-1-20-S,2018-09-25,seedbank
333,AG,1,42,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,20,S,SO-GST-CON-1-1-20-S,2018-09-25,seedbank
334,AF,8,42,2,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,20,I,SO-GST-CON-2-3-20-I,2018-09-25,seedbank
334,AG,60,42,2,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,20,I,SO-GST-CON-2-3-20-I,2018-09-25,seedbank
335,AF,6,42,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,10,S,SO-GAT-CON-3-3-10-S,2018-09-24,seedbank
335,AG,2,42,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,10,S,SO-GAT-CON-3-3-10-S,2018-09-24,seedbank
336,AF,6,42,2,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,3,20,I,CH-KNT-CON-2-3-20-I,2018-10-24,seedbank
337,AF,25,43,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,1,20,S,CH-KNT-89-3-1-20-S,2018-10-22,seedbank
337,PG,1,43,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,1,20,S,CH-KNT-89-3-1-20-S,2018-10-22,seedbank
338,AF,1,43,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,10,S,GB-OW-CON-1-3-10-S,2018-06-26,seedbank
338,PG,4,43,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,10,S,GB-OW-CON-1-3-10-S,2018-06-26,seedbank
339,AG,1,43,1,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,10,I,SO-GST-05-2-3-10-I,2018-09-27,seedbank
340,AF,2,43,1,SO,GST,5,15,15F,burned,2,SO-GST-05-2,2,20,I,SO-GST-05-2-2-20-I,2018-09-27,seedbank
341,AF,1,43,1,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,1,20,S,CH-KNT-89-2-1-20-S,2018-10-22,seedbank
342,AF,15,43,1,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,1,20,I,CH-JCB-01-1-1-20-I,2018-10-20,seedbank
343,AF,11,43,1,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,2,10,I,CH-KNT-89-1-2-10-I,2018-10-22,seedbank
344,AF,1,43,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,10,S,GB-OW-01-2-3-10-S,2018-06-26,seedbank
344,AG,1,43,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,10,S,GB-OW-01-2-3-10-S,2018-06-26,seedbank
344,PG,17,43,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,10,S,GB-OW-01-2-3-10-S,2018-06-26,seedbank
344,SH,3,43,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,10,S,GB-OW-01-2-3-10-S,2018-06-26,seedbank
345,AF,1,44,1,CP,,CON,control,con,control,3,MV-CON-3,1,10,S,MV-CON-3-1-1-10-S,2018-06-07,seedbank
346,AF,6,44,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,20,I,SO-GST-05-3-1-20-I,2018-09-26,seedbank
346,AG,3,44,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,20,I,SO-GST-05-3-1-20-I,2018-09-26,seedbank
346,SH,2,44,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,1,20,I,SO-GST-05-3-1-20-I,2018-09-26,seedbank
347,AF,54,44,1,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,10,S,CH-KNT-CON-1-3-10-S,2018-10-24,seedbank
348,AF,1,44,1,CP,,0,15,15F,burned,1,MV-00-1,2,10,I,MV-00-1-2-2-10-I,2018-06-08,seedbank
349,AG,8,44,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,20,S,GB-RAD-84-2-2-20-S,2018-06-23,seedbank
349,PF,3,44,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,20,S,GB-RAD-84-2-2-20-S,2018-06-23,seedbank
350,AF,18,44,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,10,S,SO-GAT-CON-1-3-10-S,2018-09-24,seedbank
350,AG,1,44,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,10,S,SO-GAT-CON-1-3-10-S,2018-09-24,seedbank
350,SH,1,44,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,10,S,SO-GAT-CON-1-3-10-S,2018-09-24,seedbank
352,AF,1,44,1,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,10,I,SO-GST-CON-3-2-10-I,2018-09-26,seedbank
352,AG,1,44,1,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,10,I,SO-GST-CON-3-2-10-I,2018-09-26,seedbank
353,AF,11,45,6,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,2,20,I,SO-GAT-80-2-2-20-I,2018-09-23,seedbank
353,AG,1,45,6,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,2,20,I,SO-GAT-80-2-2-20-I,2018-09-23,seedbank
353,SH,1,45,6,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,2,20,I,SO-GAT-80-2-2-20-I,2018-09-23,seedbank
354,AF,6,45,6,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,1,10,S,SO-GAT-80-2-1-10-S,2018-09-23,seedbank
354,SH,6,45,6,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,1,10,S,SO-GAT-80-2-1-10-S,2018-09-23,seedbank
355,AF,1,45,6,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,20,S,GB-OW-CON-1-2-20-S,2018-06-26,seedbank
355,PG,1,45,6,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,20,S,GB-OW-CON-1-2-20-S,2018-06-26,seedbank
356,PF,4,45,6,CP,,89,30,30F,burned,3,MV-89-3,1,20,I,MV-89-3-1-1-20-I,2018-06-07,seedbank
356,PG,27,45,6,CP,,89,30,30F,burned,3,MV-89-3,1,20,I,MV-89-3-1-1-20-I,2018-06-07,seedbank
