sample,fctngrp,count,tray_num,block_num,desert,fire_name_fg,fire_year_fg,TSF_fg,TSF2_fg,burn_fg,plot_num_fg,fullplot_name_fg,line_fg,location_fg,overstory_fg,unique_ID_fg,date_coll_fg,data_type,fire_name_attr,fire_year_attr,TSF_attr,TSF2_attr,burn_attr,plot_num_attr,fullplot_name_attr,line_attr,location_attr,overstory_attr,unique_ID_attr,date_coll_attr
132,PG,20,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26
133,AF,5,17,3,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,2,10,I,CH-KNT-89-2-2-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,8,CH-KNT-89-2,2,10,I,CH-KNT-89-2-2-10-I,2018-10-22
134,AG,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07
134,PF,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07
134,PG,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07
135,AF,22,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23
135,AG,1,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23
135,SH,2,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23
136,AF,4,17,3,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20,seedbank,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20
136,PG,2,17,3,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20,seedbank,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20
137,AF,4,18,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,2,20,I,CH-JCB-CON-3-2-20-I,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,2,20,I,CH-JCB-CON-3-2-20-I,2018-10-21
138,AF,2,18,2,CP,,CON,control,con,control,1,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08
138,PG,3,18,2,CP,,CON,control,con,control,1,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08
139,AF,2,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07
139,PF,5,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07
139,PG,17,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07
140,AF,6,18,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,2,10,I,CH-JCB-CON-3-2-10-I,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,2,10,I,CH-JCB-CON-3-2-10-I,2018-10-21
141,AG,2,18,2,CP,,0,15,15F,burned,1,MV-00-1,1,20,S,MV-00-1-1-1-20-S,2018-06-08,seedbank,,0,15,15F,burned,25,MV-00-1,1,20,S,MV-00-1-1-1-20-S,2018-06-08
142,AF,1,18,2,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23
142,AG,1,18,2,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23
143,AF,9,18,2,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,I,CH-JCB-01-1-2-20-I,2018-10-20,seedbank,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,I,CH-JCB-01-1-2-20-I,2018-10-20
145,AF,3,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07
145,PF,8,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07
145,PG,7,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07
146,PG,13,19,2,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26
146,SH,1,19,2,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26
147,AF,3,19,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26
147,PG,8,19,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26
148,AF,43,19,2,CH,JCB,CON,control,15C,control,2,CH-JCB-CON-2,2,10,S,CH-JCB-CON-2-2-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,5,CH-JCB-CON-2,2,10,S,CH-JCB-CON-2-2-10-S,2018-10-21
149,AF,2,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26
149,AG,5,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26
149,PG,5,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26
150,AF,7,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24
150,AG,16,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24
150,SH,1,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24
151,AF,17,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27
151,AG,2,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27
151,SH,4,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27
152,AF,5,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26
152,AG,1,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26
152,SH,1,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26
153,AF,1,20,2,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,1,10,I,CH-KNT-89-2-1-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,8,CH-KNT-89-2,1,10,I,CH-KNT-89-2-1-10-I,2018-10-22
155,AF,6,20,2,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,2,10,S,CH-KNT-89-1-2-10-S,2018-10-22,seedbank,KNT,89,30,30F,burned,7,CH-KNT-89-1,2,10,S,CH-KNT-89-1-2-10-S,2018-10-22
156,AF,1,20,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25,seedbank,GST,CON,control,15C,control,43,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25
156,AG,4,20,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25,seedbank,GST,CON,control,15C,control,43,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25
157,AF,6,20,2,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,1,20,S,CH-KNT-CON-3-1-20-S,2018-10-24,seedbank,KNT,CON,control,30C,control,12,CH-KNT-CON-3,1,20,S,CH-KNT-CON-3-1-20-S,2018-10-24
158,PG,5,20,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,20,S,GB-OW-CON-1-1-20-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,1,20,S,GB-OW-CON-1-1-20-S,2018-06-26
159,AF,32,20,2,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21
159,PF,1,20,2,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21
160,PG,4,20,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,10,I,GB-OW-CON-1-3-10-I,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,3,10,I,GB-OW-CON-1-3-10-I,2018-06-26
161,AF,1,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26
161,AG,1,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26
161,PG,6,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26
162,AF,2,21,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27
162,AG,1,21,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27
163,AF,32,21,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24
163,AG,4,21,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24
164,AF,2,21,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23,seedbank,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23
164,AG,1,21,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23,seedbank,GAT,80,30,30F,burned,36,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23
165,AF,15,21,1,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24
165,AG,9,21,1,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24
166,AF,1,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26
166,PG,9,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26
166,SH,1,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26
168,AF,2,21,1,GB,OW,1,15,15F,burned,1,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26
168,PG,6,21,1,GB,OW,1,15,15F,burned,1,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26
169,AF,4,22,1,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23
169,AG,3,22,1,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23
171,AF,9,22,1,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,1,10,S,CH-JCB-CON-3-1-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,1,10,S,CH-JCB-CON-3-1-10-S,2018-10-21
172,AF,1,22,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26
172,PG,3,22,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26
173,AG,1,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07
173,PF,2,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07
173,PG,13,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07
174,AG,1,22,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26
174,SH,2,22,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26
175,AF,7,22,1,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,10,S,CH-JCB-01-3-2-10-S,2018-10-20,seedbank,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,10,S,CH-JCB-01-3-2-10-S,2018-10-20
176,AF,7,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24
176,AG,1,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24
176,PF,1,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24
177,AF,5,23,1,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24,seedbank,KNT,CON,control,30C,control,10,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24
177,AG,1,23,1,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24,seedbank,KNT,CON,control,30C,control,10,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24
178,AF,7,23,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,2,20,I,CH-KNT-89-3-2-20-I,2018-10-22,seedbank,KNT,89,30,30F,burned,9,CH-KNT-89-3,2,20,I,CH-KNT-89-3-2-20-I,2018-10-22
179,AF,3,23,1,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,3,20,I,SO-GST-CON-3-3-20-I,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,3,20,I,SO-GST-CON-3-3-20-I,2018-09-26
181,AF,1,23,1,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,3,20,I,GB-RAD-84-1-3-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,20,I,GB-RAD-84-1-3-20-I,2018-06-23
182,AG,7,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23
182,PF,1,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23
182,PG,1,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23
183,AF,5,23,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,3,20,S,CH-KNT-89-3-3-20-S,2018-10-22,seedbank,KNT,89,30,30F,burned,9,CH-KNT-89-3,3,20,S,CH-KNT-89-3-3-20-S,2018-10-22
184,AF,3,23,1,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,3,20,I,CH-JCB-01-1-3-20-I,2018-10-20,seedbank,JCB,1,15,15F,burned,1,CH-JCB-01-1,3,20,I,CH-JCB-01-1-3-20-I,2018-10-20
185,AF,3,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27
185,AG,1,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27
185,PF,4,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27
185,PG,1,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27
186,AF,1,24,1,CP,,0,15,15F,burned,1,MV-00-1,3,20,I,MV-00-1-3-3-20-I,2018-06-08,seedbank,,0,15,15F,burned,25,MV-00-1,3,20,I,MV-00-1-3-3-20-I,2018-06-08
187,AF,1,24,1,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,1,10,I,SO-GAT-CON-3-1-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,1,10,I,SO-GAT-CON-3-1-10-I,2018-09-24
188,PF,6,24,1,CP,,89,30,30F,burned,1,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07
188,PG,3,24,1,CP,,89,30,30F,burned,1,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07
189,AF,1,24,1,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,10,I,GB-OW-01-3-3-10-I,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,3,10,I,GB-OW-01-3-3-10-I,2018-06-26
190,AG,2,24,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,10,I,SO-GST-05-3-3-10-I,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,3,10,I,SO-GST-05-3-3-10-I,2018-09-26
191,AF,3,24,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,1,20,I,SO-GAT-80-3-1-20-I,2018-09-23,seedbank,GAT,80,30,30F,burned,36,SO-GAT-80-3,1,20,I,SO-GAT-80-3-1-20-I,2018-09-23
192,AF,2,24,1,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25,seedbank,OW,CON,control,15C,control,18,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25
192,PG,7,24,1,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25,seedbank,OW,CON,control,15C,control,18,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25
193,AF,18,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23
193,AG,1,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23
193,SH,1,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23
