sample,fctngrp,count,tray_num,block_num,desert,fire_name_fg,fire_year_fg,TSF_fg,TSF2_fg,burn_fg,plot_num_fg,fullplot_name_fg,line_fg,location_fg,overstory_fg,unique_ID_fg,date_coll_fg,data_type,fire_name_attr,fire_year_attr,TSF_attr,TSF2_attr,burn_attr,plot_num_attr,fullplot_name_attr,line_attr,location_attr,overstory_attr,unique_ID_attr,date_coll_attr
59,AF,7,8,3,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,3,20,S,CH-JCB-CON-3-3-20-S,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,3,20,S,CH-JCB-CON-3-3-20-S,2018-10-21
60,AF,1,8,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27
60,AG,8,8,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27
60,SH,2,8,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27
61,AF,1,8,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07
61,AG,1,8,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07
61,PF,13,8,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,20,I,MV-89-1-1-1-20-I,2018-06-07
62,AF,1,8,3,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,1,20,S,GB-OW-CON-3-1-20-S,2018-06-25,seedbank,OW,CON,control,15C,control,18,GB-OW-CON-3,1,20,S,GB-OW-CON-3-1-20-S,2018-06-25
62,PF,4,8,3,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,1,20,S,GB-OW-CON-3-1-20-S,2018-06-25,seedbank,OW,CON,control,15C,control,18,GB-OW-CON-3,1,20,S,GB-OW-CON-3-1-20-S,2018-06-25
63,AF,22,8,3,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,1,20,I,SO-GAT-CON-2-1-20-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,20,I,SO-GAT-CON-2-1-20-I,2018-09-24
64,AF,1,8,3,CP,,0,15,15F,burned,3,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08,seedbank,,0,15,15F,burned,27,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08
64,PF,1,8,3,CP,,0,15,15F,burned,3,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08,seedbank,,0,15,15F,burned,27,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08
64,PG,1,8,3,CP,,0,15,15F,burned,3,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08,seedbank,,0,15,15F,burned,27,MV-00-3,3,10,S,MV-00-3-3-3-10-S,2018-06-08
65,AF,7,9,4,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,1,20,I,CH-JCB-01-3-1-20-I,2018-10-20,seedbank,JCB,1,15,15F,burned,3,CH-JCB-01-3,1,20,I,CH-JCB-01-3-1-20-I,2018-10-20
66,AF,12,9,4,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,1,10,S,CH-KNT-89-2-1-10-S,2018-10-22,seedbank,KNT,89,30,30F,burned,8,CH-KNT-89-2,1,10,S,CH-KNT-89-2-1-10-S,2018-10-22
67,AF,1,9,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,2,10,I,GB-RAD-CON-3-2-10-I,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,10,I,GB-RAD-CON-3-2-10-I,2018-06-24
67,AG,1,9,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,2,10,I,GB-RAD-CON-3-2-10-I,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,10,I,GB-RAD-CON-3-2-10-I,2018-06-24
68,AF,11,9,4,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,20,I,CH-JCB-CON-1-2-20-I,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,2,20,I,CH-JCB-CON-1-2-20-I,2018-10-21
69,AF,5,9,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23
69,AG,38,9,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23
69,PG,2,9,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,2,10,S,GB-RAD-84-2-2-10-S,2018-06-23
70,AF,3,9,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23
70,AG,1,9,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23
70,SH,1,9,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,35,SO-GAT-80-2,1,10,I,SO-GAT-80-2-1-10-I,2018-09-23
71,AF,1,9,4,CP,,89,30,30F,burned,1,MV-89-1,1,10,S,MV-89-1-1-1-10-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,10,S,MV-89-1-1-1-10-S,2018-06-07
71,PF,5,9,4,CP,,89,30,30F,burned,1,MV-89-1,1,10,S,MV-89-1-1-1-10-S,2018-06-07,seedbank,,89,30,30F,burned,28,MV-89-1,1,10,S,MV-89-1-1-1-10-S,2018-06-07
72,AF,8,9,4,CH,JCB,CON,control,15C,control,2,CH-JCB-CON-2,2,10,I,CH-JCB-CON-2-2-10-I,2018-10-21,seedbank,JCB,CON,control,15C,control,5,CH-JCB-CON-2,2,10,I,CH-JCB-CON-2-2-10-I,2018-10-21
74,AF,2,10,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,10,S,GB-RAD-CON-1-1-10-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,10,S,GB-RAD-CON-1-1-10-S,2018-06-23
76,AF,8,10,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,20,S,SO-GST-05-1-2-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,20,S,SO-GST-05-1-2-20-S,2018-09-27
76,AG,14,10,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,20,S,SO-GST-05-1-2-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,20,S,SO-GST-05-1-2-20-S,2018-09-27
78,AF,2,10,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,10,I,CH-JCB-01-2-3-10-I,2018-10-19,seedbank,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,10,I,CH-JCB-01-2-3-10-I,2018-10-19
79,AF,26,10,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,1,20,S,SO-GAT-80-1-1-20-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,20,S,SO-GAT-80-1-1-20-S,2018-09-23
79,SH,1,10,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,1,20,S,SO-GAT-80-1-1-20-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,20,S,SO-GAT-80-1-1-20-S,2018-09-23
80,AF,6,10,4,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,3,20,S,GB-RAD-84-1-3-20-S,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,20,S,GB-RAD-84-1-3-20-S,2018-06-23
80,AG,2,10,4,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,3,20,S,GB-RAD-84-1-3-20-S,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,3,20,S,GB-RAD-84-1-3-20-S,2018-06-23
81,AF,1,11,4,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,20,I,SO-GAT-CON-1-2-20-I,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,20,I,SO-GAT-CON-1-2-20-I,2018-09-24
82,AF,2,11,4,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,1,10,I,GB-OW-CON-2-1-10-I,2018-06-25,seedbank,OW,CON,control,15C,control,17,GB-OW-CON-2,1,10,I,GB-OW-CON-2-1-10-I,2018-06-25
83,AF,4,11,4,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,2,10,S,CH-KNT-CON-2-2-10-S,2018-10-24,seedbank,KNT,CON,control,30C,control,11,CH-KNT-CON-2,2,10,S,CH-KNT-CON-2-2-10-S,2018-10-24
84,AF,5,11,4,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,3,10,S,CH-JCB-CON-3-3-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,3,10,S,CH-JCB-CON-3-3-10-S,2018-10-21
88,PG,1,11,4,CP,,CON,control,con,control,2,MV-CON-2,1,20,I,MV-CON-2-1-1-20-I,2018-06-07,seedbank,,CON,control,con,control,32,MV-CON-2,1,20,I,MV-CON-2-1-1-20-I,2018-06-07
89,AF,3,12,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,10,S,SO-GAT-80-1-2-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,10,S,SO-GAT-80-1-2-10-S,2018-09-23
90,AF,5,12,4,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,2,20,S,CH-KNT-89-2-2-20-S,2018-10-22,seedbank,KNT,89,30,30F,burned,8,CH-KNT-89-2,2,20,S,CH-KNT-89-2-2-20-S,2018-10-22
91,AF,2,12,4,GB,OW,1,15,15F,burned,3,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26
91,AG,7,12,4,GB,OW,1,15,15F,burned,3,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26
91,PG,15,12,4,GB,OW,1,15,15F,burned,3,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,2,10,S,GB-OW-01-3-2-10-S,2018-06-26
92,AF,3,12,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23
92,AG,21,12,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23
92,PG,4,12,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,1,20,I,GB-RAD-84-2-1-20-I,2018-06-23
93,AF,1,12,4,CP,,CON,control,con,control,3,MV-CON-3,3,10,S,MV-CON-3-3-3-10-S,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,3,10,S,MV-CON-3-3-3-10-S,2018-06-07
94,AF,3,12,4,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,3,20,I,CH-KNT-89-3-3-20-I,2018-10-22,seedbank,KNT,89,30,30F,burned,9,CH-KNT-89-3,3,20,I,CH-KNT-89-3-3-20-I,2018-10-22
95,AF,4,12,4,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,1,10,I,CH-JCB-01-1-1-10-I,2018-10-20,seedbank,JCB,1,15,15F,burned,1,CH-JCB-01-1,1,10,I,CH-JCB-01-1-1-10-I,2018-10-20
96,AF,9,12,4,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,10,I,SO-GST-CON-3-1-10-I,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,1,10,I,SO-GST-CON-3-1-10-I,2018-09-26
96,AG,10,12,4,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,10,I,SO-GST-CON-3-1-10-I,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,1,10,I,SO-GST-CON-3-1-10-I,2018-09-26
98,AG,7,13,4,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,10,S,SO-GST-CON-3-1-10-S,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,1,10,S,SO-GST-CON-3-1-10-S,2018-09-26
100,AF,4,13,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,S,SO-GAT-CON-2-2-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,S,SO-GAT-CON-2-2-10-S,2018-09-24
100,SH,1,13,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,S,SO-GAT-CON-2-2-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,S,SO-GAT-CON-2-2-10-S,2018-09-24
101,AF,3,13,4,CP,,89,30,30F,burned,2,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07
101,AG,1,13,4,CP,,89,30,30F,burned,2,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07
101,PF,1,13,4,CP,,89,30,30F,burned,2,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,10,S,MV-89-2-2-2-10-S,2018-06-07
102,AF,2,13,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27
102,AG,4,13,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27
102,PF,1,13,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27
103,AF,2,13,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24
103,AG,3,13,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24
104,AF,1,13,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23
104,SH,2,13,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23
105,AF,10,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24
105,AG,8,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24
105,SH,2,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24
106,AF,2,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24
106,AG,27,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24
106,SH,1,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24
108,AF,3,14,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,I,CH-JCB-01-2-3-20-I,2018-10-19,seedbank,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,I,CH-JCB-01-2-3-20-I,2018-10-19
109,PG,5,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26
109,SH,4,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26
110,AF,1,14,4,CP,,CON,control,con,control,2,MV-CON-2,2,20,S,MV-CON-2-2-2-20-S,2018-06-07,seedbank,,CON,control,con,control,32,MV-CON-2,2,20,S,MV-CON-2-2-2-20-S,2018-06-07
111,AF,1,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,20,I,GB-OW-CON-1-1-20-I,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,1,20,I,GB-OW-CON-1-1-20-I,2018-06-26
112,AF,103,14,4,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25,seedbank,GST,CON,control,15C,control,43,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25
112,AG,1,14,4,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25,seedbank,GST,CON,control,15C,control,43,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25
114,AF,16,15,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25
114,AG,17,15,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25
115,AF,6,15,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26
115,AG,20,15,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26
116,AF,1,15,3,SO,GST,5,15,15F,burned,1,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27
116,AG,1,15,3,SO,GST,5,15,15F,burned,1,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27
120,AF,10,15,3,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,7,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22
120,AG,1,15,3,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,7,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22
122,AF,25,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,1,10,S,CH-JCB-CON-1-1-10-S,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,1,10,S,CH-JCB-CON-1-1-10-S,2018-10-21
123,AF,29,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21
123,AG,1,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21
124,AF,1,16,3,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,1,20,S,GB-OW-CON-2-1-20-S,2018-06-25,seedbank,OW,CON,control,15C,control,17,GB-OW-CON-2,1,20,S,GB-OW-CON-2-1-20-S,2018-06-25
125,AF,2,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08
125,PF,1,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08
125,PG,1,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08
126,AF,5,16,3,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,3,20,S,CH-KNT-CON-2-3-20-S,2018-10-24,seedbank,KNT,CON,control,30C,control,11,CH-KNT-CON-2,3,20,S,CH-KNT-CON-2-3-20-S,2018-10-24
127,AF,2,16,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25
127,AG,43,16,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25
128,AF,29,16,3,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24
128,SH,5,16,3,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24
129,AF,20,17,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26
129,AG,1,17,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26,seedbank,GST,CON,control,15C,control,45,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26
130,AF,3,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23
130,AG,1,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23
131,PG,1,17,3,GB,OW,1,15,15F,burned,2,GB-OW-01-2,1,20,S,GB-OW-01-2-1-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,1,20,S,GB-OW-01-2-1-20-S,2018-06-26
132,AF,6,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26
132,AG,1,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26
