study,burn,sites,Project_site,Lat.N.,Lon.W.,BS.dens.pre,BS.ba.pre,TA.den.pre,TA.ba.pre,PB.dens.pre,PB.ba.pre,bs.biomass.pre,ta.biomass.pre,pb.biomass.pre,decid.dens.pre,decid.ba.pre,decid.bio.pre,rel.decid.dens.pre,rel.decid.ba.pre,rel.decid.bio.pre,DI.pre,class.pre,BS.dens.post,TA.dens.post,PB.dens.post,decid.dens.post,bs.bio.post,ta.bio.post,pb.bio.post,decid.bio.post,rel.decid.dens.post,rel.decid.bio.post,DI.post,class.post
JFSP,DC,54,DC54,65.91047,-149.78075,2.375,9.546776475,0,0,0,0,2895.639264,0,0,0,0,0,0,0,0,0,Spruce,3.2,0.1,0.3,0.4,5.01,NA,NA,0.1,0.111111111,0.019569472,6.534029137,Spruce
JFSP,DC,55,DC55,65.89614,-149.75351,0.816666667,18.90584279,0.45,12.51060734,0,0,4984.884488,3396.128933,0,0.45,12.51060734,3396.128933,0.355263158,0.398218363,0.405216978,38.0240068,Mixed,2.8,10.4,0.4,10.8,1.36,NA,NA,182.35,0.794117647,0.992597028,89.33573375,Decid
JFSP,DC,56,DC56,65.89577,-149.75385,1.15,15.52705989,0.283333333,6.568808439,0.016666667,0.455661834,4274.458166,1741.559712,347.4944915,0.3,7.024470273,2089.054203,0.206896552,0.311485306,0.328286343,26.75914473,Spruce,2.5,8.1,0.1,8.2,1.24,NA,NA,213.89,0.76635514,0.994236043,88.02955918,Decid
JFSP,DC,57,DC57,65.14189,-147.46556,0.377777778,0.040317106,0.011111111,0,0,0,16.34753474,0,0,0.011111111,0,0,0.028571428,0,0,1.428571414,Spruce,1.5,0,0,0,1.27,NA,NA,0,0,0,0,Spruce
JFSP,DC,87,DC87,65.15116,-147.34464,0.233333333,17.33596276,0,0,0.008333333,2.144202436,4163.83417,0,1224.28285,0.008333333,2.144202436,1224.28285,0.034482757,0.11007106,0.227219054,13.08509055,Spruce,6.6,5.8,46.3,52.1,3.09,NA,NA,132.03,0.887563884,0.977131439,93.23476614,Decid
JFSP,DC,88,DC88,65.15008,-147.34393,0.716666667,2.270978789,0,0,0.016666667,0,702.0443718,0,66.09605813,0.016666667,0,66.09605813,0.022727273,0,0.086046842,5.438705753,Spruce,6.3,1.1,0,1.1,1.29,NA,NA,11.23,0.148648649,0.896964856,52.28067524,Mixed
JFSP,DC,89,DC89,65.15439,-147.3412,1.35,6.276771222,0,0,0.066666667,0.038222711,1881.773079,0,410.0961277,0.066666667,0.038222711,410.0961277,0.047058824,0.006052692,0.178935223,11.29970234,Spruce,2.6,0,0,0,0.1,NA,NA,0,0,0,0,Spruce
JFSP,DC,90,DC90,64.05748,-142.02016,0.666666667,1.585718892,0,0,0,0,501.5843268,0,0,0,0,0,0,0,0,0,Spruce,6.5,0,0.1,0.1,2.86,NA,NA,12.34,0.015151515,0.811842105,41.34968102,Mixed
JFSP,TC,1,TC1,64.04595,-142.05908,0.583333333,0.771980945,0,0,0.025,0.240920887,255.9142985,0,36.48176504,0.025,0.240920887,36.48176504,0.04109589,0.237852158,0.124768318,8.293210422,Spruce,2.6,10.4,2.6,13,2.47,NA,NA,6.92,0.833333333,0.736954207,78.514377,Decid
JFSP,TC,2,TC2,64.03971,-142.05802,0.75,18.41719423,0,0,0,0,4833.187524,0,0,0,0,0,0,0,0,0,Spruce,1.1,0,0,0,3.04,NA,NA,0,0,0,0,Spruce
JFSP,TC,3,TC3,64.01855,-142.08482,0.6,2.316662783,0,0,0,0,704.9349614,0,0,0,0,0,0,0,0,0,Spruce,0.4,18.6,2.4,21,7.15,NA,NA,6.76,0.981308411,0.485981308,73.36448598,Decid
JFSP,TC,4,TC4,64.0205,-142.08616,1.55,9.53636995,0,0,0,0,2795.645712,0,0,0,0,0,0,0,0,0,Spruce,2.6,0,0.1,0.1,0.27,NA,NA,0.15,0.037037037,0.357142857,19.70899471,Spruce
JFSP,TC,5,TC5,63.98123,-142.15653,0.983333333,13.51578609,0,0,0,0,3715.465386,0,0,0,0,0,0,0,0,0,Spruce,0.4,1.3,0,1.3,7.33,NA,NA,113.73,0.764705882,0.939451512,85.2078697,Decid
JFSP,TC,6,TC6,63.97744,-142.16343,0.516666667,3.160704009,0,0,0,0,927.0029378,0,0,0,0,0,0,0,0,0,Spruce,7.4,0,0,0,1.03,NA,NA,0,0,0,0,Spruce
JFSP,TC,7,TC7,63.96044,-142.16955,1.6,6.447988022,0,0,0,0,1955.343386,0,0,0,0,0,0,0,0,0,Spruce,0.9,0,0.1,0.1,2.08,NA,NA,1.82,0.1,0.466666667,28.33333333,Spruce
JFSP,TC,8,TC8,63.85791,-142.23308,0.922222222,10.26035434,0.1,7.007584213,0.011111111,0.031503193,2868.661938,2145.208059,185.6105564,0.111111111,7.039087406,2330.818615,0.107526882,0.406896795,0.448279129,27.79030055,Spruce,2.9,1.3,0,1.3,6.55,NA,NA,198.8,0.30952381,0.968103238,63.88135239,Mixed
JFSP,TC,9,TC9,63.84834,-142.22064,0.483333333,3.733651969,0.683333333,5.557739204,0.05,0.592321115,1074.795947,1285.908,550.0494626,0.733333333,6.150060319,1835.957462,0.602739726,0.622241941,0.630749914,61.674482,Mixed,1.1,5.6,3.6,9.2,2.48,NA,NA,191.93,0.893203883,0.987243455,94.0223669,Decid
JFSP,TC,10,TC10,63.84807,-142.21893,1.2,3.116721712,0,0,0,0,978.9484834,0,0,0,0,0,0,0,0,0,Spruce,4.9,2.6,1.9,4.5,3.32,NA,NA,11.02,0.478723404,0.768479777,62.36015906,Mixed
JFSP,TC,11,TC11,63.82115,-142.21454,1.133333333,4.676260665,0,0,0,0,1415.398013,0,0,0,0,0,0,0,0,0,Spruce,3.6,5.3,2.1,7.4,1.17,NA,NA,0.81,0.672727273,0.409090909,54.09090909,Mixed
JFSP,TC,12,TC12,63.65835,-142.29001,0.35,4.317071905,0,0,0,0,1197.078793,0,0,0,0,0,0,0,0,0,Spruce,0.7,9.6,5.1,14.7,1.25,NA,NA,24.96,0.954545455,0.952308279,95.34268669,Decid
JFSP,TC,13,TC13,63.63045,-142.3082,0.183333333,4.724366302,0,0,0,0,1235.032956,0,0,0,0,0,0,0,0,0,Spruce,0.1,0.1,0.9,1,0.02,NA,NA,2.13,0.909090909,0.990697674,94.98942918,Decid
JFSP,TC,14,TC14,63.632527,-142.32314,0.116666667,0.273907609,0,0,0,0,86.73106241,0,0,0,0,0,0,0,0,0,Spruce,0.4,0.6,0,0.6,1.07,NA,NA,2.32,0.6,0.684365782,64.21828909,Mixed
JFSP,TC,15,TC15,63.58511,-142.36102,0.683333333,14.85358097,0,0,0,0,3936.211601,0,0,0,0,0,0,0,0,0,Spruce,0.2,0.6,0,0.6,23.02,NA,NA,132.22,0.75,0.851713476,80.0856738,Decid
JFSP,TC,16,TC16,63.5631,-142.37186,0.983333333,19.12038739,0,0,0,0,5112.298066,0,0,0,0,0,0,0,0,0,Spruce,0.4,0.1,0,0.1,7.54,NA,NA,6.73,0.2,0.471618781,33.58093903,Mixed
JFSP,TC,17,TC17,63.56229,-142.37246,2.25,5.963004656,0,0,0,0,1869.931476,0,0,0,0,0,0,0,0,0,Spruce,0.4,0.4,0,0.4,0.16,NA,NA,0.09,0.5,0.36,43,Mixed
JFSP,TC,18,TC18,63.53854,-142.38543,0.4,8.813214591,0,0,0,0,2332.982872,0,0,0,0,0,0,0,0,0,Spruce,0.3,0.1,0,0.1,0.27,NA,NA,1.94,0.25,0.877828054,56.39140271,Mixed
JFSP,TC,19,TC19,63.52626,-142.39379,0.575,18.67716102,0,0,0,0,4792.946435,0,0,0,0,0,0,0,0,0,Spruce,0.1,0,0,0,1.05,NA,NA,0,0,0,0,Spruce
JFSP,TC,20,TC20,63.46036,-142.46834,1.4,8.370860892,0,0,0,0,2459.585429,0,0,0,0,0,0,0,0,0,Spruce,0,0.1,0,0.1,0,NA,NA,16.06,1,1,100,Decid
JFSP,TC,23,TC23,63.46201,-142.47032,0.944444444,17.95908894,0,0,0,0,4810.373788,0,0,0,0,0,0,0,0,0,Spruce,0.4,4.4,0,4.4,1.16,NA,NA,3,0.916666667,0.721153846,81.89102564,Decid
JFSP,TC,24,TC24,63.42012,-142.48093,0.877777778,27.29660044,0,0,0,0,7029.32783,0,0,0,0,0,0,0,0,0,Spruce,0.1,0.1,0.2,0.3,0.6,NA,NA,33.86,0.75,0.982588508,86.62942542,Decid
JFSP,TC,25,TC25,63.52002,-142.38799,1,8.060977683,0,0,0,0,2312.596453,0,0,0,0,0,0,0,0,0,Spruce,2,0,0,0,1.89,NA,NA,0,0,0,0,Spruce
JFSP,TC,26,TC26,63.40473,-142.46973,1.166666667,7.918057034,0,0,0,0,2303.074743,0,0,0,0,0,0,0,0,0,Spruce,0.6,0.1,0,0.1,6.17,NA,NA,7.91,0.142857143,0.561789773,35.23234578,Mixed
JFSP,TC,27,TC27,63.39563,-142.49361,1.344444444,9.860761208,0,0,0,0,2850.389367,0,0,0,0,0,0,0,0,0,Spruce,3.4,0.1,0.1,0.2,1.96,NA,NA,0.06,0.055555556,0.02970297,4.262926293,Spruce
JFSP,TC,28,TC28,63.38705,-142.52443,0.45,16.9330535,0,0,0,0,4294.539613,0,0,0,0,0,0,0,0,0,Spruce,6.3,2.6,1.4,4,2.28,NA,NA,25.35,0.388349515,0.917480999,65.29152567,Mixed
JFSP,TC,29,TC29,65.88308,-149.71782,0.533333333,16.36076004,0,0,0,0,4217.763742,0,0,0,0,0,0,0,0,0,Spruce,7.6,3.1,3.5,6.6,2.92,NA,NA,26.69,0.464788732,0.901384667,68.30866999,Decid
XJW,BF,D1,BFD1,65.18373333,-147.26666,0.525,9.742667867,0,0,0,0,2614.686134,0,0,0,0,0,0,0,0,0,Spruce,8.8,0.1,0.8,0.9,3.907665609,0.410260063,3.574480479,3.984740542,0.092783505,0.504882854,29.88331796,Spruce
XJW,BF,D2,BFD2,65.2715666,-146.707633,0.525,9.48911516,0,0,0,0,2552.016971,0,0,0,0,0,0,0,0,0,Spruce,5.9,0.7,0.5,1.2,3.041859071,2.574467951,1.417645457,3.992113409,0.169014085,0.567547488,36.8280786,Mixed
XJW,BF,D3,BFD3,65.26613333,-146.72455,0.508333333,6.932251439,0,0,0,0,1906.86261,0,0,0,0,0,0,0,0,0,Spruce,7.8,0.7,0.4,1.1,6.793039329,1.041360345,1.297650882,2.339011227,0.123595506,0.256132094,18.98637996,Spruce
XJW,BF,M1,BFM1,65.28825,-146.4298,0.041666667,1.913884425,0,0,0.158333333,7.322070728,477.7148111,0,13412.46911,0.158333333,7.322070728,13412.46911,0.791666665,0.792778939,0.96560774,87.86372027,Decid,0,1.4,2.5,3.9,0,18.33063313,33.82689363,52.15752675,1,1,100,Decid
XJW,BF,M10,BFM10,65.17773,-146.3922,0.033333333,2.579378468,0.000833333,0.035145477,0,0,617.5147245,10.07171124,0,0.000833333,0.035145477,10.07171124,0.024390235,0.0134424,0.016048325,2.021927993,Spruce,0.2,4.2,0.6,4.8,1.129658786,506.8712212,201.1516811,708.0229022,0.96,0.99840703,97.9203515,Decid
XJW,BF,M11,BFM11,65.2782,-146.645683,0.275,5.193445355,0.25,12.80788055,0.033333333,0.92814428,1391.838644,3764.387514,1020.564499,0.283333333,13.73602483,4784.952014,0.507462686,0.725642329,0.774666373,64.10645295,Mixed,0.2,3.3,0.2,3.5,0.830442916,549.9975123,6.509350332,556.5068627,0.945945946,0.998509981,97.22279637,Decid
XJW,BF,M12,BFM12,65.15842,-146.44219,0.2,6.694472145,0.066666667,5.922098502,0.033333333,2.436697802,1713.817548,1869.676776,1965.375922,0.1,8.358796304,3835.052698,0.333333333,0.555281156,0.691141174,51.22372538,Mixed,2.3,5,2.2,7.2,20.91743872,225.8673123,60.07113496,285.9384472,0.757894737,0.931833021,84.48638789,Decid
XJW,BF,M2,BFM2,65.27906666,-146.6081333,0.316666667,11.87345308,0,0,0.066666667,3.776652519,3012.189006,0,4476.213469,0.066666667,3.776652519,4476.213469,0.173913044,0.241318021,0.59775279,38.58329168,Mixed,2.1,0.2,7.2,7.4,0.672423669,0.265014821,14.30334884,14.56836366,0.778947368,0.955879991,86.74136799,Decid
XJW,BF,M3,BFM3,65.24006667,-146.8293333,0.108333333,4.748844545,0,0,0.166666667,4.614672359,1189.775548,0,13382.5962,0.166666667,4.614672359,13382.5962,0.606060607,0.492835374,0.918354022,76.22073145,Decid,1.3,2.1,6.1,8.2,0.380979931,0.454939848,19.27403837,19.72897822,0.863157895,0.98105516,92.21065276,Decid
XJW,BF,M4,BFM4,65.07036,-147.28086,0.075,4.803429717,0.008333333,0.388052143,0.216666667,10.39507194,1167.495944,112.6462072,26854.95214,0.225,10.78312408,26967.59834,0.75,0.691822209,0.958503926,85.42519632,Decid,0.3,1.8,1.8,3.6,0.771618245,177.9731419,282.0273153,460.0004571,0.923076923,0.99832538,96.07011514,Decid
XJW,BF,M5,BFM5,65.08856,-147.23226,0.333333333,11.46988933,0.008333333,0.075660023,0.158333333,9.673618279,2929.867247,17.75782967,9635.461798,0.166666666,9.749278302,9653.219628,0.333333333,0.459456208,0.767158307,55.024582,Mixed,0.6,0.5,3.5,4,5.724676997,1.290000767,33.28108403,34.57108479,0.869565217,0.857933521,86.37493692,Decid
XJW,BF,M6,BFM6,65.14379,-146.49784,0.333333333,12.252015,0.008333333,0.227830917,0.141666667,3.156646118,3113.181003,61.71249142,9297.584861,0.15,3.384477035,9359.297353,0.310344828,0.216447335,0.750395959,53.03703932,Mixed,2.7,0.2,2,2.2,36.73202996,2.478980347,38.87478403,41.35376438,0.448979592,0.529593952,48.92867717,Mixed
XJW,BF,M7,BFM7,65.29406,-146.501316,0.075,4.966857985,0.108333333,9.033911475,0,0,1203.991049,2828.771232,0,0.108333333,9.033911475,2828.771232,0.59090909,0.645243928,0.701447553,64.61783214,Mixed,0,8.2,0,8.2,0,686.0318079,0,686.0318079,1,1,100,Decid
XJW,BF,M8,BFM8,65.28096,-146.74013,0.275,5.89722756,0.25,25.7202845,0,0,1564.464904,8276.688849,0,0.25,25.7202845,8276.688849,0.476190476,0.813482239,0.841028304,65.860939,Mixed,0,6.1,0,6.1,0,663.3500006,0,663.3500006,1,1,100,Decid
XJW,BF,M9,BFM9,65.23803,-146.81425,0.208333333,6.23488332,0.1,4.217457238,0.025,1.001317208,1610.519245,1208.605285,1296.703526,0.125,5.218774446,2505.308812,0.375,0.455642604,0.608701038,49.18505193,Mixed,1.3,3.1,0.3,3.4,0.416262271,4.10772972,0.595972868,4.703702588,0.723404255,0.918698217,82.10512362,Decid
XJW,BF,N1,BFN1,65.15128333,-147.3421166,0.208333333,2.500053254,0,0,0,0,694.7637871,0,0,0,0,0,0,0,0,0,Spruce,0.1,0,0,0,0.007260806,0,0,0,0,0,0,Spruce
XJW,BF,N2,BFN2,65.16571666,-147.2900333,0.001736111,0.020833777,0,0,0,0,5.789698167,0,0,0,0,0,0,0,0,0,Spruce,4.8,0,0,0,1.167137754,0,0,0,0,0,0,Spruce
XJW,BF,N3,BFN3,65.28393333,-146.7349,0.283333333,4.971308575,0,0,0,0,1340.170429,0,0,0,0,0,0,0,0,0,Spruce,0.1,0,0,0,0.011101457,0,0,0,0,0,0,Spruce
XJW,BF,S1,BFS1,65.26211666,-146.7543167,0.441666667,11.0561154,0,0,0,0,2896.977231,0,0,0,0,0,0,0,0,0,Spruce,7.9,0.2,4.2,4.4,14.80577696,1.743113611,29.27546379,31.0185774,0.357723577,0.67690157,51.73125735,Mixed
XJW,BF,S2,BFS2,65.29468333,-146.5243333,0.241666667,10.14060294,0,0,0,0,2549.524384,0,0,0,0,0,0,0,0,0,Spruce,1.3,1.9,0,1.9,0.577268783,10.32657844,0,10.32657844,0.59375,0.947058247,77.04041237,Decid
XJW,BF,S3,BFS3,65.2932666,-146.3917,0.166666667,4.301036692,0,0,0,0,1124.23823,0,0,0,0,0,0,0,0,0,Spruce,5.5,1.6,0.4,2,3.310936049,4.258938027,6.259862924,10.51880095,0.266666667,0.760592985,51.3629826,Mixed
XJW,BF,W1,BFW1,65.22406667,-147.1307167,0.383333333,2.53598522,0,0,0,0,739.1358401,0,0,0,0,0,0,0,0,0,Spruce,3.9,0,0,0,1.248786813,0,0,0,0,0,0,Spruce
XJW,BF,W2,BFW2,65.28941667,-146.4879,0.208333333,2.607325553,0,0,0,0,722.1434807,0,0,0,0,0,0,0,0,0,Spruce,1.2,0,0.2,0.2,0.925483798,0,1.237255883,1.237255883,0.142857143,0.572078042,35.74675926,Mixed
XJW,BF,W3,BFW3,65.15606667,-147.3326833,0.45,3.764478847,0,0,0,0,1076.784083,0,0,0,0,0,0,0,0,0,Spruce,2,0.1,0.1,0.2,1.107654079,0.112720092,0.457221455,0.569941547,0.090909091,0.339737144,21.53231175,Spruce
XJW,DC,D1,DCD1,66.16901667,-150.2023167,0.791666667,5.510418964,0,0,0,0,1599.544744,0,0,0,0,0,0,0,0,0,Spruce,14.4,7.7,1.6,9.3,34.75786797,5.545579123,14.44150652,19.98708564,0.392405063,0.365094576,37.87498198,Mixed
XJW,DC,D2,DCD2,66.13816667,-150.1670333,0.666666667,6.737014546,0,0,0,0,1898.12994,0,0,0,0,0,0,0,0,0,Spruce,8.8,8.1,0.1,8.2,2.353025042,8.038214316,1.105057538,9.143271854,0.482352941,0.795323219,63.88380801,Mixed
XJW,DC,D3,DCD3,65.96183333,-149.9766667,0.816666667,8.626028029,0,0,0.008333333,1.803535983,2421.769114,0,131.1692013,0.008333333,1.803535983,131.1692013,0.01010101,0.172925348,0.051379699,3.074035417,Spruce,6.1,0.1,0.3,0.4,1.631074177,0.205326982,1.025130204,1.230457186,0.061538462,0.429999546,24.57690036,Spruce
XJW,DC,M1,DCM1,66.11036667,-150.1541833,0.083333333,4.412759581,0.125,2.743984833,0,0,1088.985506,722.3542605,0,0.125,2.743984833,722.3542605,0.600000001,0.383412439,0.398795562,49.93977816,Mixed,0.1,2.7,0,2.7,0.330792794,75.71610846,0,75.71610846,0.964285714,0.995650148,97.9967931,Decid
XJW,DC,M10,DCM10,66.0965,-150.12058,1.033333333,11.4814085,0,0,0.225,4.734641928,3210.391114,0,3752.94942,0.225,4.734641928,3752.94942,0.178807947,0.291972571,0.538958191,35.88830692,Mixed,1.4,1.5,1.3,2.8,12.32576894,15.36829853,197.9117273,213.2800258,0.666666667,0.945365903,80.60162847,Decid
XJW,DC,M11,DCM11,65.58354,-150.00049,0.266666667,10.56039826,0,0,0,0,2667.390043,0,0,0,0,0,0,0,0,0,Spruce,2.8,0,0,0,3.772839689,0,0,0,0,0,0,Spruce
XJW,DC,M12,DCM12,65.54693,-149.47666,0.641666667,12.24815346,0.1,5.628752288,0.016666667,3.197225023,3279.690651,1674.722774,516.5606151,0.116666667,8.825977311,2191.283389,0.153846154,0.418806232,0.400528932,27.71875431,Spruce,13,2.2,4.3,6.5,53.97878955,76.21386534,8.542277778,84.75614312,0.333333333,0.610921428,47.21273805,Mixed
XJW,DC,M2,DCM2,66.07668333,-150.16755,0.366666667,6.892850632,0.1,0.288372026,0,0,1847.956851,58.30747668,0,0.1,0.288372026,58.30747668,0.214285714,0.040156397,0.030587299,12.24365065,Spruce,1.8,3.9,0,3.9,1.303523364,305.9247194,0,305.9247194,0.684210526,0.99575715,83.99838381,Decid
XJW,DC,M3,DCM3,65.89646667,-149.7547833,0.575,13.46427706,0.2,69.41492958,0,0,3546.867607,26162.85144,0,0.2,69.41492958,26162.85144,0.258064516,0.837543365,0.880615916,56.93402159,Mixed,8,8.3,7.8,16.1,0.580864471,85.03791853,1.276422355,86.31434089,0.668049793,0.993315345,83.06825688,Decid
XJW,DC,M4,DCM4,65.54447,-149.46967,0.758333333,17.03234092,0.191666667,15.64886206,0,0,4501.780956,4886.654976,0,0.191666667,15.64886206,4886.654976,0.201754386,0.478833722,0.520497238,36.11258124,Mixed,1.5,3.7,0,3.7,4.394053567,414.9292363,0,414.9292363,0.711538462,0.989521084,85.05297727,Decid
XJW,DC,M5,DCM5,66.065,-150.0773,0.141666667,9.440551374,0.183333333,7.255573683,0,0,2287.294782,2062.124636,0,0.183333333,7.255573683,2062.124636,0.564102563,0.434566324,0.474114919,51.91087412,Mixed,0.6,1.1,0.3,1.4,27.29362689,340.2708915,13.17728338,353.4481748,0.7,0.928314604,81.41573019,Decid
XJW,DC,M6,DCM6,66.09015,-150.10638,0.483333333,27.70642556,0,0,0.066666667,2.667277613,6794.178523,0,7277.830185,0.066666667,2.667277613,7277.830185,0.121212122,0.087815358,0.517184884,31.91985027,Spruce,3.4,10.1,0.5,10.6,10.49965781,37.14589473,10.23151639,47.37741112,0.757142857,0.818586912,78.78648845,Decid
XJW,DC,M7,DCM7,66.12109,-150.15542,0.05,5.849056472,0,0,0.05,4.887467321,1354.751697,0,12352.74949,0.05,4.887467321,12352.74949,0.5,0.455218785,0.901167129,70.05835645,Decid,1.2,0,2.6,2.6,10.91344629,0,88.25766518,88.25766518,0.684210526,0.889953373,78.70819498,Decid
XJW,DC,M8,DCM8,66.08195,-150.10324,0.791666667,16.15878181,0,0,0.033333333,1.690045948,4303.704756,0,1115.518129,0.033333333,1.690045948,1115.518129,0.04040404,0.094686664,0.205844667,12.31243534,Spruce,6.5,1.9,3.7,5.6,26.98939477,3.435716008,20.63035766,24.06607366,0.462809917,0.471371126,46.70905219,Mixed
XJW,DC,M9,DCM9,66.08898,-150.10966,1.175,23.31199194,0,0,0.05,1.571712625,6222.991629,0,1619.780138,0.05,1.571712625,1619.780138,0.040816327,0.063162325,0.206531592,12.36739592,Spruce,6.5,5.3,8,13.3,20.49511356,11.06791895,51.18712634,62.25504529,0.671717172,0.752325387,71.20212794,Decid
XJW,DC,N1,DCN1,66.2603166,-150.3361,0.116666667,8.131292636,0,0,0,0,1963.024505,0,0,0,0,0,0,0,0,0,Spruce,2.8,0,0,0,1.061225335,0,0,0,0,0,0,Spruce
XJW,DC,N2,DCN2,66.2118166,-150.2578166,0.55,6.786167381,0,0,0,0,1881.684342,0,0,0,0,0,0,0,0,0,Spruce,12.5,12.5,2.3,14.8,7.422362451,5.00646619,29.74190427,34.74837046,0.542124542,0.823992567,68.30585545,Decid
XJW,DC,N3,DCN3,66.11195,-150.1569333,0.166666667,6.901424561,0.033333333,0.403891006,0,0,1736.979526,98.41957867,0,0.033333333,0.403891006,98.41957867,0.166666665,0.055287277,0.053622985,11.0144825,Spruce,0,1.9,0,1.9,0,121.5011536,0,121.5011536,1,1,100,Decid
XJW,DC,S1,DCS1,66.25559833,-150.321,0.158333333,10.90865689,0,0,0,0,2635.958216,0,0,0,0,0,0,0,0,0,Spruce,3.3,1.6,0,1.6,4.446561063,4.810118039,0,4.810118039,0.326530612,0.519637549,42.30840805,Mixed
XJW,DC,S2,DCS2,66.073,-150.1683666,1.075,12.48180941,0,0,0,0,3477.852621,0,0,0,0,0,0,0,0,0,Spruce,1.6,1.6,0,1.6,1.655487496,15.4441488,0,15.4441488,0.5,0.903185807,70.15929033,Decid
XJW,DC,S3,DCS3,66.07135,-150.1691333,0.558333333,11.98157623,0,0,0,0,3178.392134,0,0,0,0,0,0,0,0,0,Spruce,1.2,8,0.1,8.1,0.116510079,2.840510046,0.060057156,2.900567203,0.870967742,0.961383131,91.61754363,Decid
XJW,DC,W1,DCW1,66.11525,-150.16475,0.466666667,3.171241434,0,0,0,0,922.3052037,0,0,0,0,0,0,0,0,0,Spruce,3.2,1,0,1,2.467956794,0.333676485,0,0.333676485,0.238095238,0.1191007,17.8597969,Spruce
XJW,DC,W2,DCW2,66.17566666,-150.2105,0.375,2.29637333,0,0,0,0,673.4490585,0,0,0,0,0,0,0,0,0,Spruce,2.9,0,0.066666667,0.066666667,1.84290149,0,0.971121525,0.971121525,0.02247191,0.345100776,18.37863429,Spruce
XJW,DC,W3,DCW3,66.10715,-150.1558666,0.266666667,1.356251728,0,0,0,0,403.6953367,0,0,0,0,0,0,0,0,0,Spruce,6.4,1.5,0,1.5,1.556183672,0.884362287,0,0.884362287,0.189873418,0.36236248,27.6117949,Spruce
XJW,RR,N1,RRN1,65.12058,-147.44743,0.258333333,3.111812973,0,0,0,0,864.5099532,0,0,0,0,0,0,0,0,0,Spruce,2,1,4.2,0,1.107654079,2.123695909,2.925663112,5.049359021,0,0.820098794,41.00493972,Mixed
XJW,RR,N2,RRN2,65.11996,-147.446677,0.333333333,4.596346402,0,0,0,0,1263.203107,0,0,0,0,0,0,0,0,0,Spruce,7.1,0.5,1.9,0,3.932171982,1.548408838,2.225025349,3.773434188,0,0.48969985,24.48499252,Spruce
XJW,RR,N3,RRN3,65.11929,-147.44661,0.216666667,10.28845414,0,0,0,0,2561.230342,0,0,0,0,0,0,0,0,0,Spruce,6.5,0.7,1.3,0,7.905394869,3.804528899,0.362800216,4.167329115,0,0.345185488,17.25927438,Spruce
XJW,RR,N4,RRN4,65.11866,-147.44551,0.466666667,4.158552375,0,0,0,0,1183.506092,0,0,0,0,0,0,0,0,0,Spruce,3.2,1.7,2.7,0,19.14276625,10.90749688,8.531131738,19.43862862,0,0.503834262,25.19171311,Spruce
XJW,RR,N5,RRN5,65.11803,-147.44476,0.633333333,9.21991994,0,0,0,0,2522.915585,0,0,0,0,0,0,0,0,0,Spruce,0.1,0.4,1.1,0,0.026738921,7.251156589,3.662925298,10.91408189,0,0.997556041,49.87780203,Mixed
XJW,RR,S1,RRS1,65.11415,-147.43143,0.208333333,10.28845414,0,0,0,0,2553.206673,0,0,0,0,0,0,0,0,0,Spruce,0.9,2.1,2.1,0,0.128162846,5.249680114,6.812667132,12.06234725,0,0.989486671,49.47433354,Mixed
XJW,RR,S2,RRS2,65.11469,-147.43143,0.291666667,12.28866691,0,0,0.05,2.767939477,3088.577395,0,3836.706798,0.05,2.767939477,3836.706798,0.146341463,0.183835547,0.554014347,35.0177905,Mixed,0.3,0.6,0.9,2.817939477,0.327955207,15.01210423,4.021290539,19.03339477,0.90378261,0.983061346,94.34219778,Decid
XJW,RR,S3,RRS3,65.11542,-147.43106,0.341666667,8.596575597,0,0,0.025,3.172157732,2251.597773,0,1063.086807,0.025,3.172157732,1063.086807,0.068181818,0.269541134,0.320720352,19.44510853,Spruce,0.1,0.3,0.4,3.197157732,0.07712365,7.397466048,7.574613602,14.97207965,0.969670847,0.994875234,98.22730406,Decid
XJW,RR,S4,RRS4,65.11598,-147.431,0.241666667,12.52467906,0,0,0.116666667,8.593303105,3096.17694,0,11347.68836,0.116666667,8.593303105,11347.68836,0.325581396,0.406918759,0.785640694,55.56110449,Mixed,1.3,0.4,2.5,8.709969772,2.436393677,5.929196291,2.814382321,8.743578612,0.870129478,0.78207516,82.61023188,Decid
XJW,RR,S5,RRS5,65.11656,-147.43144,0.3,10.95290099,0,0,0,0,2784.579895,0,0,0,0,0,0,0,0,0,Spruce,1.4,3.8,2.5,0,0.374344893,33.1191586,13.06949539,46.18865399,0,0.991960464,49.59802321,Mixed
XJW,TC,D1,TCD1,63.96244,-142.16904,0.408333333,17.95871805,0,0,0,0,4498.188451,0,0,0,0,0,0,0,0,0,Spruce,0.8,0.055555556,0.2,0.255555556,0.579343717,0.065857009,0.89362012,0.959477129,0.242105263,0.623514512,43.28098878,Mixed
XJW,TC,D2,TCD2,63.50164,-142.4129,0.391666667,8.686700037,0,0,0,0,2298.279916,0,0,0,0,0,0,0,0,0,Spruce,0.5,0.5,0,0.5,0.339468826,0.137330807,0,0.137330807,0.5,0.288026243,39.40131214,Mixed
XJW,TC,D3,TCD3,63.4045,-142.47238,0.833333333,34.54868346,0,0,0,0,8694.520513,0,0,0,0,0,0,0,0,0,Spruce,3.5,0.2,0.1,0.3,1.220942793,0.198474428,0.20503927,0.403513698,0.078947368,0.248399203,16.36732857,Spruce
