degree,polynomial,mahler_measure,threading_depth
5,"(-3, -3, -1, 3, 2, 1)",3.1433994068596327,1.1453048279661862
5,"(-3, -3, 0, -3, -3, 1)",3.846379121424752,1.3471322178217973
5,"(-3, -3, 0, -3, -1, 1)",3.958003189753577,1.3757396530803971
5,"(-3, -3, 0, -3, 0, 1)",4.247644132971131,1.4463645075894265
5,"(-3, -3, 0, -3, 1, 1)",4.458149807792621,1.4947338386594122
5,"(-3, -3, 0, -3, 2, 1)",4.628459618736713,1.532224117005427
5,"(-3, -3, 0, -3, 3, 1)",5.160056038112928,1.6409474395339056
5,"(-3, -3, 0, -2, -3, 1)",4.026087803724489,1.3927951361512907
5,"(-3, -3, 0, -2, -2, 1)",3.529171238457464,1.2610630667399103
5,"(-3, -3, 0, -2, 0, 1)",3.846551026374127,1.3471769094922275
5,"(-3, -3, 0, -2, 1, 1)",4.149884881448317,1.4230805944478184
5,"(-3, -3, 0, -2, 2, 1)",4.368519208795797,1.4744240978610976
5,"(-3, -3, 0, -2, 3, 1)",4.544606815316159,1.5139412146059255
5,"(-3, -3, 0, -1, -3, 1)",4.334901768396088,1.4666989498595182
5,"(-3, -3, 0, -1, -2, 1)",3.8271229041537946,1.3421133209406393
5,"(-3, -3, 0, -1, -1, 1)",3.2694610353781877,1.184625150339427
5,"(-3, -3, 0, -1, 1, 1)",3.744217871002119,1.3202127489634188
5,"(-3, -3, 0, -1, 2, 1)",4.056677699938662,1.400364338115301
5,"(-3, -3, 0, -1, 3, 1)",4.281766267935829,1.4543656038892308
5,"(-3, -3, 0, 0, -3, 1)",4.6814112683420745,1.5435996175361142
5,"(-3, -3, 0, 0, -2, 1)",4.174643095943756,1.4290288686471866
5,"(-3, -3, 0, 0, -1, 1)",3.604127518672834,1.2820797216597764
5,"(-3, -3, 0, 0, 0, 1)",3.000000000000005,1.0986122886681113
5,"(-3, -3, 0, 0, 2, 1)",3.6529211028297213,1.2955271496685252
5,"(-3, -3, 0, 0, 3, 1)",3.9690636086375233,1.378530200036207
5,"(-3, -3, 0, 1, -3, 1)",5.061823201475873,1.621726734898182
5,"(-3, -3, 0, 1, -2, 1)",4.568641392382269,1.5192158723882025
5,"(-3, -3, 0, 1, -1, 1)",4.006510718180892,1.387920717430436
5,"(-3, -3, 0, 1, 0, 1)",3.348167034717488,1.2084130422780266
5,"(-3, -3, 0, 1, 1, 1)",3.0000000000000018,1.0986122886681102
5,"(-3, -3, 0, 1, 3, 1)",3.573513953187616,1.273549412298122
5,"(-3, -3, 0, 2, -3, 1)",5.46977745252052,1.6992379305094318
5,"(-3, -3, 0, 2, -2, 1)",5.000523286765953,1.609542564311092
5,"(-3, -3, 0, 2, -1, 1)",4.466656029526452,1.4966400368366186
5,"(-3, -3, 0, 2, 0, 1)",3.8357115309356975,1.3443549537074917
5,"(-3, -3, 0, 2, 1, 1)",3.0437894047762293,1.1131032538926764
5,"(-3, -3, 0, 2, 2, 1)",3.000000000000005,1.0986122886681113
5,"(-3, -3, 0, 3, -3, 1)",5.8977021163636865,1.7745628032450678
5,"(-3, -3, 0, 3, -2, 1)",5.458678247898263,1.6972066813114168
5,"(-3, -3, 0, 3, -1, 1)",4.965328872485719,1.6024795334677795
5,"(-3, -3, 0, 3, 0, 1)",4.391968970961915,1.4797776392828912
5,"(-3, -3, 0, 3, 1, 1)",3.6834697300059074,1.3038551693808647
5,"(-3, -3, 0, 3, 3, 1)",3.1476478646487704,1.146655464275731
5,"(-3, -3, 1, -3, -2, 1)",4.2491040508724005,1.44670814915301
5,"(-3, -3, 1, -3, -1, 1)",4.504514213523796,1.5050800525098176
5,"(-3, -3, 1, -3, 0, 1)",4.6964199516855585,1.5468005060583883
5,"(-3, -3, 1, -3, 1, 1)",4.854101966249676,1.5798241137277114
5,"(-3, -3, 1, -3, 2, 1)",4.989705438464222,1.6073768776531752
5,"(-3, -3, 1, -3, 3, 1)",5.10962909661868,1.6311268177493183
5,"(-3, -3, 1, -2, -3, 1)",4.044341680438895,1.3973187883009788
5,"(-3, -3, 1, -2, -1, 1)",4.121210949446106,1.4161470399439542
5,"(-3, -3, 1, -2, 0, 1)",4.3967136956302975,1.480857374508144
5,"(-3, -3, 1, -2, 1, 1)",4.599556369898854,1.5259598575179496
5,"(-3, -3, 1, -2, 2, 1)",4.764611009100682,1.5612158987477556
5,"(-3, -3, 1, -2, 3, 1)",4.9057089695453175,1.5903996227447401
5,"(-3, -3, 1, -1, -3, 1)",4.330309729010263,1.4656390704054345
5,"(-3, -3, 1, -1, -2, 1)",3.838545902928457,1.3450936237732443
5,"(-3, -3, 1, -1, 0, 1)",3.996609714786797,1.3854464304249452
5,"(-3, -3, 1, -1, 1, 1)",4.290819591590456,1.4564777616835556
5,"(-3, -3, 1, -1, 2, 1)",4.5039456655635774,1.504953827168615
5,"(-3, -3, 1, -1, 3, 1)",4.676006638670785,1.5424444633416594
5,"(-3, -3, 1, 0, -3, 1)",4.649113735637026,1.5366766069471665
5,"(-3, -3, 1, 0, -2, 1)",4.154917343472869,1.424292534841877
5,"(-3, -3, 1, 0, -1, 1)",3.6060972854560074,1.282626103190363
5,"(-3, -3, 1, 0, 1, 1)",3.87834548470093,1.3554086412228605
5,"(-3, -3, 1, 0, 2, 1)",4.188120382658539,1.4322520372605332
5,"(-3, -3, 1, 0, 3, 1)",4.410339967446806,1.483951776611456
5,"(-3, -3, 1, 1, -3, 1)",4.998494751199574,1.6091368173494391
5,"(-3, -3, 1, 1, -2, 1)",4.511778530832618,1.506691428512489
5,"(-3, -3, 1, 1, -1, 1)",3.963441069305238,1.3771126048371785
5,"(-3, -3, 1, 1, 0, 1)",3.336054484889762,1.2047888167641359
5,"(-3, -3, 1, 1, 2, 1)",3.769473102489005,1.3269352310794988
5,"(-3, -3, 1, 2, -3, 1)",5.374207689055592,1.6816111564609613
5,"(-3, -3, 1, 2, -2, 1)",4.904022067209834,1.590055698462659
5,"(-3, -3, 1, 2, -1, 1)",4.3721425751723935,1.4752531807552085
5,"(-3, -3, 1, 2, 0, 1)",3.752605606004459,1.3224504269687738
5,"(-3, -3, 1, 2, 1, 1)",3.007727908889725,1.1011849461749839
5,"(-3, -3, 1, 2, 3, 1)",3.862284226508852,1.3512587769764013
5,"(-3, -3, 1, 3, -3, 1)",5.770740411506727,1.7528003931726357
5,"(-3, -3, 1, 3, -2, 1)",5.323753915455648,1.6721786777244965
5,"(-3, -3, 1, 3, -1, 1)",4.820739085760162,1.572927253602187
5,"(-3, -3, 1, 3, 0, 1)",4.236162008674892,1.4436576726817723
5,"(-3, -3, 1, 3, 2, 1)",3.1629918892594144,1.1515183800645852
5,"(-3, -3, 2, -3, -3, 1)",4.571183525936328,1.5197721486062552
5,"(-3, -3, 2, -3, -2, 1)",4.7855728569412905,1.5656057370581058
5,"(-3, -3, 2, -3, -1, 1)",4.95451062848404,1.6002983997328104
5,"(-3, -3, 2, -3, 0, 1)",5.0966343092601605,1.6285803825136942
5,"(-3, -3, 2, -3, 1, 1)",5.220639358329748,1.652619876832835
5,"(-3, -3, 2, -3, 2, 1)",5.331400870360328,1.673614031104391
5,"(-3, -3, 2, -3, 3, 1)",5.431968620551539,1.6923016134634832
5,"(-3, -3, 2, -2, -2, 1)",4.439151418404019,1.4904632361969232
5,"(-3, -3, 2, -2, -1, 1)",4.673615301292772,1.541932926630226
5,"(-3, -3, 2, -2, 0, 1)",4.854101966249694,1.579824113727715
5,"(-3, -3, 2, -2, 1, 1)",5.004120083023483,1.6102615897235026
5,"(-3, -3, 2, -2, 2, 1)",5.134026912210622,1.6358903243928689
5,"(-3, -3, 2, -2, 3, 1)",5.249450443519825,1.658123393699673
5,"(-3, -3, 2, -1, -3, 1)",4.329197012569059,1.4653820773732598
5,"(-3, -3, 2, -1, -1, 1)",4.305101024344301,1.4598006043509981
5,"(-3, -3, 2, -1, 0, 1)",4.560971871242351,1.517535730475806
5,"(-3, -3, 2, -1, 1, 1)",4.753336520139175,1.558846796753827
5,"(-3, -3, 2, -1, 2, 1)",4.911367510545091,1.5915524184141847
5,"(-3, -3, 2, -1, 3, 1)",5.047228024492147,1.6188391865420375
5,"(-3, -3, 2, 0, -3, 1)",4.6254272468419275,1.5315687443933839
5,"(-3, -3, 2, 0, -2, 1)",4.142873627383767,1.4213896599469122
5,"(-3, -3, 2, 0, 0, 1)",4.170890139826744,1.4281294758189589
5,"(-3, -3, 2, 0, 1, 1)",4.448603924211593,1.4925903220599273
5,"(-3, -3, 2, 0, 2, 1)",4.652812670863611,1.5374719121903833
5,"(-3, -3, 2, 1, -3, 1)",4.9492617537406804,1.5992384247995766
5,"(-3, -3, 2, 1, -2, 1)",4.470139621850962,1.4974196434510796
5,"(-3, -3, 2, 1, -1, 1)",3.935862740097454,1.370130105639212
5,"(-3, -3, 2, 1, 1, 1)",4.039216038596945,1.3960506232907088
5,"(-3, -3, 2, 1, 3, 1)",4.801307617185527,1.5688883010611723
5,"(-3, -3, 2, 2, -3, 1)",5.297819211839232,1.6672952664169916
5,"(-3, -3, 2, 2, -2, 1)",4.82987344076155,1.5748202645803036
5,"(-3, -3, 2, 2, -1, 1)",4.304262202169298,1.4596057415822687
5,"(-3, -3, 2, 2, 0, 1)",3.7011336008487756,1.3086391513336144
5,"(-3, -3, 2, 2, 2, 1)",4.138022597613341,1.4202180403073144
5,"(-3, -3, 2, 2, 3, 1)",4.681031684105069,1.543518530956652
5,"(-3, -3, 2, 3, -3, 1)",5.667072428115071,1.7346726577860765
5,"(-3, -3, 2, 3, -2, 1)",5.216693237974558,1.6518637218465293
5,"(-3, -3, 2, 3, -1, 1)",4.711024311897565,1.5499053603705961
5,"(-3, -3, 2, 3, 1, 1)",3.6343233383235596,1.2904229418891577
5,"(-3, -3, 2, 3, 3, 1)",4.3919564254513626,1.4797747828126944
5,"(-3, -3, 3, -3, -3, 1)",5.078779376817061,1.6250709525643674
5,"(-3, -3, 3, -3, -2, 1)",5.224459189034028,1.65335128800282
5,"(-3, -3, 3, -3, -1, 1)",5.350244438943456,1.677142249386322
5,"(-3, -3, 3, -3, 0, 1)",5.461849934986194,1.697787548303195
5,"(-3, -3, 3, -3, 1, 1)",5.56272284581413,1.7160877088587236
5,"(-3, -3, 3, -3, 2, 1)",5.655127319531444,1.7325626238206386
5,"(-3, -3, 3, -3, 3, 1)",5.7406423914911064,1.7475711189633916
5,"(-3, -3, 3, -2, -3, 1)",4.774533393733659,1.5632962505681114
5,"(-3, -3, 3, -2, -2, 1)",4.967631351094587,1.6029431371867677
5,"(-3, -3, 3, -2, -1, 1)",5.12386892626479,1.6339098033530486
5,"(-3, -3, 3, -2, 0, 1)",5.257181390528957,1.6595950258128918
5,"(-3, -3, 3, -2, 1, 1)",5.374544084843953,1.6816737489918052
5,"(-3, -3, 3, -2, 2, 1)",5.48002765567269,1.7011101476027903
5,"(-3, -3, 3, -2, 3, 1)",5.576246446722292,1.718515870243778
5,"(-3, -3, 3, -1, -2, 1)",4.642168022501376,1.5351815033413805
5,"(-3, -3, 3, -1, -1, 1)",4.854101966249695,1.5798241137277154
5,"(-3, -3, 3, -1, 0, 1)",5.021730651859381,1.613774625656951
5,"(-3, -3, 3, -1, 1, 1)",5.16299267720947,1.6415163875756598
5,"(-3, -3, 3, -1, 2, 1)",5.286360303772416,1.6651299757533196
5,"(-3, -3, 3, 0, -3, 1)",4.607910138359283,1.5277744219793248
5,"(-3, -3, 3, 0, -1, 1)",4.505759173132416,1.5053563947611828
5,"(-3, -3, 3, 0, 0, 1)",4.738634490962568,1.5557490121279651
5,"(-3, -3, 3, 0, 1, 1)",4.9183831669702505,1.5929798518957776
5,"(-3, -3, 3, 0, 3, 1)",5.496607543823518,1.7041310917188404
5,"(-3, -3, 3, 1, -3, 1)",4.910367118354227,1.5913487085335736
5,"(-3, -3, 3, 1, -2, 1)",4.439129206499482,1.490458232546898
5,"(-3, -3, 3, 1, 0, 1)",4.366302620674741,1.473916568752454
5,"(-3, -3, 3, 1, 2, 1)",5.1068232207678035,1.6305775319827418
5,"(-3, -3, 3, 1, 3, 1)",5.531335946159135,1.710429367942042
5,"(-3, -3, 3, 2, -3, 1)",5.235856850500006,1.6555305081972245
5,"(-3, -3, 3, 2, -2, 1)",4.771896646199559,1.5627438456188014
5,"(-3, -3, 3, 2, -1, 1)",4.254472549355289,1.447970794143115
5,"(-3, -3, 3, 2, 1, 1)",4.497392801740705,1.5034978514813828
5,"(-3, -3, 3, 2, 2, 1)",5.036675334033447,1.6167462084688196
5,"(-3, -3, 3, 2, 3, 1)",5.485221080396604,1.7020573992771024
5,"(-3, -3, 3, 3, -3, 1)",5.58141401846098,1.7194421526170933
5,"(-3, -3, 3, 3, -2, 1)",5.130595543989112,1.6352217428909244
5,"(-3, -3, 3, 3, 0, 1)",4.326132332410817,1.4646739170793721
5,"(-3, -3, 3, 3, 2, 1)",4.789314096747372,1.5663872063359308
5,"(-3, -3, 3, 3, 3, 1)",5.328560866724208,1.6730811954763918
5,"(-3, -2, -3, -3, -3, 1)",3.985180147325977,1.3825825175757285
5,"(-3, -2, -3, -3, -2, 1)",3.7127892013752883,1.3117834004551674
5,"(-3, -2, -3, -3, -1, 1)",3.75410564301468,1.3228500792213853
5,"(-3, -2, -3, -3, 0, 1)",3.941679322140458,1.371606856395758
5,"(-3, -2, -3, -3, 1, 1)",4.238322781151675,1.4441676205021288
5,"(-3, -2, -3, -3, 3, 1)",5.445808724668166,1.6948462714658692
5,"(-3, -2, -3, -2, -3, 1)",3.7883279170119737,1.3319247388981044
5,"(-3, -2, -3, -2, -2, 1)",3.181039997833999,1.1572081866690929
5,"(-3, -2, -3, -2, -1, 1)",3.224172387979172,1.1706762934317656
5,"(-3, -2, -3, -2, 0, 1)",3.4810791978926354,1.2473423600478353
5,"(-3, -2, -3, -2, 1, 1)",3.880897989533425,1.3560665674583359
5,"(-3, -2, -3, -2, 2, 1)",4.314616212034246,1.4620083778298654
5,"(-3, -2, -3, -1, -3, 1)",3.809958843458797,1.3376183868384794
5,"(-3, -2, -3, -1, -2, 1)",3.244162192838121,1.1768571327955877
5,"(-3, -2, -3, -1, -1, 1)",2.999999999999992,1.0986122886681071
5,"(-3, -2, -3, -1, 0, 1)",2.9999999999999964,1.0986122886681084
5,"(-3, -2, -3, -1, 1, 1)",3.556678931741847,1.2688272251143524
5,"(-3, -2, -3, -1, 2, 1)",4.099677536108571,1.410908320887593
5,"(-3, -2, -3, -1, 3, 1)",4.579695596982091,1.5216325323762665
5,"(-3, -2, -3, 0, -3, 1)",4.25801223424349,1.448802439704241
5,"(-3, -2, -3, 0, -2, 1)",3.7151222547345544,1.3124115860359389
5,"(-3, -2, -3, 0, -1, 1)",3.039951193357035,1.1118414604724856
5,"(-3, -2, -3, 0, 0, 1)",2.9999999999999956,1.0986122886681082
5,"(-3, -2, -3, 0, 1, 1)",3.3039169207975383,1.1951087103055251
5,"(-3, -2, -3, 0, 2, 1)",3.97395112399909,1.3797608451106331
5,"(-3, -2, -3, 0, 3, 1)",4.504778760381201,1.5051387800610796
5,"(-3, -2, -3, 1, -3, 1)",4.766846295655284,1.5616849322909192
5,"(-3, -2, -3, 1, -2, 1)",4.289194858740353,1.456099036710788
5,"(-3, -2, -3, 1, -1, 1)",3.7266413202600766,1.315507377674375
5,"(-3, -2, -3, 1, 0, 1)",2.9999999999999996,1.0986122886681096
5,"(-3, -2, -3, 1, 1, 1)",3.310896736156744,1.1972190699654137
5,"(-3, -2, -3, 1, 2, 1)",4.006940155955,1.3880278966672628
5,"(-3, -2, -3, 1, 3, 1)",4.538137267927121,1.512516634451763
5,"(-3, -2, -3, 2, -3, 1)",5.307465070936528,1.6691143334971286
5,"(-3, -2, -3, 2, -2, 1)",4.905603854436671,1.5903781954168104
5,"(-3, -2, -3, 2, -1, 1)",4.477100170046713,1.4989755533767888
5,"(-3, -2, -3, 2, 0, 1)",4.067006073832095,1.4029071203668282
5,"(-3, -2, -3, 2, 1, 1)",3.951830571230283,1.3741789073143496
5,"(-3, -2, -3, 2, 2, 1)",4.291687759701703,1.4566800727515623
5,"(-3, -2, -3, 2, 3, 1)",4.716008095259203,1.5509626992256451
5,"(-3, -2, -3, 3, -3, 1)",5.855193406745696,1.7673290292531627
5,"(-3, -2, -3, 3, -2, 1)",5.517860265642484,1.707990152104116
5,"(-3, -2, -3, 3, -1, 1)",5.18126053143063,1.6450483725036253
5,"(-3, -2, -3, 3, 0, 1)",4.883801837730461,1.585923981660059
5,"(-3, -2, -3, 3, 1, 1)",4.724066457920164,1.5526699663818344
5,"(-3, -2, -3, 3, 2, 1)",4.802078825072906,1.5690489127149203
5,"(-3, -2, -3, 3, 3, 1)",5.0506258805303315,1.619512172346425
5,"(-3, -2, -2, -3, -3, 1)",3.9364566724527448,1.3702809969649552
5,"(-3, -2, -2, -3, -2, 1)",3.491756875129759,1.2504050121657229
5,"(-3, -2, -2, -3, -1, 1)",3.4402736922583195,1.2355510299234425
5,"(-3, -2, -2, -3, 0, 1)",3.53011983209133,1.261331817137109
5,"(-3, -2, -2, -3, 2, 1)",4.557759963189856,1.5168312666877168
5,"(-3, -2, -2, -3, 3, 1)",5.300553686338521,1.6678112842220332
5,"(-3, -2, -2, -2, -3, 1)",3.7331401455680995,1.3172497415712008
5,"(-3, -2, -2, -2, -1, 1)",2.999999999999994,1.0986122886681076
5,"(-3, -2, -2, -2, 0, 1)",3.0654442134377025,1.1201924898614761
5,"(-3, -2, -2, -2, 1, 1)",3.368006903831457,1.214321146209172
5,"(-3, -2, -2, -2, 3, 1)",4.621233905231337,1.5306617484887879
5,"(-3, -2, -2, -1, -3, 1)",3.838326480541781,1.3450364592469175
5,"(-3, -2, -2, -1, -2, 1)",3.310141688806308,1.1969909947587023
5,"(-3, -2, -2, -1, -1, 1)",2.9999999999999942,1.0986122886681078
5,"(-3, -2, -2, -1, 0, 1)",2.999999999999999,1.0986122886681093
5,"(-3, -2, -2, -1, 1, 1)",3.0000000000000027,1.0986122886681107
5,"(-3, -2, -2, -1, 2, 1)",3.492829280726299,1.2507120899455761
5,"(-3, -2, -2, 0, -3, 1)",4.227248023299944,1.4415511958273133
5,"(-3, -2, -2, 0, -2, 1)",3.705781067588799,1.3098940509937171
5,"(-3, -2, -2, 0, -1, 1)",3.090159711662386,1.128222776196078
5,"(-3, -2, -2, 0, 0, 1)",2.9999999999999933,1.0986122886681076
5,"(-3, -2, -2, 0, 1, 1)",2.9999999999999987,1.0986122886681093
5,"(-3, -2, -2, 0, 2, 1)",3.288854583360653,1.1905393532044581
5,"(-3, -2, -2, 0, 3, 1)",3.8360955749677745,1.3444550719787403
5,"(-3, -2, -2, 1, -2, 1)",4.181296000635439,1.4306212464806256
5,"(-3, -2, -2, 1, -1, 1)",3.606334334883814,1.2826918367571736
5,"(-3, -2, -2, 1, 0, 1)",2.999999999999993,1.0986122886681073
5,"(-3, -2, -2, 1, 1, 1)",3.0000000000000124,1.0986122886681138
5,"(-3, -2, -2, 1, 2, 1)",3.188450783175348,1.1595351509241993
5,"(-3, -2, -2, 1, 3, 1)",3.7983411903111026,1.3345644425603786
5,"(-3, -2, -2, 2, -3, 1)",5.144948635372855,1.6380153858295419
5,"(-3, -2, -2, 2, -2, 1)",4.709438464673629,1.5495686789831677
5,"(-3, -2, -2, 2, -1, 1)",4.216685806385761,1.4390494655589348
5,"(-3, -2, -2, 2, 0, 1)",3.639377028759001,1.2918125210561813
5,"(-3, -2, -2, 2, 1, 1)",3.000000000000003,1.0986122886681107
5,"(-3, -2, -2, 2, 2, 1)",3.349236541197432,1.2087324217142252
5,"(-3, -2, -2, 2, 3, 1)",3.901418902389769,1.361340308094325
5,"(-3, -2, -2, 3, -3, 1)",5.64051931228415,1.7299761379172993
5,"(-3, -2, -2, 3, -2, 1)",5.258387114928521,1.659824347585504
5,"(-3, -2, -2, 3, -1, 1)",4.847217273039162,1.57840478215095
5,"(-3, -2, -2, 3, 0, 1)",4.413233451172742,1.4846076296751474
5,"(-3, -2, -2, 3, 1, 1)",4.019963154462208,1.391272737032261
5,"(-3, -2, -2, 3, 2, 1)",3.9302072530230086,1.3686921606288387
5,"(-3, -2, -1, -3, -3, 1)",3.885575813831518,1.3572711874653554
5,"(-3, -2, -1, -3, -2, 1)",3.3082504489835527,1.1964194843873437
5,"(-3, -2, -1, -3, -1, 1)",3.18232427043447,1.1576118324651736
5,"(-3, -2, -1, -3, 1, 1)",3.860652035911506,1.350836090431754
5,"(-3, -2, -1, -3, 2, 1)",4.482363058063734,1.500150375682177
5,"(-3, -2, -1, -3, 3, 1)",5.130485256419929,1.63520024660387
5,"(-3, -2, -1, -2, -3, 1)",3.6750030162914626,1.3015539534240448
5,"(-3, -2, -1, -2, -2, 1)",3.0810370681705224,1.1252662507562174
5,"(-3, -2, -1, -2, -1, 1)",2.999999999999992,1.0986122886681071
5,"(-3, -2, -1, -2, 0, 1)",3.0000000000000084,1.0986122886681124
5,"(-3, -2, -1, -2, 2, 1)",3.7402900656779985,1.319163166086914
5,"(-3, -2, -1, -2, 3, 1)",4.484492279218657,1.5006252849150912
5,"(-3, -2, -1, -1, -3, 1)",3.8647745380112193,1.3519033460587597
5,"(-3, -2, -1, -1, -2, 1)",3.363293882204905,1.2129208158580205
5,"(-3, -2, -1, -1, -1, 1)",3.0000000000000075,1.0986122886681122
5,"(-3, -2, -1, -1, 0, 1)",2.9999999999999987,1.0986122886681093
5,"(-3, -2, -1, -1, 1, 1)",2.9999999999999973,1.098612288668109
5,"(-3, -2, -1, -1, 3, 1)",3.872948554498172,1.3540161173300567
5,"(-3, -2, -1, 0, -3, 1)",4.211952379519564,1.4379262883007808
5,"(-3, -2, -1, 0, -2, 1)",3.7099798805188056,1.3110264535638858
5,"(-3, -2, -1, 0, -1, 1)",3.1354428675111525,1.1427704296616419
5,"(-3, -2, -1, 0, 0, 1)",3.0000000000000013,1.0986122886681102
5,"(-3, -2, -1, 0, 1, 1)",2.999999999999994,1.0986122886681076
5,"(-3, -2, -1, 0, 2, 1)",2.9999999999999925,1.0986122886681071
5,"(-3, -2, -1, 1, -3, 1)",4.603255708103337,1.5267638157803551
5,"(-3, -2, -1, 1, -2, 1)",4.119937617156854,1.4158380217800188
5,"(-3, -2, -1, 1, -1, 1)",3.558666699713027,1.2693859521603315
5,"(-3, -2, -1, 1, 0, 1)",3.000000000000004,1.0986122886681111
5,"(-3, -2, -1, 1, 1, 1)",3.0000000000000067,1.098612288668112
5,"(-3, -2, -1, 1, 2, 1)",2.9999999999999973,1.098612288668109
5,"(-3, -2, -1, 1, 3, 1)",3.1702908284043985,1.153823327657119
5,"(-3, -2, -1, 2, -3, 1)",5.029537878661758,1.615328106861591
5,"(-3, -2, -1, 2, -2, 1)",4.580054257452709,1.5217108446613181
5,"(-3, -2, -1, 2, -1, 1)",4.065195756476241,1.4024618984150043
5,"(-3, -2, -1, 2, 0, 1)",3.443084852517044,1.2363678289894011
5,"(-3, -2, -1, 2, 1, 1)",3.0000000000000013,1.0986122886681102
5,"(-3, -2, -1, 2, 2, 1)",2.999999999999994,1.0986122886681076
5,"(-3, -2, -1, 3, -3, 1)",5.479187595664242,1.7009568410035807
5,"(-3, -2, -1, 3, -2, 1)",5.070674263423181,1.6234737995738484
5,"(-3, -2, -1, 3, -1, 1)",4.616426471997899,1.5296209148856619
5,"(-3, -2, -1, 3, 0, 1)",4.098765876269191,1.4106859226109247
5,"(-3, -2, -1, 3, 1, 1)",3.493945292204853,1.2510315539490002
5,"(-3, -2, -1, 3, 3, 1)",3.5446498285783092,1.2654393761427327
5,"(-3, -2, 0, -3, -3, 1)",3.832270252825003,1.3434573828893095
5,"(-3, -2, 0, -3, -2, 1)",3.1473721283317047,1.146567859687485
5,"(-3, -2, 0, -3, 0, 1)",3.6006662033568464,1.2811188848292374
5,"(-3, -2, 0, -3, 1, 1)",3.8895962449415142,1.3583053591693202
5,"(-3, -2, 0, -3, 2, 1)",4.365052014224793,1.4736301054232699
5,"(-3, -2, 0, -3, 3, 1)",4.937516031114524,1.5968623770299741
5,"(-3, -2, 0, -2, -3, 1)",3.6134702675815626,1.2846686035574866
5,"(-3, -2, 0, -2, -2, 1)",3.147838973936566,1.1467161773842656
5,"(-3, -2, 0, -2, -1, 1)",2.9999999999999876,1.0986122886681056
5,"(-3, -2, 0, -2, 1, 1)",3.5338201839887913,1.262379490879384
5,"(-3, -2, 0, -2, 2, 1)",3.820925683660854,1.3404927188280549
5,"(-3, -2, 0, -2, 3, 1)",4.325481454735064,1.4645234532022287
5,"(-3, -2, 0, -1, -3, 1)",3.8894387835899074,1.3582648756514928
5,"(-3, -2, 0, -1, -2, 1)",3.4083196072681163,1.226219386045248
5,"(-3, -2, 0, -1, -1, 1)",3.0000000000000018,1.0986122886681102
5,"(-3, -2, 0, -1, 0, 1)",2.9999999999999956,1.0986122886681082
5,"(-3, -2, 0, -1, 2, 1)",3.475884432982895,1.2458489597223967
5,"(-3, -2, 0, -1, 3, 1)",3.7577017654507556,1.3238075379301228
5,"(-3, -2, 0, 0, -3, 1)",4.205283155207335,1.4363416289003563
5,"(-3, -2, 0, 0, -2, 1)",3.720062718258486,1.3137405278898362
5,"(-3, -2, 0, 0, -1, 1)",3.17587305537843,1.1555825726170605
5,"(-3, -2, 0, 0, 0, 1)",2.9999999999999982,1.0986122886681091
5,"(-3, -2, 0, 0, 1, 1)",2.999999999999992,1.0986122886681071
5,"(-3, -2, 0, 0, 3, 1)",3.4261689224679572,1.2314427047191043
5,"(-3, -2, 0, 1, -3, 1)",4.559010635774162,1.5171056341468026
5,"(-3, -2, 0, 1, -2, 1)",4.083441401480805,1.4069401136411852
5,"(-3, -2, 0, 1, -1, 1)",3.5404217918508114,1.2642458702881991
5,"(-3, -2, 0, 1, 0, 1)",3.0000000000000053,1.0986122886681116
5,"(-3, -2, 0, 1, 1, 1)",2.9999999999999996,1.0986122886681096
5,"(-3, -2, 0, 1, 2, 1)",2.999999999999991,1.0986122886681067
5,"(-3, -2, 0, 2, -3, 1)",4.945118019036603,1.598400831126907
5,"(-3, -2, 0, 2, -2, 1)",4.491763031503706,1.5022452820349308
5,"(-3, -2, 0, 2, -1, 1)",3.974153871734239,1.3798118629910718
5,"(-3, -2, 0, 2, 0, 1)",3.356977769093376,1.2110410957219868
5,"(-3, -2, 0, 2, 1, 1)",2.9999999999999942,1.0986122886681078
5,"(-3, -2, 0, 2, 3, 1)",3.1639181053457777,1.1518111663042407
5,"(-3, -2, 0, 3, -3, 1)",5.355799321304389,1.6781799591106248
5,"(-3, -2, 0, 3, -2, 1)",4.932969508761338,1.5959411411583726
5,"(-3, -2, 0, 3, -1, 1)",4.457327173140408,1.4945492978532822
5,"(-3, -2, 0, 3, 0, 1)",3.9024982894327853,1.361616935081354
5,"(-3, -2, 0, 3, 2, 1)",3.1726727130310253,1.154574359796284
5,"(-3, -2, 0, 3, 3, 1)",3.3218420978973664,1.2005194778210029
5,"(-3, -2, 1, -3, -3, 1)",3.7762142547598083,1.3287219878705165
5,"(-3, -2, 1, -3, -1, 1)",3.7847645851096954,1.330983688154502
5,"(-3, -2, 1, -3, 0, 1)",4.071099040523095,1.403912997528302
5,"(-3, -2, 1, -3, 1, 1)",4.278851172547101,1.4536845559340639
5,"(-3, -2, 1, -3, 2, 1)",4.446916295813075,1.4922108887323595
5,"(-3, -2, 1, -3, 3, 1)",4.724395471434948,1.5527396102069093
5,"(-3, -2, 1, -2, -3, 1)",3.6551835024869304,1.296146297820246
5,"(-3, -2, 1, -2, -2, 1)",3.204753514651476,1.1646351809101767
5,"(-3, -2, 1, -2, 0, 1)",3.695519267749542,1.3071210770702466
5,"(-3, -2, 1, -2, 1, 1)",3.9888548168209086,1.383504176377471
