degree,polynomial,mahler_measure,threading_depth
3,"(-2, 2, 0, 1)",2.5943130163548447,0.9533217479877835
3,"(-2, 2, 1, 1)",3.0739475361924624,1.1229625780197088
3,"(-2, 2, 2, 1)",3.4798157487551453,1.246979346624691
3,"(-2, 2, 3, 1)",3.8359759190813243,1.3444238793897367
3,"(-2, 3, -1, 1)",2.796321903259441,1.0283049476657393
3,"(-2, 3, 0, 1)",3.355301397608121,1.2105416017413355
3,"(-2, 3, 1, 1)",3.8025887521002564,1.3356820853392175
3,"(-2, 3, 2, 1)",4.184387171407663,1.4313602586687129
3,"(-2, 3, 3, 1)",4.522333393359314,1.509028098108294
3,"(-1, -3, -3, 1)",3.8473221018630737,1.3473773483293843
3,"(-1, -3, -2, 1)",3.0795956234914375,1.1247982972918469
3,"(-1, -3, 0, 1)",2.8793852415718186,1.0575768135749355
3,"(-1, -3, 1, 1)",3.2143197433775397,1.167615746927589
3,"(-1, -3, 2, 1)",3.4908636153610293,1.2501491598607553
3,"(-1, -2, -3, 1)",3.627365084711835,1.2885065127239286
3,"(-1, -2, -2, 1)",2.8311772072083388,1.0406925994403962
3,"(-1, -2, -1, 1)",2.147899035704788,0.7644901716800715
3,"(-1, -2, 1, 1)",2.246979603717468,0.8095869160447131
3,"(-1, -2, 3, 1)",3.4908636153610337,1.2501491598607566
3,"(-1, -1, -3, 1)",3.3829757679062364,1.2187557268720122
3,"(-1, -1, -2, 1)",2.546818276884083,0.9348448455461981
3,"(-1, -1, -1, 1)",1.839286755214161,0.6093778634360061
3,"(-1, -1, 0, 1)",1.3247179572447454,0.2811995743229614
3,"(-1, -1, 2, 1)",2.2469796037174694,0.8095869160447138
3,"(-1, -1, 3, 1)",3.214319743377537,1.167615746927588
3,"(-1, 0, -3, 1)",3.103803402735535,1.1326282635675433
3,"(-1, 0, -2, 1)",2.2055694304005913,0.7909857206389217
3,"(-1, 0, -1, 1)",1.4655712318767682,0.38224508584003575
3,"(-1, 0, 1, 1)",1.3247179572447452,0.2811995743229612
3,"(-1, 0, 3, 1)",2.879385241571814,1.057576813574934
3,"(-1, 1, -3, 1)",2.7692923542386305,1.0185918197779062
3,"(-1, 1, -2, 1)",1.7548776662466943,0.5623991486459246
3,"(-1, 1, 0, 1)",1.4655712318767693,0.3822450858400365
3,"(-1, 1, 1, 1)",1.839286755214162,0.6093778634360068
3,"(-1, 1, 2, 1)",2.1478990357047887,0.7644901716800719
3,"(-1, 2, -3, 1)",2.3247179572447454,0.8435987229688853
3,"(-1, 2, -1, 1)",1.7548776662466945,0.5623991486459247
3,"(-1, 2, 0, 1)",2.20556943040059,0.7909857206389211
3,"(-1, 2, 1, 1)",2.546818276884082,0.9348448455461977
3,"(-1, 2, 2, 1)",2.8311772072083348,1.0406925994403948
3,"(-1, 2, 3, 1)",3.079595623491442,1.1247982972918484
3,"(-1, 3, -2, 1)",2.3247179572447463,0.8435987229688856
3,"(-1, 3, -1, 1)",2.769292354238633,1.0185918197779071
3,"(-1, 3, 0, 1)",3.1038034027355375,1.1326282635675442
3,"(-1, 3, 1, 1)",3.382975767906235,1.2187557268720117
3,"(-1, 3, 2, 1)",3.627365084711837,1.288506512723929
3,"(-1, 3, 3, 1)",3.8473221018630706,1.3473773483293836
3,"(1, -3, -2, 1)",3.4908636153610293,1.2501491598607553
3,"(1, -3, -1, 1)",3.2143197433775397,1.167615746927589
3,"(1, -3, 0, 1)",2.8793852415718186,1.0575768135749355
3,"(1, -3, 2, 1)",3.0795956234914375,1.1247982972918469
3,"(1, -3, 3, 1)",3.8473221018630737,1.3473773483293843
3,"(1, -2, -3, 1)",3.4908636153610337,1.2501491598607566
3,"(1, -2, -1, 1)",2.246979603717468,0.8095869160447131
3,"(1, -2, 1, 1)",2.147899035704788,0.7644901716800715
3,"(1, -2, 2, 1)",2.8311772072083388,1.0406925994403962
3,"(1, -2, 3, 1)",3.627365084711835,1.2885065127239286
3,"(1, -1, -3, 1)",3.214319743377537,1.167615746927588
3,"(1, -1, -2, 1)",2.2469796037174694,0.8095869160447138
3,"(1, -1, 0, 1)",1.3247179572447454,0.2811995743229614
3,"(1, -1, 1, 1)",1.839286755214161,0.6093778634360061
3,"(1, -1, 2, 1)",2.546818276884083,0.9348448455461981
3,"(1, -1, 3, 1)",3.3829757679062364,1.2187557268720122
3,"(1, 0, -3, 1)",2.879385241571814,1.057576813574934
3,"(1, 0, -1, 1)",1.3247179572447452,0.2811995743229612
3,"(1, 0, 1, 1)",1.4655712318767682,0.38224508584003575
3,"(1, 0, 2, 1)",2.2055694304005913,0.7909857206389217
3,"(1, 0, 3, 1)",3.103803402735535,1.1326282635675433
3,"(1, 1, -2, 1)",2.1478990357047887,0.7644901716800719
3,"(1, 1, -1, 1)",1.839286755214162,0.6093778634360068
3,"(1, 1, 0, 1)",1.4655712318767693,0.3822450858400365
3,"(1, 1, 2, 1)",1.7548776662466943,0.5623991486459246
3,"(1, 1, 3, 1)",2.7692923542386305,1.0185918197779062
3,"(1, 2, -3, 1)",3.079595623491442,1.1247982972918484
3,"(1, 2, -2, 1)",2.8311772072083348,1.0406925994403948
3,"(1, 2, -1, 1)",2.546818276884082,0.9348448455461977
3,"(1, 2, 0, 1)",2.20556943040059,0.7909857206389211
3,"(1, 2, 1, 1)",1.7548776662466945,0.5623991486459247
3,"(1, 2, 3, 1)",2.3247179572447454,0.8435987229688853
3,"(1, 3, -3, 1)",3.8473221018630706,1.3473773483293836
3,"(1, 3, -2, 1)",3.627365084711837,1.288506512723929
3,"(1, 3, -1, 1)",3.382975767906235,1.2187557268720117
3,"(1, 3, 0, 1)",3.1038034027355375,1.1326282635675442
3,"(1, 3, 1, 1)",2.769292354238633,1.0185918197779071
3,"(1, 3, 2, 1)",2.3247179572447463,0.8435987229688856
3,"(2, -3, -3, 1)",4.201472338219238,1.4354350205775386
3,"(2, -3, -2, 1)",3.778457118258391,1.3293157565346279
3,"(2, -3, 1, 1)",2.5115471416945345,0.9208989543660779
3,"(2, -3, 2, 1)",3.1527576020103982,1.1482774990825306
3,"(2, -3, 3, 1)",3.900571874911962,1.3611231769786103
3,"(2, -2, -2, 1)",2.9032119259115525,1.0658176847587797
3,"(2, -2, 0, 1)",2.0000000000000004,0.6931471805599455
3,"(2, -2, 1, 1)",2.269530842081144,0.8195731326352808
3,"(2, -2, 2, 1)",2.919639565839419,1.071460172304933
3,"(2, -2, 3, 1)",3.6890953236376625,1.3053812582475295
3,"(2, -1, -3, 1)",3.1149075414767604,1.1361994700900007
3,"(2, -1, -1, 1)",1.9999999999999991,0.6931471805599448
3,"(2, -1, 0, 1)",1.999999999999999,0.6931471805599447
3,"(2, -1, 2, 1)",2.6589670819169937,0.9779377323109885
3,"(2, -1, 3, 1)",3.456678343044114,1.2403081114974517
3,"(2, 0, -2, 1)",2.3829757679062418,0.8683500293306362
3,"(2, 0, 0, 1)",1.9999999999999971,0.6931471805599438
3,"(2, 0, 1, 1)",2.0000000000000036,0.6931471805599471
3,"(2, 0, 2, 1)",2.359304085971776,0.8583666967266904
3,"(2, 0, 3, 1)",3.195823345445646,1.1618447527360984
3,"(2, 1, -2, 1)",2.8751297941627785,1.056097819026022
3,"(2, 1, -1, 1)",2.4675038570565198,0.9032070554677509
3,"(2, 1, 1, 1)",1.9999999999999993,0.693147180559945
3,"(2, 1, 3, 1)",2.8932891963044955,1.0623939851543251
3,"(2, 2, -3, 1)",3.8359759190813243,1.3444238793897367
3,"(2, 2, -2, 1)",3.4798157487551453,1.246979346624691
3,"(2, 2, -1, 1)",3.0739475361924624,1.1229625780197088
3,"(2, 2, 0, 1)",2.5943130163548447,0.9533217479877835
3,"(2, 2, 2, 1)",2.0000000000000004,0.6931471805599455
3,"(2, 2, 3, 1)",2.521379706804569,0.9248062543986383
3,"(2, 3, -3, 1)",4.522333393359314,1.509028098108294
3,"(2, 3, -2, 1)",4.184387171407663,1.4313602586687129
3,"(2, 3, -1, 1)",3.8025887521002564,1.3356820853392175
3,"(2, 3, 0, 1)",3.355301397608121,1.2105416017413355
3,"(2, 3, 1, 1)",2.796321903259441,1.0283049476657393
3,"(3, -3, -3, 1)",4.544606815316147,1.5139412146059226
3,"(3, -3, -2, 1)",3.9428200577958417,1.3718962179920684
3,"(3, -3, 0, 1)",2.999999999999999,1.0986122886681093
3,"(3, -3, 1, 1)",3.000000000000002,1.0986122886681104
3,"(3, -3, 2, 1)",3.2206928199873257,1.169596497899151
3,"(3, -3, 3, 1)",3.9513730355914376,1.3740631224599744
3,"(3, -2, -3, 1)",3.757701765450751,1.3238075379301217
3,"(3, -2, -1, 1)",3.000000000000002,1.0986122886681104
3,"(3, -2, 0, 1)",2.999999999999999,1.0986122886681093
3,"(3, -2, 1, 1)",2.999999999999995,1.098612288668108
3,"(3, -2, 3, 1)",3.7473465403072126,1.32104800027148
3,"(3, -1, -2, 1)",3.000000000000003,1.0986122886681107
3,"(3, -1, -1, 1)",3.0000000000000018,1.0986122886681102
3,"(3, -1, 0, 1)",3.0000000000000018,1.0986122886681102
3,"(3, -1, 1, 1)",2.9999999999999987,1.0986122886681093
3,"(3, -1, 2, 1)",2.999999999999994,1.0986122886681076
3,"(3, -1, 3, 1)",3.5251022548143203,1.259909444301458
3,"(3, 0, -3, 1)",3.4114741278097735,1.2271444934280147
3,"(3, 0, -1, 1)",3.000000000000003,1.0986122886681107
3,"(3, 0, 0, 1)",3.000000000000002,1.0986122886681104
3,"(3, 0, 1, 1)",2.9999999999999996,1.0986122886681096
3,"(3, 0, 2, 1)",2.9999999999999973,1.098612288668109
3,"(3, 0, 3, 1)",3.2790187861665947,1.187544227082633
3,"(3, 1, -3, 1)",3.8996877890059047,1.36089649583005
3,"(3, 1, -2, 1)",3.473402021835862,1.2451345234219904
3,"(3, 1, 0, 1)",2.9999999999999973,1.098612288668109
3,"(3, 1, 1, 1)",2.999999999999997,1.0986122886681087
3,"(3, 1, 2, 1)",3.0000000000000044,1.0986122886681111
3,"(3, 2, -3, 1)",4.466280375989732,1.4965559315615133
3,"(3, 2, -2, 1)",4.0379067804162405,1.3957264340412674
3,"(3, 2, -1, 1)",3.555621809598243,1.268529959239403
3,"(3, 2, 1, 1)",2.999999999999996,1.0986122886681084
3,"(3, 2, 2, 1)",3.0,1.0986122886681098
3,"(3, 2, 3, 1)",2.999999999999996,1.0986122886681084
3,"(3, 3, -3, 1)",5.107243151757947,1.6306597579983295
3,"(3, 3, -2, 1)",4.688950613085435,1.5452088075472763
3,"(3, 3, -1, 1)",4.217358500054537,1.4392089842063978
3,"(3, 3, 0, 1)",3.6686850904777444,1.2998333118933578
3,"(3, 3, 2, 1)",3.000000000000009,1.0986122886681127
3,"(3, 3, 3, 1)",2.999999999999993,1.0986122886681073
5,"(-3, -3, -3, -3, -3, 1)",3.997059520353023,1.3855589708750111
5,"(-3, -3, -3, -3, -2, 1)",3.2957091094916127,1.1926213525370606
5,"(-3, -3, -3, -3, -1, 1)",3.263158896225183,1.1826957127863214
5,"(-3, -3, -3, -3, 0, 1)",3.4637527654050606,1.2423526155794486
5,"(-3, -3, -3, -3, 2, 1)",4.7659094956266745,1.5614883889088926
5,"(-3, -3, -3, -3, 3, 1)",5.624248334485969,1.7270873097365602
5,"(-3, -3, -3, -2, -3, 1)",3.968598527293388,1.3784130165792388
5,"(-3, -3, -3, -2, -2, 1)",3.390538663775088,1.2209888066381873
5,"(-3, -3, -3, -2, -1, 1)",2.999999999999996,1.0986122886681084
5,"(-3, -3, -3, -2, 0, 1)",2.9999999999999973,1.098612288668109
5,"(-3, -3, -3, -2, 1, 1)",3.429793059359741,1.2324999268095866
5,"(-3, -3, -3, -2, 3, 1)",4.914413288420899,1.5921723748401782
5,"(-3, -3, -3, -1, -3, 1)",4.3952672146350125,1.4805283289783366
5,"(-3, -3, -3, -1, -2, 1)",3.818342451534816,1.3398164152401242
5,"(-3, -3, -3, -1, -1, 1)",3.133340797745226,1.1420997828641255
5,"(-3, -3, -3, -1, 0, 1)",2.9999999999999982,1.0986122886681091
5,"(-3, -3, -3, -1, 1, 1)",3.0771458787638633,1.1240025046291342
5,"(-3, -3, -3, -1, 2, 1)",3.684983995201168,1.304266182402877
5,"(-3, -3, -3, 0, -3, 1)",4.883299273362897,1.5858210720326698
5,"(-3, -3, -3, 0, -2, 1)",4.345029703567967,1.4690325949581924
5,"(-3, -3, -3, 0, -1, 1)",3.696506815821153,1.307388269871333
5,"(-3, -3, -3, 0, 0, 1)",3.000000000000008,1.0986122886681124
5,"(-3, -3, -3, 0, 1, 1)",3.0000000000000058,1.0986122886681116
5,"(-3, -3, -3, 0, 2, 1)",3.5511162732905213,1.2672619972408572
5,"(-3, -3, -3, 0, 3, 1)",4.139685272195594,1.4206197637386708
5,"(-3, -3, -3, 1, -3, 1)",5.4112271642066165,1.6884758997063114
5,"(-3, -3, -3, 1, -2, 1)",4.934038568736732,1.5961578350074463
5,"(-3, -3, -3, 1, -1, 1)",4.38510347927909,1.4782132240130024
5,"(-3, -3, -3, 1, 0, 1)",3.7202389155360063,1.3137878908291967
5,"(-3, -3, -3, 1, 1, 1)",3.000000000000003,1.0986122886681107
5,"(-3, -3, -3, 1, 2, 1)",3.6303480602261033,1.289328528039956
5,"(-3, -3, -3, 1, 3, 1)",4.2004055315212705,1.4351810757522887
5,"(-3, -3, -3, 2, -3, 1)",5.956493054693619,1.7844818942520022
5,"(-3, -3, -3, 2, -2, 1)",5.54214271412897,1.7123811974857992
5,"(-3, -3, -3, 2, -1, 1)",5.091702422157091,1.6276122387198042
5,"(-3, -3, -3, 2, 0, 1)",4.6099545059299,1.5282179883980187
5,"(-3, -3, -3, 2, 1, 1)",4.177722381219156,1.4297662131571536
5,"(-3, -3, -3, 2, 2, 1)",4.13550022260835,1.4196082939784649
5,"(-3, -3, -3, 2, 3, 1)",4.462267830551297,1.4956571189851018
5,"(-3, -3, -3, 3, -3, 1)",6.5027619860256065,1.8722270075752767
5,"(-3, -3, -3, 3, -2, 1)",6.142611438308278,1.8152499674233598
5,"(-3, -3, -3, 3, -1, 1)",5.76700437327386,1.7521527729603437
5,"(-3, -3, -3, 3, 0, 1)",5.3889096977220605,1.6843430820327225
5,"(-3, -3, -3, 3, 1, 1)",5.05423033903053,1.6202255835172037
5,"(-3, -3, -3, 3, 2, 1)",4.875823499924664,1.5842890132453862
5,"(-3, -3, -3, 3, 3, 1)",4.941743306253312,1.597718164949377
5,"(-3, -3, -2, -3, -3, 1)",3.948989397123105,1.3734596973485416
5,"(-3, -3, -2, -3, -2, 1)",3.2346524362281555,1.173921483611578
5,"(-3, -3, -2, -3, -1, 1)",3.0347903113499703,1.1101423319598718
5,"(-3, -3, -2, -3, 1, 1)",3.9920767612263166,1.3843115870284546
5,"(-3, -3, -2, -3, 2, 1)",4.741669959974343,1.556389385890478
5,"(-3, -3, -2, -3, 3, 1)",5.491627069366432,1.7032245812604323
5,"(-3, -3, -2, -2, -3, 1)",3.987884865240996,1.3832609813821837
5,"(-3, -3, -2, -2, -2, 1)",3.4447651773837915,1.236855738828549
5,"(-3, -3, -2, -2, -1, 1)",2.999999999999994,1.0986122886681076
5,"(-3, -3, -2, -2, 0, 1)",2.9999999999999876,1.0986122886681056
5,"(-3, -3, -2, -2, 2, 1)",3.9567733947754937,1.3754288938378978
5,"(-3, -3, -2, -2, 3, 1)",4.814462498807681,1.5716244084493964
5,"(-3, -3, -2, -1, -3, 1)",4.362946779776925,1.4731476959870673
5,"(-3, -3, -2, -1, -2, 1)",3.813403362711495,1.3385220614623397
5,"(-3, -3, -2, -1, -1, 1)",3.185736148603604,1.1586833921775799
5,"(-3, -3, -2, -1, 0, 1)",2.999999999999999,1.0986122886681093
5,"(-3, -3, -2, -1, 1, 1)",2.999999999999995,1.098612288668108
5,"(-3, -3, -2, -1, 3, 1)",4.157289967818385,1.424863411943734
5,"(-3, -3, -2, 0, -3, 1)",4.789731316257479,1.5664743172102156
5,"(-3, -3, -2, 0, -2, 1)",4.257895154946661,1.4487749430931376
5,"(-3, -3, -2, 0, -1, 1)",3.6340328263172235,1.2903430030419383
5,"(-3, -3, -2, 0, 0, 1)",2.999999999999993,1.0986122886681073
5,"(-3, -3, -2, 0, 1, 1)",2.999999999999998,1.098612288668109
5,"(-3, -3, -2, 0, 2, 1)",2.999999999999992,1.0986122886681071
5,"(-3, -3, -2, 1, -3, 1)",5.256666401486031,1.659497061860298
5,"(-3, -3, -2, 1, -2, 1)",4.762743903584187,1.560823952492471
5,"(-3, -3, -2, 1, -1, 1)",4.18836006528332,1.4323092647861835
5,"(-3, -3, -2, 1, 0, 1)",3.4757118864813576,1.2457993174550257
5,"(-3, -3, -2, 1, 1, 1)",2.9999999999999996,1.0986122886681096
5,"(-3, -3, -2, 1, 2, 1)",3.0000000000000027,1.0986122886681107
5,"(-3, -3, -2, 1, 3, 1)",3.438895088896297,1.2351502247028308
5,"(-3, -3, -2, 2, -3, 1)",5.748840253599249,1.7489981394398642
5,"(-3, -3, -2, 2, -2, 1)",5.302347851560901,1.6681497133271403
5,"(-3, -3, -2, 2, -1, 1)",4.798981998478449,1.5684038117706043
5,"(-3, -3, -2, 2, 0, 1)",4.211374342789335,1.4377890416403596
5,"(-3, -3, -2, 2, 1, 1)",3.4864911454831704,1.2488958280179292
5,"(-3, -3, -2, 2, 2, 1)",3.0000000000000058,1.0986122886681116
5,"(-3, -3, -2, 2, 3, 1)",3.5584414243707325,1.2693226468575478
5,"(-3, -3, -2, 3, -3, 1)",6.252626830003206,1.833001668250544
5,"(-3, -3, -2, 3, -2, 1)",5.853553717387719,1.7670489498644268
5,"(-3, -3, -2, 3, -1, 1)",5.418662110825477,1.6898489419596723
5,"(-3, -3, -2, 3, 0, 1)",4.941546182778256,1.597678274693142
5,"(-3, -3, -2, 3, 1, 1)",4.428522804964604,1.488066075845436
5,"(-3, -3, -2, 3, 2, 1)",3.993328017352654,1.384624972804448
5,"(-3, -3, -2, 3, 3, 1)",3.995505119812131,1.3851700092261612
5,"(-3, -3, -1, -3, -3, 1)",3.898845678143261,1.3606805293616202
5,"(-3, -3, -1, -3, -2, 1)",3.2200442314913724,1.1693950959499761
5,"(-3, -3, -1, -3, 0, 1)",3.7212106262920286,1.3140490525171402
5,"(-3, -3, -1, -3, 1, 1)",4.07244437782319,1.4042434034077138
5,"(-3, -3, -1, -3, 2, 1)",4.674524711718088,1.542127491629663
5,"(-3, -3, -1, -3, 3, 1)",5.336365961563822,1.6745448897630477
5,"(-3, -3, -1, -2, -3, 1)",4.007210863408338,1.3880954540299297
5,"(-3, -3, -1, -2, -2, 1)",3.4900011444908037,1.2499020641486098
5,"(-3, -3, -1, -2, -1, 1)",3.0000000000000084,1.0986122886681124
5,"(-3, -3, -1, -2, 1, 1)",3.6351110569643423,1.2906396626410161
5,"(-3, -3, -1, -2, 2, 1)",3.9428200577958394,1.3718962179920677
5,"(-3, -3, -1, -2, 3, 1)",4.690045418871393,1.5454422666056233
5,"(-3, -3, -1, -1, -3, 1)",4.344753686474209,1.4689690681517205
5,"(-3, -3, -1, -1, -2, 1)",3.817997832405075,1.3397261575729273
5,"(-3, -3, -1, -1, -1, 1)",3.2303376784061157,1.1725866761683588
5,"(-3, -3, -1, -1, 0, 1)",2.999999999999999,1.0986122886681093
5,"(-3, -3, -1, -1, 2, 1)",3.560004173210237,1.2697617171133186
5,"(-3, -3, -1, -1, 3, 1)",4.075349066227855,1.404956403448195
5,"(-3, -3, -1, 0, -3, 1)",4.726162538153917,1.553113570503808
5,"(-3, -3, -1, 0, -2, 1)",4.206347001242876,1.4365945753617264
5,"(-3, -3, -1, 0, -1, 1)",3.610603985784236,1.2838750674316919
5,"(-3, -3, -1, 0, 0, 1)",2.9999999999999964,1.0986122886681084
5,"(-3, -3, -1, 0, 1, 1)",2.9999999999999996,1.0986122886681096
5,"(-3, -3, -1, 0, 3, 1)",3.495620499305894,1.2515108990708823
5,"(-3, -3, -1, 1, -3, 1)",5.144926853522054,1.638011152182434
5,"(-3, -3, -1, 1, -2, 1)",4.648141814526092,1.5364675299546646
5,"(-3, -3, -1, 1, -1, 1)",4.075065449017501,1.404886807672437
5,"(-3, -3, -1, 1, 0, 1)",3.3839709155990287,1.2190498470259044
5,"(-3, -3, -1, 1, 1, 1)",2.999999999999991,1.0986122886681067
5,"(-3, -3, -1, 1, 2, 1)",3.0,1.0986122886681098
5,"(-3, -3, -1, 2, -3, 1)",5.591355511546198,1.7212217464200812
5,"(-3, -3, -1, 2, -2, 1)",5.128643505719015,1.6348412003800823
5,"(-3, -3, -1, 2, -1, 1)",4.601573801979088,1.5263983758466497
5,"(-3, -3, -1, 2, 0, 1)",3.9741538717342273,1.3798118629910687
5,"(-3, -3, -1, 2, 1, 1)",3.155614012937425,1.1491830928859998
5,"(-3, -3, -1, 2, 2, 1)",3.000000000000004,1.0986122886681111
5,"(-3, -3, -1, 2, 3, 1)",2.9999999999999916,1.098612288668107
5,"(-3, -3, -1, 3, -3, 1)",6.055122057336389,1.8009045349086366
5,"(-3, -3, -1, 3, -2, 1)",5.630996402614035,1.7282864074184388
5,"(-3, -3, -1, 3, -1, 1)",5.158529278424328,1.6406515153053594
5,"(-3, -3, -1, 3, 0, 1)",4.61748936620939,1.5298511301561515
5,"(-3, -3, -1, 3, 1, 1)",3.9693273348102904,1.3785966432675225
