degree,mahler_measure,threading_depth,source
2,3.79128784747792,1.3327057628202603,generated
2,3.0,1.0986122886681098,generated
2,3.0000000000000004,1.0986122886681098,generated
2,3.0,1.0986122886681098,generated
2,3.79128784747792,1.3327057628202603,generated
2,3.5615528128088303,1.2701966331368917,generated
2,2.732050807568877,1.005052538742381,generated
2,2.0,0.6931471805599453,generated
2,2.732050807568877,1.005052538742381,generated
2,3.5615528128088303,1.2701966331368917,generated
2,3.3027756377319943,1.1947632172871092,generated
2,2.414213562373095,0.8813735870195429,generated
2,1.618033988749895,0.4812118250596034,generated
2,1.618033988749895,0.4812118250596034,generated
2,2.414213562373095,0.8813735870195429,generated
2,3.3027756377319943,1.1947632172871092,generated
2,2.618033988749895,0.9624236501192068,generated
2,2.618033988749895,0.9624236501192068,generated
2,1.9999999999999991,0.6931471805599448,generated
2,2.0,0.6931471805599451,generated
2,2.0000000000000004,0.6931471805599455,generated
2,2.0,0.6931471805599451,generated
2,1.9999999999999991,0.6931471805599448,generated
2,3.0000000000000018,1.0986122886681102,generated
2,3.0,1.0986122886681096,generated
2,3.0,1.0986122886681096,generated
2,3.0,1.0986122886681096,generated
2,3.0,1.0986122886681096,generated
2,3.0,1.0986122886681096,generated
2,3.0000000000000018,1.0986122886681102,generated
3,3.9513730355914376,1.3740631224599744,generated
3,3.2206928199873257,1.169596497899151,generated
3,3.000000000000002,1.0986122886681104,generated
3,2.999999999999999,1.0986122886681091,generated
3,3.9428200577958417,1.3718962179920684,generated
3,4.544606815316147,1.5139412146059226,generated
3,3.7473465403072126,1.32104800027148,generated
3,2.999999999999995,1.098612288668108,generated
3,2.999999999999999,1.0986122886681091,generated
3,3.000000000000002,1.0986122886681104,generated
3,3.757701765450751,1.3238075379301215,generated
3,3.5251022548143203,1.259909444301458,generated
3,2.999999999999994,1.0986122886681076,generated
3,2.9999999999999987,1.0986122886681091,generated
3,3.0000000000000018,1.0986122886681102,generated
3,3.0000000000000018,1.0986122886681102,generated
3,3.000000000000003,1.098612288668111,generated
3,3.2790187861665947,1.187544227082633,generated
3,2.9999999999999973,1.098612288668109,generated
3,3.0,1.0986122886681096,generated
3,3.0,1.0986122886681098,generated
3,3.000000000000003,1.098612288668111,generated
3,3.411474127809773,1.227144493428015,generated
3,3.0000000000000044,1.0986122886681111,generated
3,2.999999999999997,1.098612288668109,generated
3,2.9999999999999973,1.098612288668109,generated
3,3.473402021835862,1.2451345234219904,generated
3,3.8996877890059047,1.36089649583005,generated
3,2.999999999999996,1.0986122886681084,generated
3,3.0,1.0986122886681098,generated
3,2.999999999999996,1.0986122886681084,generated
3,3.555621809598243,1.268529959239403,generated
3,4.0379067804162405,1.3957264340412674,generated
3,4.466280375989732,1.4965559315615131,generated
3,2.999999999999993,1.0986122886681071,generated
3,3.000000000000009,1.098612288668113,generated
3,3.668685090477744,1.2998333118933578,generated
3,4.217358500054537,1.4392089842063978,generated
3,4.688950613085435,1.5452088075472763,generated
3,5.107243151757947,1.6306597579983295,generated
3,3.900571874911962,1.3611231769786103,generated
3,3.1527576020103982,1.1482774990825306,generated
3,2.5115471416945345,0.920898954366078,generated
3,3.778457118258391,1.329315756534628,generated
3,4.201472338219238,1.4354350205775386,generated
3,3.6890953236376633,1.3053812582475297,generated
3,2.919639565839419,1.071460172304933,generated
3,2.269530842081144,0.8195731326352808,generated
3,2.0000000000000004,0.6931471805599455,generated
3,2.9032119259115525,1.0658176847587797,generated
3,3.456678343044114,1.2403081114974517,generated
3,2.6589670819169937,0.9779377323109884,generated
3,1.999999999999999,0.6931471805599447,generated
3,1.9999999999999991,0.6931471805599448,generated
3,3.1149075414767604,1.1361994700900009,generated
3,3.195823345445646,1.1618447527360984,generated
3,2.359304085971776,0.8583666967266904,generated
3,2.000000000000004,0.6931471805599471,generated
3,2.0,0.6931471805599452,generated
3,2.3829757679062418,0.8683500293306362,generated
3,2.8932891963044955,1.0623939851543251,generated
3,1.9999999999999996,0.693147180559945,generated
3,2.46750385705652,0.9032070554677508,generated
3,2.8751297941627785,1.056097819026022,generated
3,2.521379706804569,0.9248062543986384,generated
3,2.0000000000000004,0.6931471805599455,generated
3,2.5943130163548447,0.9533217479877836,generated
3,3.0739475361924624,1.1229625780197088,generated
3,3.4798157487551453,1.246979346624691,generated
3,3.835975919081324,1.3444238793897367,generated
3,2.796321903259441,1.028304947665739,generated
3,3.355301397608121,1.2105416017413355,generated
3,3.802588752100256,1.3356820853392175,generated
3,4.184387171407663,1.4313602586687129,generated
3,4.522333393359314,1.509028098108294,generated
3,3.8473221018630737,1.3473773483293845,generated
3,3.079595623491437,1.1247982972918469,generated
3,2.879385241571818,1.0575768135749355,generated
3,3.21431974337754,1.167615746927589,generated
3,3.4908636153610293,1.2501491598607553,generated
3,3.627365084711835,1.2885065127239286,generated
3,2.8311772072083388,1.0406925994403962,generated
3,2.147899035704788,0.7644901716800715,generated
3,2.246979603717468,0.8095869160447131,generated
3,3.4908636153610337,1.2501491598607566,generated
3,3.3829757679062364,1.2187557268720122,generated
3,2.546818276884083,0.934844845546198,generated
3,1.839286755214161,0.6093778634360061,generated
3,1.3247179572447454,0.2811995743229614,generated
3,2.2469796037174694,0.8095869160447138,generated
3,3.214319743377537,1.167615746927588,generated
3,3.103803402735535,1.132628263567543,generated
3,2.2055694304005917,0.7909857206389217,generated
3,1.4655712318767682,0.3822450858400357,generated
3,1.3247179572447452,0.2811995743229612,generated
3,2.879385241571814,1.057576813574934,generated
3,2.7692923542386305,1.0185918197779062,generated
3,1.7548776662466945,0.5623991486459246,generated
3,1.4655712318767693,0.3822450858400365,generated
3,1.839286755214162,0.6093778634360068,generated
3,2.1478990357047887,0.7644901716800719,generated
3,2.3247179572447454,0.8435987229688853,generated
3,1.7548776662466945,0.5623991486459247,generated
3,2.20556943040059,0.7909857206389211,generated
3,2.546818276884082,0.9348448455461976,generated
3,2.8311772072083348,1.0406925994403948,generated
3,3.079595623491442,1.1247982972918484,generated
3,2.3247179572447463,0.8435987229688856,generated
3,2.769292354238633,1.0185918197779071,generated
3,3.103803402735537,1.1326282635675442,generated
3,3.382975767906235,1.2187557268720115,generated
3,3.627365084711837,1.288506512723929,generated
3,3.847322101863071,1.3473773483293836,generated
3,3.4908636153610293,1.2501491598607553,generated
3,3.21431974337754,1.167615746927589,generated
3,2.879385241571818,1.0575768135749355,generated
3,3.079595623491437,1.1247982972918469,generated
3,3.8473221018630737,1.3473773483293845,generated
3,3.4908636153610337,1.2501491598607566,generated
3,2.246979603717468,0.8095869160447131,generated
3,2.147899035704788,0.7644901716800715,generated
3,2.8311772072083388,1.0406925994403962,generated
3,3.627365084711835,1.2885065127239286,generated
3,3.214319743377537,1.167615746927588,generated
3,2.2469796037174694,0.8095869160447138,generated
3,1.3247179572447454,0.2811995743229614,generated
3,1.839286755214161,0.6093778634360061,generated
3,2.546818276884083,0.934844845546198,generated
3,3.3829757679062364,1.2187557268720122,generated
3,2.879385241571814,1.057576813574934,generated
3,1.3247179572447452,0.2811995743229612,generated
3,1.4655712318767682,0.3822450858400357,generated
3,2.2055694304005917,0.7909857206389217,generated
3,3.103803402735535,1.132628263567543,generated
3,2.1478990357047887,0.7644901716800719,generated
3,1.839286755214162,0.6093778634360068,generated
3,1.4655712318767693,0.3822450858400365,generated
3,1.7548776662466945,0.5623991486459246,generated
3,2.7692923542386305,1.0185918197779062,generated
3,3.079595623491442,1.1247982972918484,generated
3,2.8311772072083348,1.0406925994403948,generated
3,2.546818276884082,0.9348448455461976,generated
3,2.20556943040059,0.7909857206389211,generated
3,1.7548776662466945,0.5623991486459247,generated
3,2.3247179572447454,0.8435987229688853,generated
3,3.847322101863071,1.3473773483293836,generated
3,3.627365084711837,1.288506512723929,generated
3,3.382975767906235,1.2187557268720115,generated
3,3.103803402735537,1.1326282635675442,generated
3,2.769292354238633,1.0185918197779071,generated
3,2.3247179572447463,0.8435987229688856,generated
3,4.201472338219238,1.4354350205775386,generated
3,3.778457118258391,1.329315756534628,generated
3,2.5115471416945345,0.920898954366078,generated
3,3.1527576020103982,1.1482774990825306,generated
3,3.900571874911962,1.3611231769786103,generated
3,2.9032119259115525,1.0658176847587797,generated
3,2.0000000000000004,0.6931471805599455,generated
3,2.269530842081144,0.8195731326352808,generated
3,2.919639565839419,1.071460172304933,generated
3,3.6890953236376633,1.3053812582475297,generated
3,3.1149075414767604,1.1361994700900009,generated
3,1.9999999999999991,0.6931471805599448,generated
3,1.999999999999999,0.6931471805599447,generated
3,2.6589670819169937,0.9779377323109884,generated
3,3.456678343044114,1.2403081114974517,generated
3,2.3829757679062418,0.8683500293306362,generated
3,1.999999999999997,0.6931471805599438,generated
3,2.000000000000004,0.6931471805599471,generated
3,2.359304085971776,0.8583666967266904,generated
3,3.195823345445646,1.1618447527360984,generated
3,2.8751297941627785,1.056097819026022,generated
3,2.46750385705652,0.9032070554677508,generated
3,1.9999999999999996,0.693147180559945,generated
3,2.8932891963044955,1.0623939851543251,generated
3,3.835975919081324,1.3444238793897367,generated
3,3.4798157487551453,1.246979346624691,generated
3,3.0739475361924624,1.1229625780197088,generated
3,2.5943130163548447,0.9533217479877836,generated
3,2.0000000000000004,0.6931471805599455,generated
3,2.521379706804569,0.9248062543986384,generated
3,4.522333393359314,1.509028098108294,generated
3,4.184387171407663,1.4313602586687129,generated
3,3.802588752100256,1.3356820853392175,generated
3,3.355301397608121,1.2105416017413355,generated
3,2.796321903259441,1.028304947665739,generated
3,4.544606815316147,1.5139412146059226,generated
3,3.9428200577958417,1.3718962179920684,generated
3,2.999999999999999,1.0986122886681091,generated
3,3.000000000000002,1.0986122886681104,generated
3,3.2206928199873257,1.169596497899151,generated
3,3.9513730355914376,1.3740631224599744,generated
3,3.757701765450751,1.3238075379301215,generated
3,3.000000000000002,1.0986122886681104,generated
3,2.999999999999999,1.0986122886681091,generated
3,2.999999999999995,1.098612288668108,generated
3,3.7473465403072126,1.32104800027148,generated
3,3.000000000000003,1.098612288668111,generated
3,3.0000000000000018,1.0986122886681102,generated
3,3.0000000000000018,1.0986122886681102,generated
3,2.9999999999999987,1.0986122886681091,generated
3,2.999999999999994,1.0986122886681076,generated
3,3.5251022548143203,1.259909444301458,generated
3,3.411474127809773,1.227144493428015,generated
3,3.000000000000003,1.098612288668111,generated
3,3.000000000000002,1.0986122886681104,generated
3,3.0,1.0986122886681096,generated
3,2.9999999999999973,1.098612288668109,generated
3,3.2790187861665947,1.187544227082633,generated
3,3.8996877890059047,1.36089649583005,generated
3,3.473402021835862,1.2451345234219904,generated
3,2.9999999999999973,1.098612288668109,generated
3,2.999999999999997,1.098612288668109,generated
3,3.0000000000000044,1.0986122886681111,generated
3,4.466280375989732,1.4965559315615131,generated
