lmfdb_label,conductor,disc,rank,regulator,mwgens,abs_disc,log_disc,tau,log_regulator
2718.l1,2718,10567584.0,1,0.0908760226230278,"[(5, 6)]",10567584.0,7.023975708650712,2.7833618432391867,-1.0415506885349068
2718.n1,2718,-1.6155974012239872e+16,1,0.15175645650909,"[(977, 30615)]",1.6155974012239872e+16,16.20833314591229,3.6195579469552044,-0.818852822427018
2718.p1,2718,8550088704.0,1,0.0914057963297054,"[(-19, 105)]",8550088704.0,9.931970620395761,3.1297913548141647,-1.0390262629355784
2718.q1,2718,-190216512.0,1,0.4105095393285989,"[(13, 47)]",190216512.0,8.279248213754018,2.9477846140826327,-0.3866767462837268
2720.d1,2720,-27200000.0,1,1.4973243053388328,"[(2, 2)]",27200000.0,7.434568904034199,2.840173041506519,0.17531587436357923
2720.f1,2720,-90870848000.0,1,8.239151116072259,"[(7189/3, 606842/3)]",90870848000.0,10.958424580875256,3.2281409738149938,0.9158824684260708
2724.a1,2724,-523008.0,2,0.1677913158555248,"[(7, 2), (11, 18)]",523008.0,5.718508331944297,2.5777404355017315,-0.7752305198493317
2724.b1,2724,-4707072.0,1,0.8831640452182654,"[(0, 9)]",4707072.0,6.672750841383622,2.732064640151281,-0.053958619911210995
2724.c1,2724,-26950079232.0,1,4.073274938368625,"[(42, 195)]",26950079232.0,10.430560046330543,3.1787724085362874,0.6099437251436736
2726.b1,2726,-87232.0,1,0.3498201316287369,"[(1, 3)]",87232.0,4.940675829818561,2.431534574746052,-0.45615520101194673
2726.c1,2726,45734690816.0,1,3.3053410670061227,"[(-21, 52)]",45734690816.0,10.660245747434203,3.2005539169501582,0.5192162795310984
2726.d1,2726,2726.0,1,0.7855809174408453,"[(-1, 2)]",2726.0,3.435525851498655,2.068202445522684,-0.1048090744921931
2727.a1,2727,-200786283.0,1,0.6418435122424908,"[(16, 50)]",200786283.0,8.302734040042248,2.9506173082241722,-0.19257084422138368
2728.a1,2728,-12864962602096.0,1,0.1742696255454457,"[(-10, 121)]",12864962602096.0,13.109408528072448,3.4073626259167447,-0.7587783017259647
2728.b1,2728,-60016.0,2,0.1886314222794285,"[(6, 11), (2, 3)]",60016.0,4.778267046806648,2.3981103835078272,-0.7243859604358973
2728.c1,2728,-57675376.0,2,0.1407553801299225,"[(-9, 31), (43/3, 341/3)]",57675376.0,7.760990434475193,2.8831424046073044,-0.851534995698577
2728.d1,2728,-55426036336.0,1,6.2051674132859205,"[(1133/2, 17193/2)]",55426036336.0,10.743713822143738,3.208353268051575,0.7927535031157948
2728.e1,2728,-698368.0,1,1.6778773690477082,"[(1, 6)]",698368.0,5.8440843312962905,2.5994623694389123,0.22476021641601793
2734.a1,2734,87488.0,1,0.450462864960306,"[(-2, 5)]",87488.0,4.941948488551709,2.4317921295612885,-0.3463410052712231
2735.a1,2735,-13675.0,2,0.2052518217582864,"[(2, 2), (-3, 2)]",13675.0,4.135927335005468,2.253744013393914,-0.687712979302363
2735.b1,2735,-13675.0,1,0.2761750383944261,"[(-1, 2)]",13675.0,4.135927335005468,2.253744013393914,-0.5588155767857022
2735.c1,2735,-213671875.0,1,3.0929664250321727,"[(181/6, 6767/6)]",213671875.0,8.329747361021582,2.9538655721578455,0.4903752056614493
2736.c1,2736,-56733696.0,1,11.027102204856282,"[(161305/11, 62532117/11)]",56733696.0,7.753841077238578,2.882220788702258,1.0424613998616008
2736.n1,2736,-7614667778162688.0,1,4.5394882865096795,"[(26261/11, 2424832/11)]",7614667778162688.0,15.88165096016607,3.59919686040896,0.6570068998115242
2736.p1,2736,-3545856.0,1,0.8519034994824141,"[(1, 9)]",3545856.0,6.549721094582653,2.713454913008773,-0.06960959768922713
2736.t1,2736,-31912704.0,1,0.5789333896106945,"[(2, 18)]",31912704.0,7.503963604021978,2.849463806729826,-0.23737140198107917
2738.a2,2738,-9.207754139686666e+17,1,1.5727645015411356,"[(114, 7472)]",9.207754139686666e+17,17.964153714487622,3.7224107572442096,0.19666369827840038
2738.b1,2738,-7496644.0,1,0.548828472437539,"[(15, 48)]",7496644.0,6.874866887595942,2.761904726808922,-0.26056336606008584
2738.c1,2738,-87616.0,2,0.1695110291863237,"[(4, -3), (2, 5)]",87616.0,4.9425834221178775,2.4319205996947817,-0.770802039039918
2739.b1,2739,-2739.0,1,0.7639270580533609,"[(0, 1)]",2739.0,3.4375920322539613,2.068803680901589,-0.1169481070706578
2739.g1,2739,-2982771.0,1,7.502769510955373,"[(1789/2, 75557/2)]",2982771.0,6.474619912009737,2.701922350262678,0.8752216049048713
2740.a1,2740,-2.41308622285e+19,1,1.9855207746225527,"[(4255, 150152)]",2.41308622285e+19,19.38257284011805,3.798406800387112,0.2978744354946722
2740.b2,2740,-3291331840.0,1,3.3986881648123655,"[(19, 90)]",3291331840.0,9.517371671117088,3.087151170966067,0.5313113191960301
2742.d1,2742,-15991344.0,1,0.0957247151100858,"[(-3, 19)]",15991344.0,7.203884965763412,2.80865290432804,-1.0189759170447534
2745.b1,2745,-150082875.0,1,0.0989293032187536,"[(17, 67)]",150082875.0,8.176331140495785,2.935275979417489,-1.0046750493061578
2746.b1,2746,359923712.0,1,0.1187051950419878,"[(-4, 18)]",359923712.0,8.556210459188417,2.9806898340137016,-0.925530273698101
2746.c1,2746,21968.0,1,0.4138481809278763,"[(-1, 1)]",21968.0,4.34179051989268,2.302319270467143,-0.3831589492999578
2748.a1,2748,-98928.0,1,0.7311665778603088,"[(11, 1)]",98928.0,4.9953192291548,2.442533765047033,-0.1359836686680316
2749.a1,2749,-2749.0,1,1.800835652712461,"[(5, 8)]",2749.0,3.4391747398434687,2.0692639866440707,0.2554740802079463
2751.a1,2751,-173313.0,1,0.5570623278347333,"[(2, 2)]",173313.0,5.238831139843265,2.4901308537828206,-0.25409621027734397
2752.a1,2752,-704512.0,1,2.9221001726153157,"[(14, 45)]",704512.0,5.847888394875323,2.60011308318968,0.4656950999322276
2752.c1,2752,-704512.0,1,1.7343105844399365,"[(1, 7)]",704512.0,5.847888394875323,2.60011308318968,0.23912687461271628
2752.d1,2752,-704512.0,1,2.4398717705119513,"[(9, 29)]",704512.0,5.847888394875323,2.60011308318968,0.38736700224896725
2752.e1,2752,-704512.0,1,1.4455880063338302,"[(4, 3)]",704512.0,5.847888394875323,2.60011308318968,0.16004453636996632
2754.a1,2754,-22560768.0,1,0.4460560163818429,"[(22, 53)]",22560768.0,7.35335387955266,2.829188964538107,-0.3506105984148939
2754.b1,2754,-44064.0,1,1.2033704280190307,"[(1, 2)]",44064.0,4.64408391857683,2.369626579242649,0.08039933484175525
2754.c1,2754,-10731665407104.0,1,4.431214335158471,"[(11, 367)]",10731665407104.0,13.030667123735862,3.401338034132859,0.6465227571110005
2754.d1,2754,-32122656.0,1,0.2198487781648176,"[(1, 8)]",32122656.0,7.506811446894805,2.8498432465518655,-0.6578759434821752
2754.e1,2754,-14721077376.0,1,0.2399310263245729,"[(27, 54)]",14721077376.0,10.167939595417888,3.153272038462259,-0.6199135880733508
2757.a1,2757,223317.0,2,0.1391286303431404,"[(4, 4), (1, 1)]",223317.0,5.348921784984423,2.5109274503279293,-0.8565834899646819
2757.b1,2757,2328454677.0,1,0.9426441234143026,"[(205/2, 2753/2)]",2328454677.0,9.367067788877996,3.0712325564379794,-0.025652235539365194
2758.a1,2758,11032.0,1,0.6566317405045603,"[(-3, 2)]",11032.0,4.042654253167793,2.230933914853724,-0.1826781279480741
2758.g1,2758,6850254208.0,1,2.9540844953206604,"[(-1886/3, 2839/3)]",6850254208.0,9.835706688146905,3.12005174892007,0.47042291324070024
2760.f1,2760,-6624000.0,1,0.0715157392334538,"[(9, 30)]",6624000.0,6.821120323776824,2.7540561739609384,-1.1455983672419061
2760.i1,2760,-2384640.0,1,0.1816997524036055,"[(9, 6)]",2384640.0,6.377422824544111,2.686796515000272,-0.7406456642516334
2760.j1,2760,-574759346400000.0,1,0.0325724466015093,"[(-59, 690)]",574759346400000.0,14.759486042241347,3.525918442827659,-1.4871496178841657
2763.a1,2763,-223803.0,1,0.3906093856210513,"[(0, 4)]",223803.0,5.349865903795161,2.511103941130561,-0.40825732551849475
2763.b1,2763,-223803.0,1,0.4097279171897618,"[(1, 4)]",223803.0,5.349865903795161,2.511103941130561,-0.3875044438773889
2763.c1,2763,-223803.0,1,0.4222424193138518,"[(2, 3)]",223803.0,5.349865903795161,2.511103941130561,-0.3744381386457313
2763.e1,2763,-223803.0,1,0.330399139474661,"[(6, 4)]",223803.0,5.349865903795161,2.511103941130561,-0.4809610923397407
2763.f1,2763,-163152387.0,1,2.1440326033943147,"[(17, 4)]",163152387.0,8.212593432113136,2.939701205811398,0.3312313852231633
2763.h1,2763,-163152387.0,1,2.133408309712547,"[(385/2, 59/2)]",163152387.0,8.212593432113136,2.939701205811398,0.3290739823731363
2765.a1,2765,27001953125.0,1,2.8692537844037407,"[(-45, 12)]",27001953125.0,10.431395179000905,3.1788524712784216,0.4577689631414625
2765.b1,2765,2765.0,1,0.6530319333249757,"[(-2, 0)]",2765.0,3.441695135640717,2.069996567249598,-0.1850655810968053
2765.c1,2765,135485.0,1,1.1051021100647136,"[(-15/2, 3/2)]",135485.0,5.1318912156692305,2.4695066945181523,0.043402408186074326
2766.a1,2766,-16596.0,2,0.1519277140717333,"[(0, 3), (2, 1)]",16596.0,4.220003426156936,2.2738683851810766,-0.818362996288676
2766.b1,2766,-871090848.0,1,0.6517091078661658,"[(29, 107)]",871090848.0,8.940063450906178,3.0245751318249905,-0.1859462094757728
2766.c1,2766,-1062144.0,1,0.4545592548122238,"[(8, 20)]",1062144.0,6.026183400140822,2.630146320298914,-0.3424094954914644
2766.f1,2766,-8497152.0,1,0.0991307604594621,"[(-3, 13)]",8497152.0,6.929273387132766,2.7697874026109943,-1.0037915617777893
2766.g1,2766,-5377104.0,1,0.0867618248097421,"[(12, -9)]",5377104.0,6.730548436363548,2.7406890768716603,-1.061671321804273
2766.h1,2766,-193575744.0,1,0.0676775781368508,"[(8, 23)]",193575744.0,8.286850937130835,2.9487024793979772,-1.1695551904121464
2768.a1,2768,354304.0,2,0.2511085602072453,"[(-3, 4), (-1, 2)]",354304.0,5.549376055432589,2.547717944241844,-0.6001384819074237
2768.b1,2768,1417216.0,2,0.2838860269396192,"[(8, 8), (2, 34)]",1417216.0,6.151436046760551,2.650718003346975,-0.5468559830603724
2768.c1,2768,90701824.0,1,0.532076697735152,"[(18, 64)]",90701824.0,7.957616020744438,2.908161905365347,-0.27402576047615734
2770.b2,2770,-5313483250.0,1,0.9159853288409956,"[(-29/2, 583/2)]",5313483250.0,9.725379315865384,3.1087713381939177,-0.03811148223934906
2770.c1,2770,-44320000.0,1,0.0605002560665894,"[(-6, 23)]",44320000.0,7.646599751720373,2.868293517377966,-1.218242786479751
2770.d1,2770,-5540.0,1,0.5855920101931829,"[(-1, 2)]",5540.0,3.74350976472843,2.1540560563820494,-0.23240485734114993
2770.e1,2770,-346250000.0,1,0.1993840496291747,"[(13, 18)]",346250000.0,8.539389782072504,2.9787219964055986,-0.7003095872062769
2770.f1,2770,-1.73125e+19,1,0.1840958545261209,"[(1847, 77201)]",1.73125e+19,19.238359786408523,3.7909386366648454,-0.734955990601201
2770.g1,2770,-1108000.0,1,0.1262562729983009,"[(-3, 11)]",1108000.0,6.044539760392411,2.6331877908318693,-0.8987470345614231
2770.h1,2770,-2164062500.0,1,21.112997945053557,"[(1472577820/1599, 31304802523480/1599)]",2164062500.0,9.33526979941658,3.06783212374328,1.3245499054343546
2772.b2,2772,-2934184176.0,1,1.637345799007216,"[(12, 81)]",2934184176.0,9.467487370621818,3.0818959920690614,0.21414040988507
2772.c2,2772,-24249456.0,1,0.6434719706177919,"[(8, 27)]",24249456.0,7.384702000305369,2.833443008393487,-0.19147036597438016
2772.e1,2772,-100590336.0,1,2.642497105051057,"[(29, 133)]",100590336.0,8.002556258816563,2.9137934682402724,0.4220145202112101
2772.f1,2772,-355036285296.0,1,3.784914543567989,"[(112, 1179)]",355036285296.0,11.550272740938269,3.2807414958710033,0.5780560783849934
2772.g1,2772,-10694010096.0,1,0.2374288856272304,"[(77, 81)]",10694010096.0,10.029140589773208,3.1395273595799518,-0.6244664456644917
2772.h1,2772,-132024816.0,1,0.1703629175553601,"[(13, 63)]",132024816.0,8.120655570894558,2.9284433314944627,-0.7686249307562337
2775.a1,2775,-10114875.0,1,0.0724396417349074,"[(8, 22)]",10114875.0,7.0049605201126885,2.780650989062827,-1.140023705645498
2775.b1,2775,-10525791796875.0,1,0.0532058969373918,"[(158, 1387)]",10525791796875.0,13.022254775299102,3.4006922448611823,-1.2740402303202247
2775.c1,2775,-23101875.0,1,1.197037631393436,"[(16, 55)]",23101875.0,7.363647229637053,2.8305878027506584,0.07810780361697965
2775.d1,2775,-961615546875.0,1,10.712644282210332,"[(334577, 193523587)]",961615546875.0,11.98300147615143,3.317521547135462,1.0298966842277997
2775.g1,2775,-207916875.0,1,0.1517308326959169,"[(43, 277)]",207916875.0,8.317889739076378,2.952441030779493,-0.8189261584847796
2775.j1,2775,-158044921875.0,1,2.935282930100932,"[(-107/2, 1121/2)]",158044921875.0,11.198780546128802,3.2498373378112393,0.4676499689917807
2776.a1,2776,-88832.0,1,0.4880671221382634,"[(3, 2)]",88832.0,4.948569440102723,2.4331309780599795,-0.3115204468229211
2778.a1,2778,-100008.0,1,2.9231119877327285,"[(13, 26)]",100008.0,5.000034742168884,2.4434773060916926,0.46584545400476357
2778.b1,2778,-2778.0,1,0.7588580713632764,"[(0, 1)]",2778.0,3.4437322414015967,2.0705882823919604,-0.11983944221267104
2778.c1,2778,-2073765888.0,1,0.0515826154587916,"[(22, 97)]",2073765888.0,9.316759726359383,3.0658473446490713,-1.2874966402137729
2779.a1,2779,-136171.0,1,0.290728072038912,"[(3, 3)]",136171.0,5.134084626805886,2.4699340111617305,-0.5365130315718208
2780.a1,2780,-11120.0,1,0.6796516403005111,"[(3, 1)]",11120.0,4.046104787246039,2.2317870826314534,-0.16771363055498018
2781.a1,2781,25029.0,2,0.1694154440262332,"[(2, 1), (3, 0)]",25029.0,4.398443498303484,2.315283173202172,-0.7710470013661815
2781.b1,2781,18246141.0,1,4.650156288054465,"[(73/2, 321/2)]",18246141.0,7.261171026621459,2.8165735595101746,0.6674675494367159
2782.d1,2782,-3296913391616.0,1,0.3888461721177287,"[(146, 1639)]",3296913391616.0,12.51810753857861,3.3612086444292237,-0.4102221718609733
2784.c1,2784,-3608064.0,1,0.2747482039780823,"[(6, 18)]",3608064.0,6.557274232473099,2.7146074485118485,-0.5610651377089411
2785.a1,2785,13925.0,2,0.2275204688204811,"[(-1, 2), (4, 7)]",13925.0,4.143795203845767,2.2556445290625446,-0.6429795258669613
2785.b1,2785,-13925.0,1,0.2863242342725061,"[(10, -6)]",13925.0,4.143795203845767,2.2556445290625446,-0.5431418919056475
2786.a1,2786,-182583296.0,1,0.0835472343247558,"[(27, 50)]",182583296.0,8.261461042711645,2.94563389882334,-1.0780679215209976
2786.b2,2786,-4369114413986.0,1,11.533363559282844,"[(72259/30, 18000463/30)]",4369114413986.0,12.640393417726772,3.370929958302456,1.0619559822513782
2786.d1,2786,-2786.0,1,10.646971188298812,"[(30887/26, 3522033/26)]",2786.0,3.4449811120879446,2.0709508669954837,1.027226078831382
2786.e1,2786,-178304.0,1,0.3649832760356572,"[(0, 2)]",178304.0,5.251161086071832,2.4924816566511634,-0.43772703485420505
2787.a1,2787,-225747.0,1,0.1879604640701176,"[(-1, 5)]",225747.0,5.3536219875919535,2.5118057841165276,-0.7259334911534918
2787.c1,2787,-2787.0,1,9.153861852707372,"[(9331/3, 887224/3)]",2787.0,3.445136968713304,2.0709961076208425,0.9616043539055509
2787.d1,2787,-75249.0,1,0.479030502002212,"[(-1, 3)]",75249.0,4.876500732872292,2.418460344964413,-0.3196368321534484
2788.a1,2788,11152.0,2,0.2486606829245113,"[(2, 1), (3, 1)]",11152.0,4.047352760753935,2.2320954733310736,-0.6043928777592026
2788.b1,2788,18746512.0,1,4.936491912698793,"[(-875/6, 55/6)]",18746512.0,7.2729204741934055,2.8181903719722112,0.6934184298682894
2790.a1,2790,-24406920.0,1,1.1898512503002627,"[(13, 34)]",24406920.0,7.387512977639197,2.833823584681059,0.07549267133517994
2790.g1,2790,-6398127636480.0,1,4.718310562444596,"[(391/2, 1715/2)]",6398127636480.0,12.806052899590858,3.3839503871802368,0.6737865230609167
2790.l1,2790,-5958720703125000.0,1,0.4648406471666536,"[(1277, 41549)]",5958720703125000.0,15.775153029671422,3.5924685543997446,-0.33269590275246075
2790.q2,2790,-9382020048000.0,1,0.2546237687870576,"[(73, 800)]",9382020048000.0,12.972296356635704,3.3968484793028404,-0.5941010578124963
2790.u1,2790,-56233543680.0,1,0.1696254090045589,"[(23, 150)]",56233543680.0,10.74999545239037,3.2089377767880842,-0.7705090918943984
2790.x1,2790,-33480.0,1,0.250438710322886,"[(-1, 3)]",33480.0,4.5247854493212225,2.343602606761095,-0.6012985411817084
2790.y1,2790,-108475200000.0,1,0.0251036852312991,"[(47, 201)]",108475200000.0,11.035330459527835,3.2351344309992367,-1.6002625175006422
2792.a1,2792,89344.0,2,0.2210499181024988,"[(5, 2), (1, 10)]",89344.0,4.95106539227103,2.4336352294315615,-0.6555096414647797
2793.a1,2793,-2621795141259.0,1,0.190603013016993,"[(287, 541)]",2621795141259.0,12.418598754289011,3.3532276936725793,-0.7198702381691504
2793.g1,2793,-75411.0,1,0.307663765613831,"[(0, 4)]",75411.0,4.877434699859992,2.418651850638609,-0.5119236486246769
2793.k1,2793,-9.266991593987932e+18,1,6.844069583573752,"[(307361/4, 170491927/4)]",9.266991593987932e+18,18.96693876907633,3.7767298439577117,0.8353144163646673
2794.a1,2794,-89408.0,1,0.3919240799579389,"[(2, 3)]",89408.0,4.951376380098069,2.4336980397634553,-0.40679805238050365
2795.a1,2795,-5167955.0,1,2.1503421209638454,"[(5, 4)]",5167955.0,6.713318723381615,2.7381258676089493,0.33250756199460346
2795.b1,2795,-8431831971875.0,1,2.1363217797859213,"[(262, 3587)]",8431831971875.0,12.925921943407538,3.3932671933428646,0.32966666816163054
2797.a1,2797,2797.0,2,1.2045674485365605,"[(-2, 0), (-20/3, -1/3)]",2797.0,3.4466924663715273,2.0714475110397133,0.08083112293174671
2799.a1,2799,680157.0,1,0.2449619608672532,"[(1, 4)]",680157.0,5.832609172064474,2.5974968878712628,-0.6109013500216777
2800.a1,2800,-3500000000.0,1,1.1174986632280675,"[(50, 250)]",3500000000.0,9.544068044350276,3.089952259560305,0.04824701233230375
2800.d1,2800,-1093750000.0,1,3.656849735452015,"[(29, 131)]",1093750000.0,9.03891806603037,3.0355719295282215,0.5631071150109034
2800.e1,2800,-137200.0,1,0.2442424788659558,"[(7, 7)]",137200.0,5.137354111370733,2.470570627853629,-0.6121788007673218
2800.f1,2800,-105043750000.0,1,0.1730129003274082,"[(33, 175)]",105043750000.0,11.02137021741536,3.2338685803916523,-0.7619215131974557
2800.h1,2800,-376476800000000.0,1,1.3317072790673656,"[(58, 686)]",376476800000000.0,14.575738218405448,3.5133908258351694,0.12440877362321473
2800.i1,2800,-140000000.0,1,0.8573744423837443,"[(12, 25)]",140000000.0,8.146128035678238,2.931575171963993,-0.06682946653766973
2800.j1,2800,-39200000000.0,1,0.1007417837748358,"[(92, 700)]",39200000000.0,10.593286067020458,3.19425285578612,-0.9967903631850938
2800.k1,2800,-171500000000.0,1,0.9847114183318368,"[(92, 875)]",171500000000.0,11.23426412437879,3.253000850242468,-0.006691026096787012
2800.v1,2800,-2508800.0,1,0.3610662465290687,"[(4, 14)]",2508800.0,6.399466041004344,2.6902470010399435,-0.4424131086041761
2800.w1,2800,-8605184000.0,1,5.422775418640192,"[(478, 10405)]",8605184000.0,9.934760161047114,3.130072180149785,0.7342216187409111
2800.x1,2800,-24094515200.0,1,0.1408082126617743,"[(14, 56)]",24094515200.0,10.381918192389334,3.174098102867501,-0.8513720138508624
2800.y1,2800,-6860000000.0,1,0.264768265285172,"[(103, 350)]",6860000000.0,9.836324115706752,3.120114521042197,-0.5771340698140001
2800.z1,2800,-875000000000000.0,1,1.9388134640235408,"[(1342/3, 15625/3)]",875000000000000.0,14.942008053022313,3.5382090237535224,0.2875360270267139
2800.ba1,2800,-2143750000.0,1,2.8710907233698677,"[(33, 39)]",2143750000.0,9.331174137386846,3.067393297568426,0.45804691596561975
2800.bb1,2800,-6722800.0,1,2.022493239681913,"[(3, 9)]",6722800.0,6.827550191399246,2.754998370945024,0.3058870786500363
2800.bc1,2800,-70000.0,1,1.072280698361854,"[(7, 15)]",70000.0,4.845098040014257,2.4119999256830145,0.030308488561602818
2805.b2,2805,-49717529296875.0,1,1.9176681542333969,"[(1261/2, 46871/2)]",49717529296875.0,13.6965095383245,3.4511734673960603,0.28277345621798766
2806.a2,2806,-171067408384.0,1,0.9635004590878556,"[(-10, 96)]",171067408384.0,11.233167276009612,3.2529032112778262,-0.01614807403114957
2806.b1,2806,-7.831091627185665e+19,1,0.576853043396913,"[(3799/2, 167367/2)]",7.831091627185665e+19,19.89382230543194,3.8244416918699216,-0.2389348116748313
2806.c1,2806,-2806.0,1,0.8115024787039067,"[(1, 1)]",2806.0,3.448087666692341,2.071852223100992,-0.09071014924598812
2808.a1,2808,-36846576.0,1,0.8944794787625499,"[(55, 1)]",36846576.0,7.566397136879049,2.857749459755994,-0.04842961856110029
2808.d1,2808,-50544.0,1,0.167668214654887,"[(1, 3)]",50544.0,4.703669608561074,2.382375417102317,-0.7755492597846032
2808.h1,2808,6469632.0,1,1.920505117188393,"[(-6, 4)]",6469632.0,6.810879578208942,2.7525537168647016,0.2834154687035644
2808.j1,2808,-160398576.0,1,3.301747252055952,"[(27, 79)]",160398576.0,8.205200508349096,2.938800606828303,0.51874382507602
2808.m1,2808,1093367808.0,1,1.6008158682458136,"[(-26, 6)]",1093367808.0,9.038766282822616,3.0355551371996436,0.20434138066367905
2809.a1,2809,-1174711139837.0,1,4.369757714513565,"[(3964/3, 244055/3)]",1174711139837.0,12.069931087205523,3.32474977091322,0.6404573577659776
2810.c1,2810,-89920000000.0,1,0.0517689169638147,"[(51, 54)]",89920000000.0,10.953856298224986,3.227724012865866,-1.2859309197801423
2810.e1,2810,-5620.0,1,3.4017691814664013,"[(37, 203)]",5620.0,3.749736315569061,2.1557179669097497,0.5317048423239253
2812.b1,2812,3419392.0,1,0.7367425860389851,"[(2, 19)]",3419392.0,6.533948891284503,2.711043936431826,-0.1326842257734275
2813.a1,2813,-2813.0,2,1.37549846947553,"[(0, 1), (-1/2, 3/2)]",2813.0,3.449169732165201,2.0721659899851788,0.1384601115157626
2815.a1,2815,-351875.0,1,0.3874828378136657,"[(5, 10)]",351875.0,5.546388412195421,2.5471794246440123,-0.4117475281627046
2817.c1,2817,-55447011.0,1,3.024525765358931,"[(41/2, 257/2)]",55447011.0,7.743878139462735,2.88093505897532,0.4806572885454609
2818.a1,2818,-1442816.0,1,0.252891516061103,"[(55, -22)]",1442816.0,6.159210949749168,2.651981122015643,-0.5970657398379596
2820.a1,2820,-685260000000.0,1,0.1034789916716468,"[(119, 1350)]",685260000000.0,11.835855381917673,3.305165961218342,-0.9851478114025702
2820.b1,2820,-1184129280.0,1,6.669614124027391,"[(1842, 78266)]",1184129280.0,9.073399120060548,3.0393794043346194,0.8241007081879242
2820.c1,2820,-112800000.0,1,0.1138683613348545,"[(-6, 50)]",112800000.0,8.052309099647324,2.9199913402230453,-0.9435969288005168
2820.d1,2820,-1.26144945e+16,1,4.866876922023373,"[(331, 2790)]",1.26144945e+16,16.100869851741482,3.6129057438373873,0.6872503635604308
2820.e1,2820,-1624320.0,1,0.3205645039171924,"[(4, 6)]",1624320.0,6.210671591742573,2.6603014821643476,-0.494084568578628
2821.b1,2821,-19747.0,1,1.7016605402964364,"[(9/2, 17/2)]",19747.0,4.295501126169623,2.2916006705181764,0.23087292817134988
2824.a1,2824,-722944.0,1,5.307813161001701,"[(169/2, 2051/2)]",722944.0,5.859104657691616,2.602029248373654,0.7249156269786323
2825.a1,2825,-220703125.0,1,1.4012562104119937,"[(55, 347)]",220703125.0,8.343808482507589,2.9555522099634013,0.14651755044521442
2826.b1,2826,-6180462.0,1,0.5443676394183743,"[(7, 10)]",6180462.0,6.791020940550177,2.7496337349487296,-0.2641076997734787
2826.g1,2826,-175799808.0,1,0.1164551604162739,"[(3, 16)]",175799808.0,8.2450183964227,2.9436416324787027,-0.9338412616670109
2826.i2,2826,-2437475325408.0,1,0.243954317274857,"[(415, 8270)]",2437475325408.0,12.386940228024569,3.350675155428912,-0.6126914915689926
2826.j1,2826,-117199872.0,1,0.1911168552068895,"[(7, 32)]",117199872.0,8.06892713736702,2.9220529741277157,-0.7187010092088959
2828.a1,2828,-11312.0,1,3.104721301395469,"[(15, 14)]",11312.0,4.053539396452824,2.2336228697663265,0.4920226213708968
2829.d1,2829,2829.0,1,0.7647550316840034,"[(0, 1)]",2829.0,3.4516329474569907,2.0728798824150196,-0.11647765684888992
2830.a1,2830,-6909179687500.0,1,0.1326235155454354,"[(15, 117)]",6909179687500.0,12.839426487556516,3.386553076434059,-0.8773794637926131
2830.c1,2830,-5527343750.0,1,0.7084752734222788,"[(40, 42)]",5527343750.0,9.74251647454846,3.110531894475299,-0.14967530245282618
2830.d1,2830,-226400.0,1,0.4983184455098061,"[(4, 0)]",226400.0,5.3548764225162335,2.5120400718536087,-0.3024930368139138
2830.f1,2830,-115916800.0,1,0.0833179139711074,"[(-2, 21)]",115916800.0,8.064146383492064,2.9214603091269997,-1.079261611488906
2830.g1,2830,-3622400.0,1,0.1119207973357496,"[(1, 9)]",3622400.0,6.5589964051721585,2.7148700494838067,-0.9510892041567582
2830.h3,2830,-2159118652343750.0,1,10.551987642886187,"[(52449091/114, 377068995563/114)]",2159118652343750.0,15.33427650923661,3.564123062649141,1.0233342739535805
2832.a1,2832,-60568731648.0,1,0.2176411745557889,"[(-14, 354)]",60568731648.0,10.782248479325476,3.2119335677664256,-0.6622589387799606
2832.b1,2832,-278396928.0,1,0.5667478328145801,"[(34, 192)]",278396928.0,8.444664438697112,2.9675672598096954,-0.24661013181907013
2834.a1,2834,-73684.0,1,0.3058115051704592,"[(3, 5)]",73684.0,4.867373193882259,2.416586851582123,-0.5145461795467224
2834.c1,2834,-75452416.0,2,0.0755804693846061,"[(-10, 109), (16, 5)]",75452416.0,7.877673150522072,2.8980650200456637,-1.121590414695526
2834.d1,2834,-8417954896.0,1,0.472734054356402,"[(67, 473)]",8417954896.0,9.925206594437569,3.1291100871650293,-0.3253831111944765
2835.a1,2835,11076300703125.0,1,0.0354768730336013,"[(3, 157)]",11076300703125.0,13.044394737605783,3.4023909647231063,-1.4500546650710275
2835.e1,2835,34735279005.0,1,0.2034431542113366,"[(-15, 31)]",34735279005.0,10.540770791618185,3.189283115821847,-0.6915569192038195
2836.a1,2836,181504.0,2,0.2507964810390903,"[(4, 2), (0, 14)]",181504.0,5.258886200494916,2.4939517006202596,-0.6006785612727273
2837.a1,2837,2837.0,2,0.4559975772567164,"[(-1, 0), (-2, 0)]",2837.0,3.452859335795852,2.073235126016271,-0.34103746466759266
2838.a1,2838,-686796.0,1,0.1341791030461381,"[(-4, 13)]",686796.0,5.8368277571018865,2.5982199022286463,-0.8723151152771491
2838.b1,2838,-13077504.0,1,0.5232600747779781,"[(15, 40)]",13077504.0,7.116524861536611,2.79645197027656,-0.2812824009791684
2838.c2,2838,-6.796261691190411e+18,1,3.0302386821833607,"[(53439/5, 12449252/5)]",6.796261691190411e+18,18.83227009310046,3.7696043379049806,0.4814768378475403
2842.b1,2842,-2249563705424.0,1,0.5559790133339866,"[(202, 2741)]",2249563705424.0,12.352098296466847,3.3478583964380615,-0.25494160144281924
