,aboveground_biomass,aboveground_biomass,aboveground_biomass,soil_moisture,soil_moisture,soil_moisture,ph,ph,ph,ec,ec,ec,nh4i,nh4i,nh4i,no3i,no3i,no3i,nh4f,nh4f,nh4f,no3f,no3f,no3f,po4,po4,po4,species_richness,species_richness,species_richness
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
F.legacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,0.5936263736263736,1.5580661207503474,91,0.01921208791208791,0.0082679277958041,91,7.8574725274725274,0.35765468574712433,91,197.16593406593404,55.62024455533799,91,9.532725274725275,8.925182433324927,91,9.483989010989012,3.707089084127286,91,8.988956043956044,11.568721429317828,91,7.952934065934066,4.248692054430655,91,1.5951758241758243,0.7952069694726801,91,4.483516483516484,1.4326559435199553,91
high nitrogen,0.5355555555555556,1.4375761727732037,45,0.019135555555555555,0.007980064808222697,45,7.703333333333333,0.5795688052336838,45,231.22444444444446,83.4434025812912,45,13.434800000000001,8.68545719631908,45,11.946177777777777,5.261102987919448,45,10.281755555555556,10.65490475652913,45,10.852,5.626496423174905,45,1.723177777777778,0.744472427259395,45,3.422222222222222,1.4692126662215574,45
low nitrogen,0.583953488372093,1.2947074307033595,43,0.018772093023255814,0.008065338111219114,43,8.024186046511629,0.30568605555793554,43,242.04883720930232,73.20572568061363,43,9.83446511627907,8.006852768391994,43,11.571720930232559,5.890145767157296,43,8.476279069767441,8.850946538904836,43,10.155720930232558,6.736403814264493,43,1.4504651162790696,0.5998476532316236,43,3.441860465116279,1.2208959548001614,43
shrub removal,3.656304347826087,2.3213600981566835,46,0.016945652173913042,0.008255737574472117,46,7.831521739130435,0.43078206602155267,46,228.6695652173913,61.06446091200208,46,6.465521739130435,4.988624476364559,46,6.648565217391305,4.280602614130004,46,6.257173913043478,3.6894733457611717,46,6.5238695652173915,6.1389396210988725,46,3.203760869565217,2.6120066290947235,46,5.282608695652174,1.360768467174353,46
