Entity,Code,Day,Monthly sea surface temperature anomalies,Monthly sea surface temperature anomalies (lower bound),Monthly sea surface temperature anomalies (upper bound)
Northern Hemisphere,,1981-10-15,0.32886493,0.29982495,0.34497193
Northern Hemisphere,,1981-11-15,0.27687696,0.24581595,0.29168496
Northern Hemisphere,,1981-12-15,0.30640894,0.27488294,0.32282794
Northern Hemisphere,,1982-01-15,0.29850194,0.26821694,0.31625995
Northern Hemisphere,,1982-02-15,0.28571793,0.25741595,0.30308193
Northern Hemisphere,,1982-03-15,0.31037793,0.28486693,0.32606295
Northern Hemisphere,,1982-04-15,0.30197495,0.28036594,0.31466693
Northern Hemisphere,,1982-05-15,0.32448795,0.30342394,0.33800393
Northern Hemisphere,,1982-06-15,0.26897094,0.24989694,0.28195596
Northern Hemisphere,,1982-07-15,0.17101994,0.15162195,0.18501595
Northern Hemisphere,,1982-08-15,0.13580695,0.11742195,0.14925595
Northern Hemisphere,,1982-09-15,0.17843294,0.15629695,0.19436595
Northern Hemisphere,,1982-10-15,0.28166795,0.25518695,0.29895395
Northern Hemisphere,,1982-11-15,0.31236294,0.28255993,0.33056894
Northern Hemisphere,,1982-12-15,0.29371396,0.26601595,0.31433293
Northern Hemisphere,,1983-01-15,0.39275095,0.36353794,0.41167095
Northern Hemisphere,,1983-02-15,0.29821694,0.27250394,0.31712294
Northern Hemisphere,,1983-03-15,0.31646895,0.29245594,0.33440194
Northern Hemisphere,,1983-04-15,0.27259895,0.25168493,0.28854495
Northern Hemisphere,,1983-05-15,0.35466793,0.33481994,0.36993793
Northern Hemisphere,,1983-06-15,0.36708793,0.34957793,0.38217893
Northern Hemisphere,,1983-07-15,0.31942293,0.30029193,0.33467293
Northern Hemisphere,,1983-08-15,0.27245295,0.25354895,0.28970096
Northern Hemisphere,,1983-09-15,0.31743693,0.29652694,0.33589795
Northern Hemisphere,,1983-10-15,0.22180295,0.19795394,0.24219294
Northern Hemisphere,,1983-11-15,0.20990494,0.18417695,0.23145194
Northern Hemisphere,,1983-12-15,0.23175095,0.20615694,0.25431293
Northern Hemisphere,,1984-01-15,0.18342695,0.15817595,0.20707995
Northern Hemisphere,,1984-02-15,0.19584094,0.17159295,0.21662995
Northern Hemisphere,,1984-03-15,0.22429694,0.20166294,0.24456094
Northern Hemisphere,,1984-04-15,0.20209795,0.18047495,0.21887894
Northern Hemisphere,,1984-05-15,0.21962294,0.20228794,0.23548295
Northern Hemisphere,,1984-06-15,0.10326995,0.086329944,0.11943194
Northern Hemisphere,,1984-07-15,0.23139794,0.21349694,0.24936995
Northern Hemisphere,,1984-08-15,0.17065695,0.15223795,0.18723394
Northern Hemisphere,,1984-09-15,0.21331395,0.19150195,0.23123795
Northern Hemisphere,,1984-10-15,0.074135944,0.04961195,0.094307944
Northern Hemisphere,,1984-11-15,0.059236944,0.03281994,0.080385946
Northern Hemisphere,,1984-12-15,0.019364953,-0.005984053,0.040785953
Northern Hemisphere,,1985-01-15,0.05109995,0.023892954,0.07279295
Northern Hemisphere,,1985-02-15,0.05611895,0.031171948,0.07793595
Northern Hemisphere,,1985-03-15,0.05339995,0.030728951,0.07253395
Northern Hemisphere,,1985-04-15,0.01924795,-0.0014670491,0.03698194
Northern Hemisphere,,1985-05-15,0.11737995,0.09878695,0.13497594
Northern Hemisphere,,1985-06-15,0.15957995,0.14190894,0.17716695
Northern Hemisphere,,1985-07-15,0.110510945,0.093471944,0.12829894
Northern Hemisphere,,1985-08-15,0.12785394,0.10975894,0.14549294
Northern Hemisphere,,1985-09-15,0.20391895,0.18150994,0.22279194
Northern Hemisphere,,1985-10-15,0.15017694,0.12561795,0.17390494
Northern Hemisphere,,1985-11-15,0.17907795,0.15287894,0.20309395
Northern Hemisphere,,1985-12-15,0.13299395,0.104540944,0.15730594
Northern Hemisphere,,1986-01-15,0.10710995,0.07737995,0.13098195
Northern Hemisphere,,1986-02-15,0.14386694,0.11566795,0.16558395
Northern Hemisphere,,1986-03-15,0.12867095,0.103726946,0.14892995
Northern Hemisphere,,1986-04-15,0.18907395,0.16894795,0.20716494
Northern Hemisphere,,1986-05-15,0.23976794,0.22126494,0.25780594
Northern Hemisphere,,1986-06-15,0.25357395,0.23609494,0.27116296
Northern Hemisphere,,1986-07-15,0.19967194,0.18089294,0.21865095
Northern Hemisphere,,1986-08-15,0.21213995,0.19434294,0.23151395
Northern Hemisphere,,1986-09-15,0.22987995,0.20930794,0.24941094
Northern Hemisphere,,1986-10-15,0.18597095,0.15982994,0.20817195
Northern Hemisphere,,1986-11-15,0.20138195,0.17522494,0.22482894
Northern Hemisphere,,1986-12-15,0.20453295,0.17553195,0.22919695
Northern Hemisphere,,1987-01-15,0.12910594,0.099589944,0.15327995
Northern Hemisphere,,1987-02-15,0.16450295,0.13694094,0.18752694
Northern Hemisphere,,1987-03-15,0.23499294,0.20976195,0.25586095
Northern Hemisphere,,1987-04-15,0.20876095,0.18822494,0.22795294
Northern Hemisphere,,1987-05-15,0.34956893,0.33030394,0.36932695
Northern Hemisphere,,1987-06-15,0.35849294,0.34072894,0.37666294
Northern Hemisphere,,1987-07-15,0.39034495,0.37179995,0.40956894
Northern Hemisphere,,1987-08-15,0.50489295,0.48655993,0.52494496
Northern Hemisphere,,1987-09-15,0.46572194,0.44400993,0.48682794
Northern Hemisphere,,1987-10-15,0.43472093,0.41009194,0.45736694
Northern Hemisphere,,1987-11-15,0.49380794,0.46597892,0.518105
Northern Hemisphere,,1987-12-15,0.44392493,0.41491893,0.46672192
Northern Hemisphere,,1988-01-15,0.50216395,0.47352794,0.52515596
Northern Hemisphere,,1988-02-15,0.43361995,0.40717494,0.45551294
Northern Hemisphere,,1988-03-15,0.44253093,0.41926095,0.46209994
Northern Hemisphere,,1988-04-15,0.43261993,0.41165194,0.45111993
Northern Hemisphere,,1988-05-15,0.33918893,0.32062694,0.35668594
Northern Hemisphere,,1988-06-15,0.40058395,0.38343593,0.41857195
Northern Hemisphere,,1988-07-15,0.45099193,0.43311092,0.46959493
Northern Hemisphere,,1988-08-15,0.40385994,0.38580793,0.42376292
Northern Hemisphere,,1988-09-15,0.28390694,0.26294893,0.30289793
Northern Hemisphere,,1988-10-15,0.25895694,0.23502594,0.27994794
Northern Hemisphere,,1988-11-15,0.15688695,0.12869595,0.17718895
Northern Hemisphere,,1988-12-15,0.13217095,0.10432195,0.15376495
Northern Hemisphere,,1989-01-15,0.13979295,0.111360945,0.16233395
Northern Hemisphere,,1989-02-15,0.20582795,0.17941795,0.22664495
Northern Hemisphere,,1989-03-15,0.20053895,0.17709894,0.22012495
Northern Hemisphere,,1989-04-15,0.32966894,0.30825594,0.34848493
Northern Hemisphere,,1989-05-15,0.33631995,0.31708893,0.35425794
Northern Hemisphere,,1989-06-15,0.38026795,0.36268595,0.39786795
Northern Hemisphere,,1989-07-15,0.48374394,0.46446994,0.50048393
Northern Hemisphere,,1989-08-15,0.47964492,0.45996994,0.49757493
Northern Hemisphere,,1989-09-15,0.40306893,0.38054794,0.42230594
Northern Hemisphere,,1989-10-15,0.31825495,0.29214394,0.33959493
Northern Hemisphere,,1989-11-15,0.34470993,0.31500894,0.36740893
Northern Hemisphere,,1989-12-15,0.30942395,0.28011593,0.33206993
Northern Hemisphere,,1990-01-15,0.35161594,0.32132995,0.37438193
Northern Hemisphere,,1990-02-15,0.44666994,0.42002493,0.46766293
Northern Hemisphere,,1990-03-15,0.48882094,0.46334994,0.50819594
Northern Hemisphere,,1990-04-15,0.51241493,0.49037194,0.53013694
Northern Hemisphere,,1990-05-15,0.51509696,0.49515194,0.5321599
Northern Hemisphere,,1990-06-15,0.45707393,0.43955594,0.47369492
Northern Hemisphere,,1990-07-15,0.53770393,0.51926893,0.55479497
Northern Hemisphere,,1990-08-15,0.52758795,0.5083069,0.5448359
Northern Hemisphere,,1990-09-15,0.54466796,0.5226799,0.56355196
Northern Hemisphere,,1990-10-15,0.59464496,0.56962895,0.61551493
Northern Hemisphere,,1990-11-15,0.53718096,0.5098599,0.55979294
Northern Hemisphere,,1990-12-15,0.52063894,0.49368393,0.5421829
Northern Hemisphere,,1991-01-15,0.5494369,0.5212839,0.57209694
Northern Hemisphere,,1991-02-15,0.47615194,0.44877493,0.49723893
Northern Hemisphere,,1991-03-15,0.45335594,0.42949393,0.47166592
Northern Hemisphere,,1991-04-15,0.52636,0.50503194,0.54370797
Northern Hemisphere,,1991-05-15,0.46579194,0.44585392,0.48349693
Northern Hemisphere,,1991-06-15,0.50600594,0.48618993,0.52204394
Northern Hemisphere,,1991-07-15,0.53297293,0.5137649,0.5488529
Northern Hemisphere,,1991-08-15,0.49090394,0.47106293,0.50783193
Northern Hemisphere,,1991-09-15,0.37727693,0.35481894,0.39477095
Northern Hemisphere,,1991-10-15,0.34997895,0.32445893,0.36901593
Northern Hemisphere,,1991-11-15,0.34535894,0.31681693,0.36538693
Northern Hemisphere,,1991-12-15,0.36566395,0.33685893,0.38598594
Northern Hemisphere,,1992-01-15,0.37750694,0.34766293,0.39870095
Northern Hemisphere,,1992-02-15,0.41851094,0.39167893,0.43818694
Northern Hemisphere,,1992-03-15,0.41815895,0.39236194,0.43579394
Northern Hemisphere,,1992-04-15,0.39197895,0.37050694,0.40905595
Northern Hemisphere,,1992-05-15,0.43720993,0.41581494,0.45359895
Northern Hemisphere,,1992-06-15,0.46452492,0.44518894,0.48066995
Northern Hemisphere,,1992-07-15,0.31235993,0.29202995,0.32943395
Northern Hemisphere,,1992-08-15,0.22305495,0.20249894,0.24035895
Northern Hemisphere,,1992-09-15,0.22072294,0.19856495,0.23938094
Northern Hemisphere,,1992-10-15,0.22685595,0.20256494,0.24854395
Northern Hemisphere,,1992-11-15,0.18125795,0.15304194,0.20252295
Northern Hemisphere,,1992-12-15,0.25611895,0.22870794,0.27870396
Northern Hemisphere,,1993-01-15,0.40816593,0.37975195,0.43127695
Northern Hemisphere,,1993-02-15,0.35718793,0.32967293,0.37901893
Northern Hemisphere,,1993-03-15,0.30064094,0.27631694,0.31996495
Northern Hemisphere,,1993-04-15,0.36515895,0.34323493,0.38234293
Northern Hemisphere,,1993-05-15,0.40808693,0.38783893,0.42489192
Northern Hemisphere,,1993-06-15,0.42718694,0.40824193,0.44385293
Northern Hemisphere,,1993-07-15,0.36274493,0.34287393,0.37814993
Northern Hemisphere,,1993-08-15,0.28400594,0.26320794,0.30105594
Northern Hemisphere,,1993-09-15,0.27750096,0.25359994,0.29657495
Northern Hemisphere,,1993-10-15,0.25341195,0.22814995,0.27528295
Northern Hemisphere,,1993-11-15,0.32181093,0.29414093,0.34328794
Northern Hemisphere,,1993-12-15,0.31503895,0.28818995,0.33747393
Northern Hemisphere,,1994-01-15,0.36009893,0.32966694,0.38342094
Northern Hemisphere,,1994-02-15,0.37451595,0.34735295,0.39681193
Northern Hemisphere,,1994-03-15,0.39976895,0.37560093,0.41990393
Northern Hemisphere,,1994-04-15,0.47055393,0.44743294,0.48928192
Northern Hemisphere,,1994-05-15,0.45481095,0.43316993,0.47230294
Northern Hemisphere,,1994-06-15,0.44570193,0.42602494,0.46396893
Northern Hemisphere,,1994-07-15,0.47836792,0.45707592,0.49615192
Northern Hemisphere,,1994-08-15,0.54262495,0.521988,0.56041694
Northern Hemisphere,,1994-09-15,0.51959294,0.49640393,0.54020995
Northern Hemisphere,,1994-10-15,0.55740994,0.53301495,0.58021194
Northern Hemisphere,,1994-11-15,0.51713395,0.48724392,0.54076296
Northern Hemisphere,,1994-12-15,0.49968693,0.46937993,0.52441394
Northern Hemisphere,,1995-01-15,0.50241697,0.47072995,0.5278329
Northern Hemisphere,,1995-02-15,0.54026496,0.51001996,0.5633429
Northern Hemisphere,,1995-03-15,0.5223029,0.49577892,0.54363096
Northern Hemisphere,,1995-04-15,0.53281397,0.50888395,0.55287594
Northern Hemisphere,,1995-05-15,0.44168392,0.41990295,0.46027693
Northern Hemisphere,,1995-06-15,0.61689496,0.59542894,0.6347119
Northern Hemisphere,,1995-07-15,0.64605296,0.62256694,0.66332096
Northern Hemisphere,,1995-08-15,0.66596895,0.64367497,0.685452
Northern Hemisphere,,1995-09-15,0.50361794,0.47977594,0.52453095
Northern Hemisphere,,1995-10-15,0.50187695,0.47441894,0.52465093
Northern Hemisphere,,1995-11-15,0.48943192,0.45938993,0.51412493
Northern Hemisphere,,1995-12-15,0.514595,0.48375392,0.53943795
Northern Hemisphere,,1996-01-15,0.41736594,0.38598195,0.44306093
Northern Hemisphere,,1996-02-15,0.38843194,0.35950294,0.41214493
Northern Hemisphere,,1996-03-15,0.38764194,0.36027393,0.40862295
Northern Hemisphere,,1996-04-15,0.40807495,0.38447693,0.42809793
Northern Hemisphere,,1996-05-15,0.44051492,0.41954795,0.45942193
Northern Hemisphere,,1996-06-15,0.49453294,0.47297293,0.5126429
Northern Hemisphere,,1996-07-15,0.44182393,0.41765395,0.45995992
Northern Hemisphere,,1996-08-15,0.49660394,0.47364193,0.5158209
Northern Hemisphere,,1996-09-15,0.43972793,0.41433895,0.46080592
Northern Hemisphere,,1996-10-15,0.35635594,0.32940295,0.37931594
Northern Hemisphere,,1996-11-15,0.30236194,0.27157596,0.32667094
Northern Hemisphere,,1996-12-15,0.33021393,0.30010894,0.35476094
Northern Hemisphere,,1997-01-15,0.41140693,0.38149795,0.43564492
Northern Hemisphere,,1997-02-15,0.48341894,0.45397094,0.5062649
Northern Hemisphere,,1997-03-15,0.50796396,0.48043194,0.52905995
Northern Hemisphere,,1997-04-15,0.48539394,0.46213594,0.50501394
Northern Hemisphere,,1997-05-15,0.59566,0.57485497,0.61424595
Northern Hemisphere,,1997-06-15,0.69117594,0.67102194,0.71050996
Northern Hemisphere,,1997-07-15,0.74492896,0.72313297,0.763549
Northern Hemisphere,,1997-08-15,0.71421397,0.69231296,0.73392797
Northern Hemisphere,,1997-09-15,0.71702796,0.69460094,0.73740494
Northern Hemisphere,,1997-10-15,0.74655694,0.72009593,0.76997393
Northern Hemisphere,,1997-11-15,0.72428894,0.69421196,0.74799097
Northern Hemisphere,,1997-12-15,0.71760195,0.686624,0.74177897
Northern Hemisphere,,1998-01-15,0.729916,0.69740796,0.75564396
Northern Hemisphere,,1998-02-15,0.76408494,0.73299295,0.78758395
Northern Hemisphere,,1998-03-15,0.71088994,0.68383896,0.73239297
Northern Hemisphere,,1998-04-15,0.74311197,0.719098,0.762491
Northern Hemisphere,,1998-05-15,0.74599797,0.72567797,0.764407
Northern Hemisphere,,1998-06-15,0.74256396,0.721079,0.759204
Northern Hemisphere,,1998-07-15,0.817486,0.79667395,0.835396
Northern Hemisphere,,1998-08-15,0.85201895,0.83024395,0.87153095
Northern Hemisphere,,1998-09-15,0.59856695,0.57262796,0.61981493
Northern Hemisphere,,1998-10-15,0.59585893,0.56807595,0.61897695
Northern Hemisphere,,1998-11-15,0.59321094,0.562655,0.61793697
Northern Hemisphere,,1998-12-15,0.54396695,0.5120509,0.56894994
Northern Hemisphere,,1999-01-15,0.46281093,0.42947292,0.48921493
Northern Hemisphere,,1999-02-15,0.47145092,0.44190294,0.49551493
Northern Hemisphere,,1999-03-15,0.51110697,0.48484895,0.53222996
Northern Hemisphere,,1999-04-15,0.48318693,0.45980594,0.50270796
Northern Hemisphere,,1999-05-15,0.50113595,0.48162493,0.51973695
Northern Hemisphere,,1999-06-15,0.47878394,0.45951495,0.49625292
Northern Hemisphere,,1999-07-15,0.48701593,0.46572992,0.5049319
Northern Hemisphere,,1999-08-15,0.49829194,0.47744694,0.51756096
Northern Hemisphere,,1999-09-15,0.44999793,0.42378494,0.47095194
Northern Hemisphere,,1999-10-15,0.45949695,0.43137193,0.48287994
Northern Hemisphere,,1999-11-15,0.39677393,0.36700094,0.41963893
Northern Hemisphere,,1999-12-15,0.39197195,0.36130294,0.41676494
Northern Hemisphere,,2000-01-15,0.38612694,0.35518095,0.41116095
Northern Hemisphere,,2000-02-15,0.37236494,0.34300295,0.39515194
Northern Hemisphere,,2000-03-15,0.44903395,0.42338294,0.47014794
Northern Hemisphere,,2000-04-15,0.46619892,0.44345292,0.48511595
Northern Hemisphere,,2000-05-15,0.56572294,0.5458909,0.58393395
Northern Hemisphere,,2000-06-15,0.49575195,0.47753492,0.51251894
Northern Hemisphere,,2000-07-15,0.52922297,0.50991595,0.54712296
Northern Hemisphere,,2000-08-15,0.6239349,0.601226,0.64226097
Northern Hemisphere,,2000-09-15,0.5518919,0.52740794,0.57266694
Northern Hemisphere,,2000-10-15,0.49462092,0.46771592,0.51722795
Northern Hemisphere,,2000-11-15,0.51504296,0.48493493,0.539449
Northern Hemisphere,,2000-12-15,0.42606494,0.39513493,0.45102894
Northern Hemisphere,,2001-01-15,0.44163594,0.41120794,0.46630692
Northern Hemisphere,,2001-02-15,0.45918193,0.42949194,0.48193592
Northern Hemisphere,,2001-03-15,0.54135895,0.51524496,0.562884
Northern Hemisphere,,2001-04-15,0.56299096,0.5392209,0.58148795
Northern Hemisphere,,2001-05-15,0.56962794,0.547313,0.58838296
Northern Hemisphere,,2001-06-15,0.63552195,0.616124,0.6531739
Northern Hemisphere,,2001-07-15,0.67661494,0.65722793,0.69458896
Northern Hemisphere,,2001-08-15,0.71696794,0.695794,0.73596996
Northern Hemisphere,,2001-09-15,0.66511893,0.64072996,0.686296
Northern Hemisphere,,2001-10-15,0.65506196,0.62878996,0.67963797
Northern Hemisphere,,2001-11-15,0.58203197,0.55192196,0.608085
Northern Hemisphere,,2001-12-15,0.58232296,0.5522109,0.6078879
Northern Hemisphere,,2002-01-15,0.54175895,0.51188093,0.56606895
Northern Hemisphere,,2002-02-15,0.55207896,0.52397394,0.57537895
Northern Hemisphere,,2002-03-15,0.60231096,0.57678896,0.62398595
Northern Hemisphere,,2002-04-15,0.6649159,0.64174193,0.68470496
Northern Hemisphere,,2002-05-15,0.64745796,0.62616897,0.66694194
Northern Hemisphere,,2002-06-15,0.681246,0.66029996,0.698823
Northern Hemisphere,,2002-07-15,0.61850697,0.59679794,0.63770497
Northern Hemisphere,,2002-08-15,0.60173994,0.580044,0.62211996
Northern Hemisphere,,2002-09-15,0.6084629,0.5853189,0.62938094
Northern Hemisphere,,2002-10-15,0.65100193,0.6267539,0.67627597
Northern Hemisphere,,2002-11-15,0.61434996,0.58582693,0.64109594
Northern Hemisphere,,2002-12-15,0.67011195,0.64082295,0.69514495
Northern Hemisphere,,2003-01-15,0.56952894,0.539929,0.59703195
Northern Hemisphere,,2003-02-15,0.537128,0.50969195,0.5606579
Northern Hemisphere,,2003-03-15,0.6190919,0.59295195,0.6411039
Northern Hemisphere,,2003-04-15,0.5803049,0.55690897,0.5997769
Northern Hemisphere,,2003-05-15,0.6559839,0.63510895,0.675106
Northern Hemisphere,,2003-06-15,0.72277,0.70225596,0.74208194
Northern Hemisphere,,2003-07-15,0.763806,0.74227494,0.78291297
Northern Hemisphere,,2003-08-15,0.87011,0.848336,0.890533
Northern Hemisphere,,2003-09-15,0.88846093,0.86550695,0.91167694
Northern Hemisphere,,2003-10-15,0.80394894,0.778124,0.82708395
Northern Hemisphere,,2003-11-15,0.731514,0.70395,0.756632
Northern Hemisphere,,2003-12-15,0.6266149,0.59784096,0.6505349
Northern Hemisphere,,2004-01-15,0.65928197,0.6292049,0.68451995
Northern Hemisphere,,2004-02-15,0.61195195,0.58437496,0.63601196
Northern Hemisphere,,2004-03-15,0.6398429,0.61412096,0.66160893
Northern Hemisphere,,2004-04-15,0.74202996,0.71813995,0.76296294
Northern Hemisphere,,2004-05-15,0.640915,0.61915296,0.65979093
Northern Hemisphere,,2004-06-15,0.67539597,0.6546009,0.69507295
Northern Hemisphere,,2004-07-15,0.79028296,0.767612,0.80952096
Northern Hemisphere,,2004-08-15,0.81988794,0.798234,0.83968496
Northern Hemisphere,,2004-09-15,0.804504,0.78107095,0.826845
Northern Hemisphere,,2004-10-15,0.746982,0.71877897,0.77103496
Northern Hemisphere,,2004-11-15,0.73903596,0.71143097,0.765934
Northern Hemisphere,,2004-12-15,0.68750596,0.65955794,0.71214294
Northern Hemisphere,,2005-01-15,0.64568996,0.61457896,0.671762
Northern Hemisphere,,2005-02-15,0.60879594,0.58036196,0.6341469
Northern Hemisphere,,2005-03-15,0.59749395,0.57222396,0.62058794
Northern Hemisphere,,2005-04-15,0.685636,0.66136795,0.70630896
Northern Hemisphere,,2005-05-15,0.75525194,0.733373,0.77552193
Northern Hemisphere,,2005-06-15,0.839045,0.81794494,0.85829794
Northern Hemisphere,,2005-07-15,0.882225,0.85927397,0.90128696
Northern Hemisphere,,2005-08-15,0.89649296,0.87417895,0.91618395
Northern Hemisphere,,2005-09-15,0.82738996,0.80356693,0.84938395
Northern Hemisphere,,2005-10-15,0.713851,0.686188,0.735806
Northern Hemisphere,,2005-11-15,0.65555996,0.62766594,0.68245196
Northern Hemisphere,,2005-12-15,0.53150195,0.50262094,0.556766
Northern Hemisphere,,2006-01-15,0.50954896,0.47979695,0.536657
Northern Hemisphere,,2006-02-15,0.47538593,0.44680494,0.501385
Northern Hemisphere,,2006-03-15,0.45558694,0.43030292,0.47794694
Northern Hemisphere,,2006-04-15,0.57972294,0.555877,0.60028595
Northern Hemisphere,,2006-05-15,0.5866839,0.56279093,0.60588497
Northern Hemisphere,,2006-06-15,0.70898396,0.687862,0.72761697
Northern Hemisphere,,2006-07-15,0.761333,0.73915094,0.77931494
Northern Hemisphere,,2006-08-15,0.85268396,0.82972497,0.871579
Northern Hemisphere,,2006-09-15,0.83253497,0.80889297,0.85403395
Northern Hemisphere,,2006-10-15,0.832504,0.805698,0.855877
Northern Hemisphere,,2006-11-15,0.81846297,0.790891,0.844031
Northern Hemisphere,,2006-12-15,0.74463993,0.71502596,0.76928395
Northern Hemisphere,,2007-01-15,0.710619,0.68034595,0.736205
Northern Hemisphere,,2007-02-15,0.682148,0.65445596,0.70598996
Northern Hemisphere,,2007-03-15,0.6369739,0.610127,0.65837896
Northern Hemisphere,,2007-04-15,0.59889793,0.5744389,0.61901
Northern Hemisphere,,2007-05-15,0.58115494,0.56048393,0.600122
Northern Hemisphere,,2007-06-15,0.676905,0.65684396,0.69539493
Northern Hemisphere,,2007-07-15,0.69009495,0.66962296,0.70861495
Northern Hemisphere,,2007-08-15,0.70308197,0.680398,0.72275895
Northern Hemisphere,,2007-09-15,0.6224539,0.59757096,0.644492
Northern Hemisphere,,2007-10-15,0.58514494,0.5595089,0.6083949
Northern Hemisphere,,2007-11-15,0.49988294,0.47089893,0.525974
Northern Hemisphere,,2007-12-15,0.49879494,0.46996292,0.522917
Northern Hemisphere,,2008-01-15,0.46540993,0.43430594,0.49082994
Northern Hemisphere,,2008-02-15,0.47294694,0.44484892,0.49673992
Northern Hemisphere,,2008-03-15,0.49873292,0.47326595,0.51989895
Northern Hemisphere,,2008-04-15,0.52659196,0.50320095,0.54562294
Northern Hemisphere,,2008-05-15,0.53415895,0.5139359,0.55322397
Northern Hemisphere,,2008-06-15,0.63663197,0.6175919,0.6552029
Northern Hemisphere,,2008-07-15,0.74249893,0.72271395,0.76156497
Northern Hemisphere,,2008-08-15,0.751852,0.73074394,0.771114
Northern Hemisphere,,2008-09-15,0.77450097,0.752046,0.79661596
Northern Hemisphere,,2008-10-15,0.67060494,0.64368993,0.69506097
Northern Hemisphere,,2008-11-15,0.56659293,0.5383139,0.593452
Northern Hemisphere,,2008-12-15,0.52729195,0.49863392,0.55193096
Northern Hemisphere,,2009-01-15,0.509231,0.47882792,0.534915
Northern Hemisphere,,2009-02-15,0.46142393,0.43170694,0.48563194
Northern Hemisphere,,2009-03-15,0.49254993,0.46521893,0.5135279
Northern Hemisphere,,2009-04-15,0.52603793,0.50077194,0.54503393
Northern Hemisphere,,2009-05-15,0.60799795,0.586934,0.62644494
Northern Hemisphere,,2009-06-15,0.85213894,0.83295494,0.87100595
Northern Hemisphere,,2009-07-15,0.92285794,0.90221995,0.94247395
Northern Hemisphere,,2009-08-15,0.90497094,0.88241094,0.92277694
Northern Hemisphere,,2009-09-15,0.735806,0.71345794,0.75631195
Northern Hemisphere,,2009-10-15,0.76532894,0.739051,0.789283
Northern Hemisphere,,2009-11-15,0.681066,0.65159595,0.705812
Northern Hemisphere,,2009-12-15,0.75766,0.72867393,0.78096396
Northern Hemisphere,,2010-01-15,0.72383296,0.69407296,0.74822396
Northern Hemisphere,,2010-02-15,0.71604794,0.687799,0.73903096
Northern Hemisphere,,2010-03-15,0.71635497,0.69030696,0.73675996
Northern Hemisphere,,2010-04-15,0.784233,0.760717,0.80363494
Northern Hemisphere,,2010-05-15,0.73272496,0.71233994,0.75082695
Northern Hemisphere,,2010-06-15,0.796829,0.77663094,0.815757
Northern Hemisphere,,2010-07-15,0.90115494,0.88176596,0.920473
Northern Hemisphere,,2010-08-15,0.86730397,0.846316,0.8875
Northern Hemisphere,,2010-09-15,0.747453,0.725046,0.76897496
Northern Hemisphere,,2010-10-15,0.61727697,0.590413,0.64236695
Northern Hemisphere,,2010-11-15,0.5312979,0.5020189,0.5564569
Northern Hemisphere,,2010-12-15,0.50439894,0.47634494,0.52827096
Northern Hemisphere,,2011-01-15,0.47784293,0.44822794,0.5021849
Northern Hemisphere,,2011-02-15,0.46511492,0.43835995,0.48785993
Northern Hemisphere,,2011-03-15,0.45528492,0.42941594,0.47586495
Northern Hemisphere,,2011-04-15,0.5135499,0.49012792,0.53322893
Northern Hemisphere,,2011-05-15,0.56880695,0.548462,0.588761
Northern Hemisphere,,2011-06-15,0.66620594,0.6453909,0.684312
Northern Hemisphere,,2011-07-15,0.719499,0.69903195,0.73830193
Northern Hemisphere,,2011-08-15,0.75584394,0.733499,0.77553695
Northern Hemisphere,,2011-09-15,0.66236794,0.63827294,0.68348294
Northern Hemisphere,,2011-10-15,0.5620049,0.53638494,0.58553594
Northern Hemisphere,,2011-11-15,0.56432194,0.5354589,0.58843094
Northern Hemisphere,,2011-12-15,0.54685694,0.5189049,0.5694559
Northern Hemisphere,,2012-01-15,0.5616099,0.5332599,0.5855969
Northern Hemisphere,,2012-02-15,0.47906494,0.44950593,0.50155896
Northern Hemisphere,,2012-03-15,0.47136694,0.44411492,0.49089894
Northern Hemisphere,,2012-04-15,0.5402259,0.51611996,0.5602899
Northern Hemisphere,,2012-05-15,0.66962194,0.6470469,0.687521
Northern Hemisphere,,2012-06-15,0.724822,0.70356494,0.74475497
Northern Hemisphere,,2012-07-15,0.83137894,0.80878395,0.851222
Northern Hemisphere,,2012-08-15,0.892828,0.87005395,0.91294193
Northern Hemisphere,,2012-09-15,0.859042,0.834839,0.87968796
Northern Hemisphere,,2012-10-15,0.77394396,0.74839693,0.79661995
Northern Hemisphere,,2012-11-15,0.775076,0.744514,0.79817194
Northern Hemisphere,,2012-12-15,0.709354,0.68092096,0.73287195
Northern Hemisphere,,2013-01-15,0.55406094,0.52433497,0.5763419
Northern Hemisphere,,2013-02-15,0.5941349,0.5661569,0.61609894
Northern Hemisphere,,2013-03-15,0.568266,0.5414019,0.587814
Northern Hemisphere,,2013-04-15,0.636592,0.61253595,0.65711695
Northern Hemisphere,,2013-05-15,0.70162696,0.678386,0.720867
Northern Hemisphere,,2013-06-15,0.719081,0.69878894,0.73945194
Northern Hemisphere,,2013-07-15,0.907806,0.88814896,0.92777896
Northern Hemisphere,,2013-08-15,0.89215994,0.86955297,0.913413
Northern Hemisphere,,2013-09-15,0.866394,0.84153295,0.888038
Northern Hemisphere,,2013-10-15,0.77847093,0.75439495,0.80176896
Northern Hemisphere,,2013-11-15,0.773442,0.744779,0.795743
Northern Hemisphere,,2013-12-15,0.66627795,0.638356,0.68827397
Northern Hemisphere,,2014-01-15,0.62165093,0.5914149,0.64324
Northern Hemisphere,,2014-02-15,0.62447697,0.5977749,0.64502895
Northern Hemisphere,,2014-03-15,0.61556894,0.59062195,0.63548195
