Entity,Code,Day,Monthly sea surface temperature anomalies,Monthly sea surface temperature anomalies (lower bound),Monthly sea surface temperature anomalies (upper bound)
Northern Hemisphere,,2014-04-15,0.72891396,0.70565593,0.74773496
Northern Hemisphere,,2014-05-15,0.832217,0.80896294,0.851034
Northern Hemisphere,,2014-06-15,1.0062399,0.985666,1.0251839
Northern Hemisphere,,2014-07-15,1.0778829,1.0562179,1.097235
Northern Hemisphere,,2014-08-15,1.1816229,1.1582179,1.2015759
Northern Hemisphere,,2014-09-15,1.1377429,1.1145719,1.1584749
Northern Hemisphere,,2014-10-15,0.99051,0.96401393,1.013279
Northern Hemisphere,,2014-11-15,0.875228,0.846218,0.897082
Northern Hemisphere,,2014-12-15,0.83720696,0.81024396,0.85846996
Northern Hemisphere,,2015-01-15,0.77674997,0.748746,0.798669
Northern Hemisphere,,2015-02-15,0.78364694,0.75656796,0.80483794
Northern Hemisphere,,2015-03-15,0.747161,0.72296494,0.76744694
Northern Hemisphere,,2015-04-15,0.91362697,0.889209,0.93215495
Northern Hemisphere,,2015-05-15,0.983368,0.96139497,1.0030519
Northern Hemisphere,,2015-06-15,1.0408579,1.0202069,1.061914
Northern Hemisphere,,2015-07-15,1.0853809,1.065182,1.105529
Northern Hemisphere,,2015-08-15,1.2139759,1.1899658,1.2347089
Northern Hemisphere,,2015-09-15,1.240004,1.216461,1.2598529
Northern Hemisphere,,2015-10-15,1.193502,1.1692809,1.2150959
Northern Hemisphere,,2015-11-15,1.158402,1.13093,1.1788229
Northern Hemisphere,,2015-12-15,1.1829149,1.1573049,1.2048099
Northern Hemisphere,,2016-01-15,1.0819579,1.054253,1.104239
Northern Hemisphere,,2016-02-15,0.93529993,0.909602,0.95634097
Northern Hemisphere,,2016-03-15,0.92901,0.905099,0.948437
Northern Hemisphere,,2016-04-15,0.94469494,0.921375,0.964889
Northern Hemisphere,,2016-05-15,1.0367069,1.0152639,1.055795
Northern Hemisphere,,2016-06-15,1.1042869,1.0824519,1.1244069
Northern Hemisphere,,2016-07-15,1.1754379,1.152787,1.1928989
Northern Hemisphere,,2016-08-15,1.1769309,1.1529069,1.1961919
Northern Hemisphere,,2016-09-15,1.0915929,1.067349,1.1121619
Northern Hemisphere,,2016-10-15,1.045285,1.019823,1.0654609
Northern Hemisphere,,2016-11-15,0.870106,0.84121895,0.890399
Northern Hemisphere,,2016-12-15,0.83975595,0.814739,0.86072093
Northern Hemisphere,,2017-01-15,0.864881,0.83822894,0.88756996
Northern Hemisphere,,2017-02-15,0.80531096,0.78074694,0.82617396
Northern Hemisphere,,2017-03-15,0.79445595,0.77011096,0.81487995
Northern Hemisphere,,2017-04-15,0.96196896,0.938028,0.98201096
Northern Hemisphere,,2017-05-15,0.926586,0.904991,0.94500893
Northern Hemisphere,,2017-06-15,1.007934,0.98697597,1.026073
Northern Hemisphere,,2017-07-15,1.143637,1.12094,1.1619669
Northern Hemisphere,,2017-08-15,1.1537399,1.1303279,1.1727569
Northern Hemisphere,,2017-09-15,0.99980396,0.975041,1.0198109
Northern Hemisphere,,2017-10-15,0.997709,0.971248,1.0169139
Northern Hemisphere,,2017-11-15,0.92856395,0.89941895,0.95047
Northern Hemisphere,,2017-12-15,0.771769,0.74592096,0.79436094
Northern Hemisphere,,2018-01-15,0.73682696,0.70941395,0.76057494
Northern Hemisphere,,2018-02-15,0.76107997,0.73365796,0.78220296
Northern Hemisphere,,2018-03-15,0.80544996,0.781931,0.824928
Northern Hemisphere,,2018-04-15,0.848654,0.82451797,0.868234
Northern Hemisphere,,2018-05-15,0.90727395,0.884065,0.92586595
Northern Hemisphere,,2018-06-15,0.91458094,0.89481694,0.932988
Northern Hemisphere,,2018-07-15,0.88269293,0.860514,0.90101
Northern Hemisphere,,2018-08-15,0.96851295,0.94408095,0.986344
Northern Hemisphere,,2018-09-15,1.0245069,0.998144,1.0445939
Northern Hemisphere,,2018-10-15,0.989149,0.96239996,1.0086769
Northern Hemisphere,,2018-11-15,0.98734397,0.96009994,1.010541
Northern Hemisphere,,2018-12-15,0.92235696,0.895315,0.94438595
Northern Hemisphere,,2019-01-15,0.844386,0.81811595,0.86724794
Northern Hemisphere,,2019-02-15,0.83315694,0.80550796,0.85614496
Northern Hemisphere,,2019-03-15,0.853807,0.82837397,0.87385595
Northern Hemisphere,,2019-04-15,0.88428694,0.860079,0.90406597
Northern Hemisphere,,2019-05-15,0.920985,0.897622,0.93955296
Northern Hemisphere,,2019-06-15,1.092032,1.0708569,1.111367
Northern Hemisphere,,2019-07-15,1.2339479,1.2112149,1.2529749
Northern Hemisphere,,2019-08-15,1.294954,1.2698689,1.3145789
Northern Hemisphere,,2019-09-15,1.2161539,1.1913879,1.2362499
Northern Hemisphere,,2019-10-15,1.1339549,1.106928,1.157455
Northern Hemisphere,,2019-11-15,1.043602,1.0163579,1.0668589
Northern Hemisphere,,2019-12-15,0.93735194,0.910342,0.96079695
Northern Hemisphere,,2020-01-15,1.0089009,0.98134,1.033662
Northern Hemisphere,,2020-02-15,0.99302596,0.965683,1.0151819
Northern Hemisphere,,2020-03-15,0.993544,0.967545,1.0122019
Northern Hemisphere,,2020-04-15,1.100222,1.0755769,1.1209699
Northern Hemisphere,,2020-05-15,1.0773629,1.051621,1.097057
Northern Hemisphere,,2020-06-15,1.133174,1.110541,1.1527519
Northern Hemisphere,,2020-07-15,1.287193,1.263812,1.3048569
Northern Hemisphere,,2020-08-15,1.3305829,1.3066889,1.3501229
Northern Hemisphere,,2020-09-15,1.2025509,1.176822,1.2224019
Northern Hemisphere,,2020-10-15,1.087812,1.0609789,1.1111969
Northern Hemisphere,,2020-11-15,0.99688995,0.96869695,1.020358
Northern Hemisphere,,2020-12-15,0.93108195,0.90311193,0.95346
Northern Hemisphere,,2021-01-15,0.76962495,0.74017996,0.79283
Northern Hemisphere,,2021-02-15,0.73054796,0.703941,0.75308394
Northern Hemisphere,,2021-03-15,0.789862,0.76392895,0.80994797
Northern Hemisphere,,2021-04-15,0.88848495,0.86217695,0.90842295
Northern Hemisphere,,2021-05-15,0.96032196,0.93610793,0.97849697
Northern Hemisphere,,2021-06-15,0.978484,0.95586896,0.998087
Northern Hemisphere,,2021-07-15,1.0802859,1.0554119,1.098967
Northern Hemisphere,,2021-08-15,1.086878,1.0622799,1.1086149
Northern Hemisphere,,2021-09-15,1.1534889,1.127222,1.1752429
Northern Hemisphere,,2021-10-15,1.0572389,1.0306889,1.0800569
Northern Hemisphere,,2021-11-15,0.97540396,0.948204,0.998706
Northern Hemisphere,,2021-12-15,0.870084,0.842976,0.89260995
Northern Hemisphere,,2022-01-15,0.87998295,0.85060996,0.90336096
Northern Hemisphere,,2022-02-15,0.802476,0.77336293,0.82379097
Northern Hemisphere,,2022-03-15,0.808127,0.78143597,0.828137
Northern Hemisphere,,2022-04-15,0.852654,0.82841396,0.87320095
Northern Hemisphere,,2022-05-15,0.93728393,0.91159695,0.95555097
Northern Hemisphere,,2022-06-15,1.056574,1.0350559,1.077745
Northern Hemisphere,,2022-07-15,1.1012319,1.0747849,1.118292
Northern Hemisphere,,2022-08-15,1.1968359,1.1712999,1.2149719
Northern Hemisphere,,2022-09-15,1.183291,1.1560129,1.2056799
Northern Hemisphere,,2022-10-15,1.0494089,1.021892,1.0715729
Northern Hemisphere,,2022-11-15,0.97475296,0.94537693,0.99744
Northern Hemisphere,,2022-12-15,0.990033,0.959331,1.012376
Northern Hemisphere,,2023-01-15,0.905804,0.87202895,0.92901695
Northern Hemisphere,,2023-02-15,0.87477094,0.84493196,0.89708394
Northern Hemisphere,,2023-03-15,0.926842,0.90110695,0.94919795
Northern Hemisphere,,2023-04-15,1.060591,1.032921,1.08214
Northern Hemisphere,,2023-05-15,1.0971439,1.0709269,1.1159849
Northern Hemisphere,,2023-06-15,1.2448269,1.2210329,1.2630029
Northern Hemisphere,,2023-07-15,1.4706029,1.4457179,1.4890859
Northern Hemisphere,,2023-08-15,1.5189309,1.4933109,1.5370669
Northern Hemisphere,,2023-09-15,1.5625029,1.5331099,1.5821099
Northern Hemisphere,,2023-10-15,1.4702559,1.441536,1.4921039
Northern Hemisphere,,2023-11-15,1.4132469,1.3847909,1.4350419
Northern Hemisphere,,2023-12-15,1.2918489,1.261977,1.3147279
Northern Hemisphere,,2024-01-15,1.2812059,1.249772,1.3087709
Northern Hemisphere,,2024-02-15,1.2284869,1.2014139,1.2492079
Northern Hemisphere,,2024-03-15,1.1688919,1.1396729,1.191711
Northern Hemisphere,,2024-04-15,1.225107,1.1978269,1.2459669
Northern Hemisphere,,2024-05-15,1.279015,1.2529238,1.2972829
Northern Hemisphere,,2024-06-15,1.3714979,1.3490059,1.3916099
Northern Hemisphere,,2024-07-15,1.429928,1.4039799,1.4491849
Northern Hemisphere,,2024-08-15,1.4766829,1.4519559,1.498758
Northern Hemisphere,,2024-09-15,1.4284849,1.400716,1.4486909
Northern Hemisphere,,2024-10-15,1.2912169,1.261748,1.3145459
Northern Hemisphere,,2024-11-15,1.2615099,1.230835,1.2820269
Northern Hemisphere,,2024-12-15,1.1749469,1.1441169,1.1957439
Northern Hemisphere,,2025-01-15,1.0527599,1.020963,1.074456
Northern Hemisphere,,2025-02-15,1.0128199,0.98163897,1.032473
Northern Hemisphere,,2025-03-15,0.97938794,0.94851494,1.000127
Northern Hemisphere,,2025-04-15,0.96275896,0.93551993,0.98311895
Northern Hemisphere,,2025-05-15,1.0520239,1.025471,1.06861
Northern Hemisphere,,2025-06-15,1.184009,1.1601509,1.2018969
